Cheval_clean;Poids_groupe;Cheval;Valeur_poids;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
GLENMORE;560;GLENMORE;560;1;0;1;3.0;0.0;100.0
GLENMORE;574;GLENMORE;574;1;0;1;2.0;0.0;100.0
GLENMORE;580;GLENMORE;580;1;0;0;11.0;0.0;0.0
GLENMORE;594;GLENMORE;594;1;0;0;6.0;0.0;0.0
GLENMORE;600;GLENMORE;600;1;0;0;5.0;0.0;0.0
GLENMORE;610;GLENMORE;610;1;0;0;8.0;0.0;0.0
GLENNEVIS;550;GLEN NEVIS;550;1;0;0;9.0;0.0;0.0
GLENROYAL;590;GLENROYAL;590;1;0;0;19.0;0.0;0.0
GLIAMICI;490;GLI AMICI;490;1;0;0;7.0;0.0;0.0
GLIAMICI;500;GLI AMICI;500;1;0;0;6.0;0.0;0.0
GLIAMICI;540;GLI AMICI;540;1;1;1;1.0;100.0;100.0
GLIAMICI;570;GLI AMICI;570;1;0;0;9.0;0.0;0.0
GLIAMICI;580;GLI AMICI;580;1;0;0;7.0;0.0;0.0
GLIMMEROFHOPE;530;GLIMMER OF HOPE;530;1;0;0;5.0;0.0;0.0
GLIMMEROFHOPE;550;GLIMMER OF HOPE;550;1;0;0;4.0;0.0;0.0
GLINT;554;GLINT;554;2;0;0;4.0;0.0;0.0
GLINTOFLIGHT;600;GLINT OF LIGHT;600;1;0;1;2.0;0.0;100.0
GLITTERANDGLORY;514;GLITTER AND GLORY;514;1;0;0;5.0;0.0;0.0
GLITTERINGLEGEND;550;GLITTERING LEGEND;550;1;0;1;3.0;0.0;100.0
GLITTERINGLEGEND;554;GLITTERING LEGEND;554;1;0;1;2.0;0.0;100.0
GLITTERINGLEGEND;584;GLITTERING LEGEND;584;1;0;0;9.0;0.0;0.0
GLITTERINGLEGEND;590;GLITTERING LEGEND;590;1;0;1;3.0;0.0;100.0
GLITTERINGLEGEND;594;GLITTERING LEGEND;594;1;0;0;4.0;0.0;0.0
GLITTERINGLEGEND;604;GLITTERING LEGEND;604;1;0;0;10.0;0.0;0.0
GLITTERINGLEGEND;610;GLITTERING LEGEND;610;1;0;0;10.0;0.0;0.0
GLOBALARMINDA;550;GLOBAL ARMINDA;550;1;0;0;7.0;0.0;0.0
GLOBALASSET;554;GLOBAL ASSET;554;1;0;0;5.0;0.0;0.0
GLOBALASSET;580;GLOBAL ASSET;580;1;1;1;1.0;100.0;100.0
GLOBALAVIATOR;534;GLOBAL AVIATOR;534;1;0;0;5.0;0.0;0.0
GLOBALDELSUR;560;GLOBAL DEL SUR;560;1;0;0;7.0;0.0;0.0
GLOBALDOMINATIO;570;GLOBAL DOMINATIO;570;2;0;1;6.0;0.0;50.0
GLOBALEFFORT;594;GLOBAL EFFORT;594;1;0;0;0.0;0.0;0.0
GLOBALEFFORT;610;GLOBAL EFFORT;610;2;0;0;8.5;0.0;0.0
GLOBALGIRL;570;GLOBAL GIRL;570;1;0;0;7.0;0.0;0.0
GLOBALHEALTH;560;GLOBAL HEALTH;560;3;0;2;3.6666666666666665;0.0;66.7
GLOBALHEALTH;590;GLOBAL HEALTH;590;1;1;1;1.0;100.0;100.0
GLOBALHEALTH;600;GLOBAL HEALTH;600;1;1;1;1.0;100.0;100.0
GLOBALPANCHA;570;GLOBAL PANCHA;570;1;0;0;8.0;0.0;0.0
GLOBALPROSPERITY;550;GLOBAL PROSPERITY;550;1;0;0;0.0;0.0;0.0
GLOBALPROSPERITY;554;GLOBAL PROSPERITY;554;1;0;0;4.0;0.0;0.0
GLOBALPROSPERITY;570;GLOBAL PROSPERITY;570;2;0;0;3.0;0.0;0.0
GLOBALSEBI;570;GLOBAL SEBI;570;2;0;0;6.0;0.0;0.0
GLOBALSHADOW;540;GLOBAL SHADOW;540;1;0;0;7.0;0.0;0.0
GLOBALSHADOW;550;GLOBAL SHADOW;550;1;0;0;5.0;0.0;0.0
GLOBALSHADOW;570;GLOBAL SHADOW;570;2;1;1;2.5;50.0;50.0
GLOBALSUCCESS;564;GLOBAL SUCCESS;564;1;0;1;3.0;0.0;100.0
GLOBALTENAZA;570;GLOBAL TENAZA;570;1;0;1;3.0;0.0;100.0
GLOBALTRIP;584;GLOBAL TRIP;584;1;0;0;0.0;0.0;0.0
GLORIASTAR;554;GLORIASTAR;554;1;0;0;8.0;0.0;0.0
GLORIETTESAN;540;GLORIETTE SAN;540;1;0;0;4.0;0.0;0.0
GLORIETTESAN;550;GLORIETTE SAN;550;1;0;1;3.0;0.0;100.0
GLORILEADER;534;GLORI LEADER;534;1;0;0;5.0;0.0;0.0
GLORILEADER;550;GLORI LEADER;550;1;0;1;3.0;0.0;100.0
GLORILEADER;570;GLORI LEADER;570;2;0;0;6.0;0.0;0.0
GLORILEADER;584;GLORI LEADER;584;2;0;1;7.0;0.0;50.0
GLORILEADER;594;GLORI LEADER;594;1;0;1;2.0;0.0;100.0
GLORILEADER;600;GLORI LEADER;600;1;0;0;0.0;0.0;0.0
GLORIO;560;GLORIO;560;2;0;0;7.5;0.0;0.0
GLORIO;580;GLORIO;580;2;0;0;9.0;0.0;0.0
GLORIO;610;GLORIO;610;1;0;1;2.0;0.0;100.0
GLORIOSACAMI;540;GLORIOSA CAMI;540;2;0;1;4.0;0.0;50.0
GLORIOSACAMI;570;GLORIOSA CAMI;570;1;0;0;8.0;0.0;0.0
GLORIOSOAVE;550;GLORIOSO AVE;550;1;0;0;7.0;0.0;0.0
GLORIOSOAVE;560;GLORIOSO AVE;560;1;0;0;7.0;0.0;0.0
GLORIOSOFEVER;560;GLORIOSO FEVER;560;1;1;1;1.0;100.0;100.0
GLORIOSOGEM;550;GLORIOSO GEM;550;1;0;0;5.0;0.0;0.0
GLORIOSOMISTER;540;GLORIOSO MISTER;540;1;0;0;6.0;0.0;0.0
GLORIOSOMISTER;570;GLORIOSO MISTER;570;1;0;1;3.0;0.0;100.0
GLORIOSORIM;600;GLORIOSO RIM;600;2;0;0;6.5;0.0;0.0
GLORIOSSISIMA;570;GLORIOSSISIMA;570;1;0;0;7.0;0.0;0.0
GLORIOUSCROSS;580;GLORIOUS CROSS;580;3;0;0;8.0;0.0;0.0
GLORIOUSDYNASTY;560;GLORIOUS DYNASTY;560;1;0;0;6.0;0.0;0.0
GLORIOUSEXPERT;520;GLORIOUS EXPERT;520;1;0;0;5.0;0.0;0.0
GLORIOUSGAME;580;GLORIOUS GAME;580;2;2;2;1.0;100.0;100.0
GLORIOUSJOURNEY;594;GLORIOUS JOURNEY;594;3;0;1;4.333333333333333;0.0;33.3
GLORIOUSJOURNEY;604;GLORIOUS JOURNEY;604;3;0;2;3.3333333333333335;0.0;66.7
GLORIOUSJOURNEY;610;GLORIOUS JOURNEY;610;1;0;0;9.0;0.0;0.0
GLORIOUSPRIZE;550;GLORIOUS PRIZE;550;1;0;0;11.0;0.0;0.0
GLORIOUSRYDER;530;GLORIOUS RYDER;530;1;0;0;10.0;0.0;0.0
GLORIOUSRYDER;534;GLORIOUS RYDER;534;1;0;0;0.0;0.0;0.0
GLORIOUSRYDER;540;GLORIOUS RYDER;540;1;0;0;8.0;0.0;0.0
GLORIOUSRYDER;544;GLORIOUS RYDER;544;2;0;0;12.5;0.0;0.0
GLORIOUSRYDER;550;GLORIOUS RYDER;550;1;0;0;12.0;0.0;0.0
GLORIOUSRYDER;610;GLORIOUS RYDER;610;1;1;1;1.0;100.0;100.0
GLORIOUSSTPAUL'S;550;GLORIOUS ST PAUL'S;550;1;0;0;4.0;0.0;0.0
GLORIOUSSTPAUL'S;554;GLORIOUS ST PAUL'S;554;1;0;0;8.0;0.0;0.0
GLORIOUSSUCCESS;590;GLORIOUS SUCCESS;590;1;0;0;9.0;0.0;0.0
GLORIOUSSUCCESS;594;GLORIOUS SUCCESS;594;2;0;0;6.5;0.0;0.0
GLORYB;594;GLORY B;594;1;0;0;12.0;0.0;0.0
GLORYB;610;GLORY B;610;1;0;0;7.0;0.0;0.0
GLORYCLOUD;530;GLORY CLOUD;530;1;0;0;6.0;0.0;0.0
GLORYCLOUD;594;GLORY CLOUD;594;1;0;0;4.0;0.0;0.0
GLORYDAYS;520;GLORY DAYS;520;1;0;0;8.0;0.0;0.0
GLORYDAYS;560;GLORY DAYS;560;1;0;0;5.0;0.0;0.0
GLORYFIGHTER;550;GLORY FIGHTER;550;1;0;0;8.0;0.0;0.0
GLORYGLORY;554;GLORY GLORY;554;1;1;1;1.0;100.0;100.0
GLORYHIGHNESS;560;GLORY HIGHNESS;560;1;0;1;3.0;0.0;100.0
GLORYKING;580;GLORY KING;580;1;0;0;4.0;0.0;0.0
GLORYLAND;624;GLORY LAND;624;2;0;0;5.5;0.0;0.0
GLORYOFGOD;540;GLORY OF GOD;540;1;0;0;9.0;0.0;0.0
GLORYOSOTEXANO;570;GLORYOSO TEXANO;570;2;0;0;6.5;0.0;0.0
GLORYROBNOR;530;GLORY ROBNOR;530;1;0;1;3.0;0.0;100.0
GLORYTOBE;544;GLORY TO BE;544;1;0;0;5.0;0.0;0.0
GLORYTOBE;560;GLORY TO BE;560;1;0;0;13.0;0.0;0.0
GLORYWOOD;560;GLORY WOOD;560;2;0;1;5.0;0.0;50.0
GLORYWOOD;590;GLORY WOOD;590;1;0;0;13.0;0.0;0.0
GLORYWOOD;600;GLORY WOOD;600;2;0;0;11.0;0.0;0.0
GLOWINGPRAISES;520;GLOWING PRAISES;520;2;0;1;4.5;0.0;50.0
GLOWINGPRAISES;594;GLOWING PRAISES;594;1;0;0;5.0;0.0;0.0
GLOWINGPRAISES;610;GLOWING PRAISES;610;1;0;1;2.0;0.0;100.0
GLOWUP;554;GLOW UP;554;2;0;0;7.0;0.0;0.0
GLOWUP;564;GLOW UP;564;2;1;1;4.5;50.0;50.0
GLOWUP;580;GLOW UP;580;1;0;0;5.0;0.0;0.0
GLOWUP;600;GLOW UP;600;1;0;0;9.0;0.0;0.0
GLYFADA;564;GLYFADA;564;1;0;0;5.0;0.0;0.0
GMARISHOT;610;GMAR IS HOT;610;1;0;0;0.0;0.0;0.0
GNEISENAU;520;GNEISENAU;520;1;0;1;2.0;0.0;100.0
GNEISENAU;540;GNEISENAU;540;1;0;0;5.0;0.0;0.0
GNEISENAU;560;GNEISENAU;560;1;0;0;7.0;0.0;0.0
GNOCCHI;590;GNOCCHI;590;1;0;0;7.0;0.0;0.0
GOATHLETICO;540;GO ATHLETICO;540;1;0;0;6.0;0.0;0.0
GOATHLETICO;584;GO ATHLETICO;584;1;0;1;2.0;0.0;100.0
GOBERNADORACRAF;530;GOBERNADORA CRAF;530;1;0;0;0.0;0.0;0.0
GOBERNADORACRAF;550;GOBERNADORA CRAF;550;1;0;0;5.0;0.0;0.0
GOBIERNO;560;GOBIERNO;560;1;0;0;9.0;0.0;0.0
GOBLET;580;GOBLET;580;1;0;0;4.0;0.0;0.0
GOBLETOFFIRE;564;GOBLET OF FIRE;564;1;0;1;3.0;0.0;100.0
GOCANDYGO;550;GO CANDY GO;550;1;0;0;4.0;0.0;0.0
GOCASSIS;560;GO CASSIS;560;1;0;0;10.0;0.0;0.0
GOCASSIS;564;GO CASSIS;564;1;0;0;5.0;0.0;0.0
GOCHROMEGO;544;GO CHROME GO;544;1;0;0;4.0;0.0;0.0
GOCHROMEGO;580;GO CHROME GO;580;1;0;0;9.0;0.0;0.0
GOCHROMEGO;620;GO CHROME GO;620;1;0;0;5.0;0.0;0.0
GOD'SCROSS;590;GOD'S CROSS;590;1;0;1;2.0;0.0;100.0
GODESS;530;GODESS;530;1;0;0;8.0;0.0;0.0
GODESSA;534;GODESSA;534;1;0;0;12.0;0.0;0.0
GODESSA;544;GODESSA;544;2;0;0;9.5;0.0;0.0
GODESSA;560;GODESSA;560;1;0;0;16.0;0.0;0.0
GODESSA;584;GODESSA;584;1;0;0;14.0;0.0;0.0
GODESSA;590;GODESSA;590;1;0;0;15.0;0.0;0.0
GODESSA;600;GODESSA;600;1;0;0;14.0;0.0;0.0
GODESSA;610;GODESSA;610;1;0;0;10.0;0.0;0.0
GODGIVENTALENT;584;GOD GIVEN TALENT;584;1;0;0;19.0;0.0;0.0
GODHARMA;544;GO DHARMA;544;1;0;0;5.0;0.0;0.0
GODHASDRIFTED;590;GOD HAS DRIFTED;590;1;0;0;5.0;0.0;0.0
GODOFWAR;570;GOD OF WAR;570;1;0;0;4.0;0.0;0.0
GODOFWAR;614;GOD OF WAR;614;1;0;0;4.0;0.0;0.0
GODSAVETHEQUEEN;534;GOD SAVE THE QUEEN;534;1;0;1;3.0;0.0;100.0
GODSAVETHEQUEEN;554;GOD SAVE THE QUEEN;554;1;0;1;2.0;0.0;100.0
GODSAVETHEQUEEN;574;GOD SAVE THE QUEEN;574;2;1;2;2.0;50.0;100.0
GODSAVETHEQUEEN;594;GOD SAVE THE QUEEN;594;1;1;1;1.0;100.0;100.0
GODSAVETHEQUEEN;600;GOD SAVE THE QUEEN;600;1;0;0;12.0;0.0;0.0
GODSPEED;580;GODSPEED;580;2;0;1;5.5;0.0;50.0
GODWINSON;580;GODWINSON;580;1;0;0;0.0;0.0;0.0
GOFASTFAL;590;GO FAST FAL;590;1;0;0;8.0;0.0;0.0
GOFLYING;560;GO FLYING;560;1;0;1;2.0;0.0;100.0
GOFORGOLD;554;GO FOR GOLD;554;1;0;0;8.0;0.0;0.0
GOFORIT;540;GO FOR IT;540;1;0;0;9.0;0.0;0.0
GOFORIT;550;GO FOR IT;550;1;0;0;14.0;0.0;0.0
GOFORIT;560;GO FOR IT;560;2;0;0;4.5;0.0;0.0
GOFORIT;580;GO FOR IT;580;1;0;0;8.0;0.0;0.0
GOFORIT;584;GO FOR IT;584;1;0;0;6.0;0.0;0.0
GOGIRLGO;610;GO GIRL GO;610;1;0;0;6.0;0.0;0.0
GOGIRLGO;620;GO GIRL GO;620;1;0;0;9.0;0.0;0.0
GOGOBLITZ;510;GO GO BLITZ;510;1;0;1;2.0;0.0;100.0
GOGODUBREUIL;560;GOGO DU BREUIL;560;2;0;0;3.5;0.0;0.0
GOGOGO;530;GO GO GO;530;1;0;0;10.0;0.0;0.0
GOGOGO;550;GO GO GO;550;2;0;1;4.0;0.0;50.0
GOGRACEGO;554;GO GRACE GO;554;1;1;1;1.0;100.0;100.0
GOGREY;520;GO GREY;520;1;0;0;0.0;0.0;0.0
GOGUENSPAISE;540;GOGUEN SPAISE;540;1;0;0;7.0;0.0;0.0
GOGUENSPAISE;544;GOGUEN SPAISE;544;1;0;0;14.0;0.0;0.0
GOGUENSPAISE;580;GOGUEN SPAISE;580;1;0;1;3.0;0.0;100.0
GOGUENSPAISE;590;GOGUEN SPAISE;590;1;0;0;0.0;0.0;0.0
GOGUENSPAISE;600;GOGUEN SPAISE;600;1;0;0;10.0;0.0;0.0
GOINGTOWIN;570;GOING TO WIN;570;1;0;0;8.0;0.0;0.0
GOJOHNNYGOGOGO;540;GO JOHNNY GO GO GO;540;1;0;1;2.0;0.0;100.0
GOJOHNNYGOGOGO;544;GO JOHNNY GO GO GO;544;4;1;1;7.25;25.0;25.0
GOJOHNNYGOGOGO;554;GO JOHNNY GO GO GO;554;1;0;0;6.0;0.0;0.0
GOJOHNNYGOGOGO;560;GO JOHNNY GO GO GO;560;1;0;0;4.0;0.0;0.0
GOJOHNNYGOGOGO;574;GO JOHNNY GO GO GO;574;1;0;0;5.0;0.0;0.0
GOJUSTDOIT;580;GO JUST DO IT;580;1;0;0;9.0;0.0;0.0
GOKENGO;540;GO KEN GO;540;1;0;1;3.0;0.0;100.0
GOKENGO;560;GO KEN GO;560;1;0;1;3.0;0.0;100.0
GOKENGO;590;GO KEN GO;590;3;0;0;6.666666666666667;0.0;0.0
GOKENGO;594;GO KEN GO;594;1;0;0;6.0;0.0;0.0
GOKENGO;600;GO KEN GO;600;1;0;0;9.0;0.0;0.0
GOKENGO;620;GO KEN GO;620;1;0;0;8.0;0.0;0.0
GOKENGO;630;GO KEN GO;630;1;0;1;3.0;0.0;100.0
GOKITA;564;GOKITA;564;3;0;0;6.333333333333333;0.0;0.0
GOKOWIN;580;GOKO WIN;580;1;0;0;5.0;0.0;0.0
GOKU;560;GOKU;560;1;0;0;7.0;0.0;0.0
GOLCELESTE;570;GOL CELESTE;570;1;0;1;3.0;0.0;100.0
GOLDANDCASH;560;GOLD AND CASH;560;2;0;0;9.5;0.0;0.0
GOLDANDCASH;574;GOLD AND CASH;574;1;0;0;16.0;0.0;0.0
GOLDANDCASH;580;GOLD AND CASH;580;1;0;1;3.0;0.0;100.0
GOLDANDCASH;584;GOLD AND CASH;584;1;0;0;10.0;0.0;0.0
GOLDANDCASH;594;GOLD AND CASH;594;1;0;0;13.0;0.0;0.0
GOLDANDDREAM;564;GOLD AND DREAM;564;1;0;0;6.0;0.0;0.0
GOLDANDDREAM;570;GOLD AND DREAM;570;1;0;0;14.0;0.0;0.0
GOLDANDDREAM;574;GOLD AND DREAM;574;1;0;0;11.0;0.0;0.0
GOLDCROSS;530;GOLDCROSS;530;1;0;0;8.0;0.0;0.0
GOLDCROSS;590;GOLDCROSS;590;1;0;0;12.0;0.0;0.0
GOLDDIGGER;554;GOLD DIGGER;554;1;0;0;6.0;0.0;0.0
GOLDDIGGER;564;GOLD DIGGER;564;1;0;0;9.0;0.0;0.0
GOLDENACE;564;GOLDEN ACE;564;1;0;1;3.0;0.0;100.0
GOLDENALQA;564;GOLDEN ALQA;564;1;0;0;11.0;0.0;0.0
GOLDENAMBITION;544;GOLDEN AMBITION;544;1;0;1;3.0;0.0;100.0
GOLDENATHALIAH;554;GOLDEN ATHALIAH;554;1;0;0;9.0;0.0;0.0
GOLDENBEACH;554;GOLDEN BEACH;554;3;0;1;5.666666666666667;0.0;33.3
GOLDENBEACH;580;GOLDEN BEACH;580;1;0;1;3.0;0.0;100.0
GOLDENBEACH;584;GOLDEN BEACH;584;2;0;1;4.5;0.0;50.0
GOLDENBLUSH;534;GOLDEN BLUSH;534;1;1;1;1.0;100.0;100.0
GOLDENBLUSH;560;GOLDEN BLUSH;560;7;1;3;5.714285714285714;14.3;42.9
GOLDENBLUSH;564;GOLDEN BLUSH;564;1;1;1;1.0;100.0;100.0
GOLDENBLUSH;574;GOLDEN BLUSH;574;1;0;0;7.0;0.0;0.0
GOLDENBLUSH;584;GOLDEN BLUSH;584;1;1;1;1.0;100.0;100.0
GOLDENBREEZE;510;GOLDEN BREEZE;510;1;0;0;12.0;0.0;0.0
GOLDENBREEZE;544;GOLDEN BREEZE;544;2;0;1;3.5;0.0;50.0
GOLDENBREEZE;564;GOLDEN BREEZE;564;1;0;0;7.0;0.0;0.0
GOLDENBREEZE;574;GOLDEN BREEZE;574;1;0;0;8.0;0.0;0.0
GOLDENBRILLIANT;544;GOLDEN BRILLIANT;544;2;1;1;2.5;50.0;50.0
GOLDENBRILLIANT;564;GOLDEN BRILLIANT;564;1;1;1;1.0;100.0;100.0
GOLDENBROWN;554;GOLDEN BROWN;554;2;0;0;7.5;0.0;0.0
GOLDENBROWN;560;GOLDEN BROWN;560;1;1;1;1.0;100.0;100.0
GOLDENBROWN;574;GOLDEN BROWN;574;1;0;1;2.0;0.0;100.0
GOLDENBROWN;590;GOLDEN BROWN;590;2;1;1;3.0;50.0;50.0
GOLDENBROWN;610;GOLDEN BROWN;610;1;0;0;11.0;0.0;0.0
GOLDENBROWN;630;GOLDEN BROWN;630;1;0;1;3.0;0.0;100.0
GOLDENBROWN;640;GOLDEN BROWN;640;1;0;0;7.0;0.0;0.0
GOLDENCALL;560;GOLDEN CALL;560;1;0;0;5.0;0.0;0.0
GOLDENCALL;570;GOLDEN CALL;570;1;0;0;5.0;0.0;0.0
GOLDENCALL;584;GOLDEN CALL;584;2;0;0;5.5;0.0;0.0
GOLDENCANDOMBE;570;GOLDEN CANDOMBE;570;1;0;0;6.0;0.0;0.0
GOLDENCANDY;590;GOLDEN CANDY;590;1;1;1;1.0;100.0;100.0
GOLDENCHAMP;574;GOLDEN CHAMP;574;1;0;0;11.0;0.0;0.0
GOLDENCHAMP;594;GOLDEN CHAMP;594;1;0;0;6.0;0.0;0.0
GOLDENCITY;560;GOLDEN CITY;560;1;0;0;8.0;0.0;0.0
GOLDENCOPPER;570;GOLDEN COPPER;570;2;0;0;7.5;0.0;0.0
GOLDENDARCI;564;GOLDEN DARCI;564;1;0;0;11.0;0.0;0.0
GOLDENDISC;540;GOLDEN DISC;540;1;0;0;6.0;0.0;0.0
GOLDENDISC;564;GOLDEN DISC;564;2;1;2;1.5;50.0;100.0
GOLDENDISC;570;GOLDEN DISC;570;1;0;0;4.0;0.0;0.0
GOLDENDISC;600;GOLDEN DISC;600;1;0;0;0.0;0.0;0.0
GOLDENEAST;530;GOLDEN EAST;530;1;0;0;6.0;0.0;0.0
GOLDENEAST;560;GOLDEN EAST;560;1;0;0;10.0;0.0;0.0
GOLDENEAST;570;GOLDEN EAST;570;1;0;1;3.0;0.0;100.0
GOLDENEAST;580;GOLDEN EAST;580;2;1;2;1.5;50.0;100.0
GOLDENEAST;590;GOLDEN EAST;590;2;0;1;4.0;0.0;50.0
GOLDENEMPIRE;540;GOLDEN EMPIRE;540;1;0;0;9.0;0.0;0.0
GOLDENEMPIRE;580;GOLDEN EMPIRE;580;1;0;0;5.0;0.0;0.0
GOLDENEMPIRE;584;GOLDEN EMPIRE;584;1;0;0;6.0;0.0;0.0
GOLDENEMPIRE;594;GOLDEN EMPIRE;594;1;0;0;8.0;0.0;0.0
GOLDENEMPIRE;600;GOLDEN EMPIRE;600;2;0;1;5.0;0.0;50.0
GOLDENEMPIRE;604;GOLDEN EMPIRE;604;1;0;0;6.0;0.0;0.0
GOLDENFAIRY;540;GOLDEN FAIRY;540;1;0;0;11.0;0.0;0.0
GOLDENFAIRY;550;GOLDEN FAIRY;550;1;0;0;10.0;0.0;0.0
GOLDENFAIRY;554;GOLDEN FAIRY;554;1;0;0;11.0;0.0;0.0
GOLDENFLASH;624;GOLDEN FLASH;624;1;0;0;11.0;0.0;0.0
GOLDENFORTUNE;560;GOLDEN FORTUNE;560;1;0;1;2.0;0.0;100.0
GOLDENFORTUNE;584;GOLDEN FORTUNE;584;1;0;1;2.0;0.0;100.0
GOLDENFORTUNE;590;GOLDEN FORTUNE;590;1;0;0;5.0;0.0;0.0
GOLDENFRIEND;560;GOLDEN FRIEND;560;1;0;0;9.0;0.0;0.0
GOLDENFRIEND;580;GOLDEN FRIEND;580;3;0;2;5.333333333333333;0.0;66.7
GOLDENFRIENDSHIP;530;GOLDEN FRIENDSHIP;530;3;0;2;3.3333333333333335;0.0;66.7
GOLDENFRIENDSHIP;534;GOLDEN FRIENDSHIP;534;1;0;0;6.0;0.0;0.0
GOLDENFRIENDSHIP;540;GOLDEN FRIENDSHIP;540;1;0;0;6.0;0.0;0.0
GOLDENFRIENDSHIP;544;GOLDEN FRIENDSHIP;544;1;0;0;9.0;0.0;0.0
GOLDENFRIENDSHIP;550;GOLDEN FRIENDSHIP;550;2;0;0;7.0;0.0;0.0
GOLDENGAMBLER;570;GOLDEN GAMBLER;570;1;0;0;0.0;0.0;0.0
GOLDENGIANT;590;GOLDEN GIANT;590;3;0;2;3.0;0.0;66.7
GOLDENHAVANA;594;GOLDEN HAVANA;594;2;0;0;2.0;0.0;0.0
GOLDENHIND;550;GOLDEN HIND;550;1;0;0;9.0;0.0;0.0
GOLDENHIND;580;GOLDEN HIND;580;5;0;1;4.8;0.0;20.0
GOLDENJEWEL;550;GOLDEN JEWEL;550;2;0;0;2.5;0.0;0.0
GOLDENKNIGHT;550;GOLDEN KNIGHT;550;1;0;0;12.0;0.0;0.0
GOLDENKNIGHT;580;GOLDEN KNIGHT;580;1;0;0;6.0;0.0;0.0
GOLDENMAY;554;GOLDEN MAY;554;1;0;0;7.0;0.0;0.0
GOLDENMAZEL;564;GOLDEN MAZEL;564;1;0;0;13.0;0.0;0.0
GOLDENMAZEL;570;GOLDEN MAZEL;570;1;0;0;12.0;0.0;0.0
GOLDENMIND;580;GOLDEN MIND;580;1;0;0;8.0;0.0;0.0
GOLDENMIND;600;GOLDEN MIND;600;1;0;0;7.0;0.0;0.0
GOLDENMIND;614;GOLDEN MIND;614;1;0;0;0.0;0.0;0.0
GOLDENMUSE;560;GOLDEN MUSE;560;1;0;1;3.0;0.0;100.0
GOLDENORBIT;580;GOLDEN ORBIT;580;1;0;0;10.0;0.0;0.0
GOLDENPALM;540;GOLDENPALM;540;1;0;1;3.0;0.0;100.0
GOLDENPALM;560;GOLDENPALM;560;1;0;1;2.0;0.0;100.0
GOLDENPALM;580;GOLDENPALM;580;2;0;1;3.5;0.0;50.0
GOLDENPALM;590;GOLDENPALM;590;1;0;0;7.0;0.0;0.0
GOLDENPASMAN;560;GOLDEN PASMAN;560;1;0;0;7.0;0.0;0.0
GOLDENPROSPERITY;604;GOLDEN PROSPERITY;604;1;0;0;6.0;0.0;0.0
GOLDENRAFA;570;GOLDEN RAFA;570;2;0;0;7.0;0.0;0.0
GOLDENRIVER;550;GOLDEN RIVER;550;2;0;0;13.5;0.0;0.0
GOLDENRIVER;554;GOLDEN RIVER;554;1;0;1;3.0;0.0;100.0
GOLDENRIVER;564;GOLDEN RIVER;564;1;0;0;15.0;0.0;0.0
GOLDENRIVER;570;GOLDEN RIVER;570;1;0;0;11.0;0.0;0.0
GOLDENRIVER;584;GOLDEN RIVER;584;1;0;0;6.0;0.0;0.0
GOLDENRUN;564;GOLDEN RUN;564;1;0;1;3.0;0.0;100.0
GOLDENRUN;580;GOLDEN RUN;580;1;0;1;2.0;0.0;100.0
GOLDENSAVIOR;580;GOLDEN SAVIOR;580;2;0;0;4.5;0.0;0.0
GOLDENSIM;524;GOLDENSIM;524;2;0;0;5.0;0.0;0.0
GOLDENSIM;534;GOLDENSIM;534;1;0;1;2.0;0.0;100.0
GOLDENSIM;544;GOLDENSIM;544;1;0;1;2.0;0.0;100.0
GOLDENSIM;554;GOLDENSIM;554;1;0;0;5.0;0.0;0.0
GOLDENSIM;574;GOLDENSIM;574;2;0;0;8.0;0.0;0.0
GOLDENSIM;580;GOLDENSIM;580;1;0;1;2.0;0.0;100.0
GOLDENSIM;584;GOLDENSIM;584;1;0;1;3.0;0.0;100.0
GOLDENSIM;594;GOLDENSIM;594;1;0;0;9.0;0.0;0.0
GOLDENSIM;614;GOLDENSIM;614;1;1;1;1.0;100.0;100.0
GOLDENSPIKE;514;GOLDEN SPIKE;514;1;0;0;0.0;0.0;0.0
GOLDENSTATE;564;GOLDEN STATE;564;1;0;0;8.0;0.0;0.0
GOLDENSTATE;570;GOLDEN STATE;570;1;0;0;6.0;0.0;0.0
GOLDENSTATE;574;GOLDEN STATE;574;2;0;0;8.0;0.0;0.0
GOLDENSTATE;580;GOLDEN STATE;580;1;0;0;7.0;0.0;0.0
GOLDENSTATE;590;GOLDEN STATE;590;1;1;1;1.0;100.0;100.0
GOLDENSTATE;594;GOLDEN STATE;594;1;0;1;3.0;0.0;100.0
GOLDENSTONE;550;GOLDEN STONE;550;1;0;0;9.0;0.0;0.0
GOLDENSTONE;580;GOLDEN STONE;580;1;0;0;0.0;0.0;0.0
GOLDENSTORY;580;GOLDEN STORY;580;1;0;0;4.0;0.0;0.0
GOLDENSTRIKE;604;GOLDEN STRIKE;604;1;0;0;8.0;0.0;0.0
GOLDENSUNSHINE;534;GOLDEN SUNSHINE;534;1;0;0;4.0;0.0;0.0
GOLDENSYMPHONY;570;GOLDEN SYMPHONY;570;1;0;0;0.0;0.0;0.0
GOLDENTEMPO;570;GOLDEN TEMPO;570;2;2;2;1.0;100.0;100.0
GOLDENTIME;570;GOLDEN TIME;570;1;1;1;1.0;100.0;100.0
GOLDENTIME;600;GOLDEN TIME;600;1;0;1;3.0;0.0;100.0
