Cheval_clean;Poids_groupe;Cheval;Valeur_poids;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
GENEVA;590;GENEVA;590;1;1;1;1.0;100.0;100.0
GENEVA;594;GENEVA;594;1;0;1;3.0;0.0;100.0
GENEVA;600;GENEVA;600;1;0;0;5.0;0.0;0.0
GENIALDACLODIAAA;530;GENIAL DA CLODIA AA;530;1;0;0;13.0;0.0;0.0
GENIALDACLODIAAA;550;GENIAL DA CLODIA AA;550;1;0;0;10.0;0.0;0.0
GENIE;550;GENIE;550;1;0;0;5.0;0.0;0.0
GENIOGENIO;560;GENIO GENIO;560;1;0;0;10.0;0.0;0.0
GENIUS;540;GENIUS;540;1;0;0;4.0;0.0;0.0
GENIUS;560;GENIUS;560;1;0;0;6.0;0.0;0.0
GENIUS;570;GENIUS;570;1;0;0;5.0;0.0;0.0
GENIUS;580;GENIUS;580;1;0;0;6.0;0.0;0.0
GENIUSBABY;574;GENIUS BABY;574;1;0;1;3.0;0.0;100.0
GENIUSBABY;580;GENIUS BABY;580;1;0;0;4.0;0.0;0.0
GENIUSBABY;584;GENIUS BABY;584;1;0;1;2.0;0.0;100.0
GENIUSBABY;590;GENIUS BABY;590;3;0;1;6.0;0.0;33.3
GENIUSMISTAKE;610;GENIUS MISTAKE;610;1;0;0;8.0;0.0;0.0
GENJI;580;GENJI;580;1;0;0;5.0;0.0;0.0
GENJI;594;GENJI;594;1;0;0;6.0;0.0;0.0
GENNADIUS;564;GENNADIUS;564;1;0;0;7.0;0.0;0.0
GENNAH;564;GENNAH;564;1;0;0;0.0;0.0;0.0
GENNAH;610;GENNAH;610;1;0;0;7.0;0.0;0.0
GENOAH;620;GENOAH;620;1;0;1;2.0;0.0;100.0
GENOVESA;530;GENOVESA;530;1;1;1;1.0;100.0;100.0
GENOVESA;550;GENOVESA;550;1;0;0;0.0;0.0;0.0
GENOVESA;560;GENOVESA;560;1;0;1;3.0;0.0;100.0
GENTA;530;GENTA;530;1;0;1;3.0;0.0;100.0
GENTELA;560;GENTELA;560;2;0;1;1.0;0.0;50.0
GENTILESCHI;524;GENTILESCHI;524;1;0;0;5.0;0.0;0.0
GENTILESCHI;580;GENTILESCHI;580;1;0;0;16.0;0.0;0.0
GENTILTEXANA;570;GENTIL TEXANA;570;3;0;0;7.666666666666667;0.0;0.0
GENTLEBEAR;560;GENTLE BEAR;560;1;0;0;9.0;0.0;0.0
GENTLEFLUIDITY;544;GENTLE FLUIDITY;544;1;0;1;3.0;0.0;100.0
GENTLEFLUIDITY;554;GENTLE FLUIDITY;554;1;0;0;9.0;0.0;0.0
GENTLEFLUIDITY;564;GENTLE FLUIDITY;564;1;0;0;8.0;0.0;0.0
GENTLEGEORGE;570;GENTLE GEORGE;570;1;0;0;0.0;0.0;0.0
GENTLEMANBEAUTY;550;GENTLEMAN BEAUTY;550;1;0;0;15.0;0.0;0.0
GENTLEMANBEAUTY;564;GENTLEMAN BEAUTY;564;1;0;0;6.0;0.0;0.0
GENTLEMANBEAUTY;574;GENTLEMAN BEAUTY;574;2;0;0;9.0;0.0;0.0
GENTLEMANBEAUTY;584;GENTLEMAN BEAUTY;584;1;0;0;0.0;0.0;0.0
GENTLEMANBEAUTY;610;GENTLEMAN BEAUTY;610;1;0;1;3.0;0.0;100.0
GENTLEMANBEAUTY;614;GENTLEMAN BEAUTY;614;1;0;0;6.0;0.0;0.0
GENTLEMANJIM;534;GENTLEMAN JIM;534;1;0;0;6.0;0.0;0.0
GENTLEMANLIKE;570;GENTLEMANLIKE;570;2;1;2;1.5;50.0;100.0
GENTLEMANLIKE;580;GENTLEMANLIKE;580;1;0;1;2.0;0.0;100.0
GENTLEMENLEGACY;570;GENTLEMEN LEGACY;570;1;0;0;8.0;0.0;0.0
GENTLEMENLEGACY;584;GENTLEMEN LEGACY;584;1;0;1;2.0;0.0;100.0
GENTLEMENLEGACY;610;GENTLEMEN LEGACY;610;2;2;2;1.0;100.0;100.0
GENUINECOMAND;550;GENUINE COMAND;550;1;0;0;14.0;0.0;0.0
GENUINECOMAND;570;GENUINE COMAND;570;1;0;0;8.0;0.0;0.0
GENUINEGOMO;554;GENUINE GOMO;554;1;0;0;4.0;0.0;0.0
GENUINEGOMO;570;GENUINE GOMO;570;1;0;0;0.0;0.0;0.0
GENUINEWARRIOR;600;GENUINE WARRIOR;600;1;0;0;0.0;0.0;0.0
GEOPOLITIC;574;GEOPOLITIC;574;1;0;0;0.0;0.0;0.0
GEOPOLITIC;590;GEOPOLITIC;590;1;0;0;6.0;0.0;0.0
GEOPOLITIC;600;GEOPOLITIC;600;2;0;0;4.5;0.0;0.0
GEOPOLITICAL;550;GEOPOLITICAL;550;1;0;0;7.0;0.0;0.0
GEOPOLITICAL;580;GEOPOLITICAL;580;2;1;2;2.0;50.0;100.0
GEOPOLITICAL;594;GEOPOLITICAL;594;1;0;0;14.0;0.0;0.0
GEORGEBRIGGS;550;GEORGE BRIGGS;550;1;0;1;2.0;0.0;100.0
GEORGEISFIRE;560;GEORGE IS FIRE;560;1;0;0;10.0;0.0;0.0
GEORGEISFIRE;580;GEORGE IS FIRE;580;1;0;0;8.0;0.0;0.0
GEORGEOUSBLUE;580;GEORGEOUS BLUE;580;3;2;2;3.3333333333333335;66.7;66.7
GEORGESVILLE;574;GEORGES VILLE;574;1;0;1;3.0;0.0;100.0
GEORGESVILLE;580;GEORGES VILLE;580;1;0;0;10.0;0.0;0.0
GEORGESVILLE;590;GEORGES VILLE;590;1;0;0;0.0;0.0;0.0
GEORGESVILLE;600;GEORGES VILLE;600;2;0;0;2.0;0.0;0.0
GEORGESVILLE;604;GEORGES VILLE;604;1;0;0;8.0;0.0;0.0
GEORGESVILLE;624;GEORGES VILLE;624;2;0;0;10.0;0.0;0.0
GEORGETTA'SWISH;580;GEORGETTA'S WISH;580;1;0;0;0.0;0.0;0.0
GEORGIAMAGIC;570;GEORGIA MAGIC;570;2;0;0;2.0;0.0;0.0
GEORGIANSIGMA;580;GEORGIAN SIGMA;580;2;0;2;3.0;0.0;100.0
GEORGIANSIGMA;584;GEORGIAN SIGMA;584;1;0;0;7.0;0.0;0.0
GEORGIANSIGMA;594;GEORGIAN SIGMA;594;1;0;1;3.0;0.0;100.0
GEORLAFAL;550;GEORLA FAL;550;1;0;0;0.0;0.0;0.0
GEORLAFAL;570;GEORLA FAL;570;1;0;0;7.0;0.0;0.0
GEORLAFAL;600;GEORLA FAL;600;1;0;0;9.0;0.0;0.0
GERARDTERBORCH;534;GERARD TER BORCH;534;1;0;1;2.0;0.0;100.0
GERARDTERBORCH;574;GERARD TER BORCH;574;1;1;1;1.0;100.0;100.0
GERARDTERBORCH;584;GERARD TER BORCH;584;1;0;0;7.0;0.0;0.0
GERARDTERBORCH;590;GERARD TER BORCH;590;1;0;0;6.0;0.0;0.0
GERASIMOVA;540;GERASIMOVA;540;1;0;0;5.0;0.0;0.0
GERASIMOVA;560;GERASIMOVA;560;2;0;0;10.0;0.0;0.0
GERASIMOVA;570;GERASIMOVA;570;2;0;0;7.0;0.0;0.0
GERASIMOVA;580;GERASIMOVA;580;2;0;0;5.5;0.0;0.0
GERASIMOVA;590;GERASIMOVA;590;1;0;0;8.0;0.0;0.0
GERET;570;GERET;570;1;0;0;8.0;0.0;0.0
GERMANICUS;540;GERMANICUS;540;1;0;0;4.0;0.0;0.0
GERMANICUS;560;GERMANICUS;560;1;0;0;6.0;0.0;0.0
GERMANICUS;570;GERMANICUS;570;2;0;1;4.5;0.0;50.0
GERMANSTYLE;644;GERMAN STYLE;644;1;0;0;0.0;0.0;0.0
GERONIMOMAGIC;570;GERONIMO MAGIC;570;1;0;0;0.0;0.0;0.0
GERONIMOMAGIC;574;GERONIMO MAGIC;574;1;0;0;5.0;0.0;0.0
GERYON;554;GERYON;554;1;0;0;4.0;0.0;0.0
GESA;544;GESA;544;1;0;1;3.0;0.0;100.0
GESAYED;610;GESAYED;610;1;0;1;3.0;0.0;100.0
GETANATTITUDE;560;GET AN ATTITUDE;560;1;0;1;2.0;0.0;100.0
GETFRIENDLY;544;GET FRIENDLY;544;1;0;0;9.0;0.0;0.0
GETFRIENDLY;574;GET FRIENDLY;574;1;0;0;8.0;0.0;0.0
GETHERNUMBER;544;GET HER NUMBER;544;1;0;0;0.0;0.0;0.0
GETHIN;610;GETHIN;610;1;0;0;5.0;0.0;0.0
GETHSEMANE;544;GETHSEMANE;544;1;0;0;0.0;0.0;0.0
GETHSEMANE;554;GETHSEMANE;554;1;0;0;4.0;0.0;0.0
GETLOOKS;540;GET LOOKS;540;1;0;0;0.0;0.0;0.0
GETLOOKS;580;GET LOOKS;580;2;1;1;3.0;50.0;50.0
GETOUTMICK;540;GET OUT MICK;540;1;0;0;0.0;0.0;0.0
GETOUTTAHERE;574;GET OUTTA HERE;574;1;0;0;7.0;0.0;0.0
GETREADYTOROCK;554;GET READY TO ROCK;554;1;0;0;0.0;0.0;0.0
GETREADYTORUMBLE;594;GETREADYTORUMBLE;594;1;0;0;4.0;0.0;0.0
GETREADYTORUMBLE;600;GETREADYTORUMBLE;600;1;0;0;0.0;0.0;0.0
GETSET;560;GET SET;560;2;0;1;3.5;0.0;50.0
GETSET;590;GET SET;590;1;0;0;6.0;0.0;0.0
GETTHEWIN;550;GET THE WIN;550;1;0;1;2.0;0.0;100.0
GETTHEWIN;564;GET THE WIN;564;1;0;1;2.0;0.0;100.0
GETTINGCLOSER;534;GETTING CLOSER;534;1;0;0;0.0;0.0;0.0
GETTINGSERIOUS;550;GETTING SERIOUS;550;1;0;0;9.0;0.0;0.0
GEWURZTRAMINER;570;GEWURZTRAMINER;570;1;0;0;0.0;0.0;0.0
GEZAR;540;GEZAR;540;1;0;1;3.0;0.0;100.0
GEZORA;554;GEZORA;554;1;0;1;2.0;0.0;100.0
GHAISSANE;554;GHAISSANE;554;1;0;1;3.0;0.0;100.0
GHAIYYA;604;GHAIYYA;604;1;1;1;1.0;100.0;100.0
GHALILISIO;590;GHALI LISIO;590;1;0;0;14.0;0.0;0.0
GHARBAWIYA;600;GHARBAWIYA;600;1;1;1;1.0;100.0;100.0
GHARISSA;560;GHARISSA;560;2;1;1;4.0;50.0;50.0
GHAZALA;564;GHAZALA;564;1;0;0;8.0;0.0;0.0
GHAZALDEPALMA;580;GHAZAL DE PALMA;580;1;0;0;5.0;0.0;0.0
GHAZANDUSOLEIL;554;GHAZAN DU SOLEIL;554;1;0;0;14.0;0.0;0.0
GHAZI;550;GHAZI;550;1;0;0;7.0;0.0;0.0
GHAZI;580;GHAZI;580;2;0;1;1.5;0.0;50.0
GHAZI;600;GHAZI;600;1;0;0;6.0;0.0;0.0
GHENGISKHAN;560;GHENGIS KHAN;560;1;0;0;9.0;0.0;0.0
GHISA;570;GHISA;570;1;0;0;8.0;0.0;0.0
GHISA;590;GHISA;590;1;0;0;7.0;0.0;0.0
GHOOD;580;GHOOD;580;1;0;0;4.0;0.0;0.0
GHORGAN;520;GHORGAN;520;1;0;0;6.0;0.0;0.0
GHORGAN;550;GHORGAN;550;1;0;0;10.0;0.0;0.0
GHORGAN;554;GHORGAN;554;1;0;0;7.0;0.0;0.0
GHORGAN;594;GHORGAN;594;1;0;0;0.0;0.0;0.0
GHOSTJOKE;580;GHOST JOKE;580;1;0;0;7.0;0.0;0.0
GHOSTJOKE;590;GHOST JOKE;590;2;0;1;6.5;0.0;50.0
GHOSTJOKE;600;GHOST JOKE;600;1;1;1;1.0;100.0;100.0
GHOSTMODE;574;GHOST MODE;574;1;0;0;0.0;0.0;0.0
GHOSTMODE;580;GHOST MODE;580;1;0;0;6.0;0.0;0.0
GHOSTRAIDER;540;GHOST RAIDER;540;1;0;0;8.0;0.0;0.0
GHOSTRIDER;570;GHOST RIDER;570;3;0;0;7.0;0.0;0.0
GHOSTRIDER;600;GHOST RIDER;600;1;0;0;5.0;0.0;0.0
GHOSTTALES;534;GHOST TALES;534;1;0;0;6.0;0.0;0.0
GHOSTVH;540;GHOST VH;540;1;0;0;11.0;0.0;0.0
GHOSTVH;560;GHOST VH;560;1;0;0;4.0;0.0;0.0
GHOSTVH;570;GHOST VH;570;1;1;1;1.0;100.0;100.0
GHOSTWARRIOR;610;GHOST WARRIOR;610;1;0;0;4.0;0.0;0.0
GHOSTWARRIOR;640;GHOST WARRIOR;640;1;1;1;1.0;100.0;100.0
GHOSTWRITER;594;GHOSTWRITER;594;1;0;0;12.0;0.0;0.0
GIANBRUNO;570;GIANBRUNO;570;3;0;1;4.666666666666667;0.0;33.3
GIANNI;560;GIANNI;560;4;0;2;2.75;0.0;50.0
GIANNI;570;GIANNI;570;1;0;0;7.0;0.0;0.0
GIANNI;580;GIANNI;580;1;1;1;1.0;100.0;100.0
GIANT;554;GIANT;554;1;0;1;3.0;0.0;100.0
GIANTBALLON;560;GIANT BALLON;560;1;1;1;1.0;100.0;100.0
GIANTBALLON;564;GIANT BALLON;564;1;1;1;1.0;100.0;100.0
GIANTBALLON;580;GIANT BALLON;580;1;0;0;4.0;0.0;0.0
GIANTBALLON;594;GIANT BALLON;594;1;0;1;3.0;0.0;100.0
GIANTBALLON;600;GIANT BALLON;600;1;0;1;2.0;0.0;100.0
GIANTBALLON;604;GIANT BALLON;604;1;1;1;1.0;100.0;100.0
GIANTLEAP;530;GIANT LEAP;530;1;0;0;11.0;0.0;0.0
GIANTLEAP;544;GIANT LEAP;544;1;0;0;7.0;0.0;0.0
GIANTLEAP;590;GIANT LEAP;590;1;0;1;2.0;0.0;100.0
GIANTLEAP;594;GIANT LEAP;594;4;0;1;6.75;0.0;25.0
GIANTLEAP;604;GIANT LEAP;604;1;0;0;7.0;0.0;0.0
GIANTSENSE;554;GIANT SENSE;554;1;0;0;6.0;0.0;0.0
GIANTSEQUOIA;594;GIANT SEQUOIA;594;1;1;1;1.0;100.0;100.0
GIANTSPIRIT;520;GIANT SPIRIT;520;2;0;0;3.5;0.0;0.0
GIANTSPIRIT;554;GIANT SPIRIT;554;1;0;0;13.0;0.0;0.0
GIANTSPIRIT;584;GIANT SPIRIT;584;1;0;0;9.0;0.0;0.0
GIANTSPIRIT;610;GIANT SPIRIT;610;1;0;0;11.0;0.0;0.0
GIANTSTORMY;570;GIANT STORMY;570;2;0;0;2.0;0.0;0.0
GIANTTEDDY;564;GIANT TEDDY;564;1;1;1;1.0;100.0;100.0
GIAPONESE;560;GIAPONESE;560;1;0;0;5.0;0.0;0.0
GIARATE;570;GIA RATE;570;1;0;0;12.0;0.0;0.0
GIAVELLOTTO;570;GIAVELLOTTO;570;1;0;1;3.0;0.0;100.0
GIAVELLOTTO;584;GIAVELLOTTO;584;1;1;1;1.0;100.0;100.0
GIDDYUP;524;GIDDY UP;524;1;0;0;9.0;0.0;0.0
GIDDYUP;534;GIDDY UP;534;1;0;0;7.0;0.0;0.0
GIDDYUP;550;GIDDY UP;550;1;0;0;12.0;0.0;0.0
GIDDYUP;594;GIDDY UP;594;1;0;0;10.0;0.0;0.0
GIDDYUP;604;GIDDY UP;604;1;0;0;12.0;0.0;0.0
GIDDYUPBABY;554;GIDDY UP BABY;554;1;0;0;5.0;0.0;0.0
GIFTOFTHEHEART;540;GIFT OF THE HEART;540;1;0;0;13.0;0.0;0.0
GIGABIT;534;GIGABIT;534;1;0;0;0.0;0.0;0.0
GIGANTOGRAFIA;570;GIGANTOGRAFIA;570;1;1;1;1.0;100.0;100.0
GIGICAKE'S;544;GIGI CAKE'S;544;1;0;0;5.0;0.0;0.0
GIGICAKE'S;554;GIGI CAKE'S;554;1;0;0;9.0;0.0;0.0
GILDEDBANDIT;560;GILDED BANDIT;560;1;0;0;4.0;0.0;0.0
GILDEDDRAGON;564;GILDED DRAGON;564;1;1;1;1.0;100.0;100.0
GILDEDDRAGON;570;GILDED DRAGON;570;1;0;0;8.0;0.0;0.0
GILDEDDRAGON;590;GILDED DRAGON;590;1;0;0;11.0;0.0;0.0
GILDEDDRAGON;594;GILDED DRAGON;594;2;0;0;5.5;0.0;0.0
GILDEDPRIZE;554;GILDED PRIZE;554;1;1;1;1.0;100.0;100.0
GILDEDPRIZE;570;GILDED PRIZE;570;2;1;1;3.0;50.0;50.0
GILDEDPRIZE;580;GILDED PRIZE;580;1;0;1;3.0;0.0;100.0
GILDOR;530;GILDOR;530;1;0;0;6.0;0.0;0.0
GILDOR;550;GILDOR;550;1;0;1;3.0;0.0;100.0
GILDOR;560;GILDOR;560;1;0;0;6.0;0.0;0.0
GILDOR;574;GILDOR;574;1;0;0;9.0;0.0;0.0
GILDOR;580;GILDOR;580;1;0;0;9.0;0.0;0.0
GILES;590;GILES;590;1;1;1;1.0;100.0;100.0
GILESGLORY;594;GILES GLORY;594;1;0;0;6.0;0.0;0.0
GILET;614;GILET;614;1;0;1;3.0;0.0;100.0
GILLEANGIRL;580;GILLEANGIRL;580;1;0;0;7.0;0.0;0.0
GILMOUR;570;GILMOUR;570;1;0;0;7.0;0.0;0.0
GIMANZOR;550;GIMANZOR;550;1;0;0;8.0;0.0;0.0
GIMANZOR;560;GIMANZOR;560;2;0;0;6.5;0.0;0.0
GIMANZOR;574;GIMANZOR;574;1;0;0;4.0;0.0;0.0
GIMANZOR;584;GIMANZOR;584;1;0;0;10.0;0.0;0.0
GIMANZOR;590;GIMANZOR;590;1;0;0;12.0;0.0;0.0
GIMANZOR;600;GIMANZOR;600;2;0;0;9.5;0.0;0.0
GIMLIRUSH;580;GIMLI RUSH;580;1;0;0;10.0;0.0;0.0
GIMMEFIVE;530;GIMME FIVE;530;1;0;0;12.0;0.0;0.0
GIMMEFIVE;554;GIMME FIVE;554;1;0;0;11.0;0.0;0.0
GIMMEFIVE;590;GIMME FIVE;590;1;0;0;12.0;0.0;0.0
GIMMEFIVE;594;GIMME FIVE;594;1;0;0;7.0;0.0;0.0
GIMMESOMELUCK;554;GIMME SOME LUCK;554;2;0;1;4.0;0.0;50.0
GIMMIEMINNIE;564;GIMMIEMINNIE;564;1;0;0;9.0;0.0;0.0
GIMMS;590;GIMMS;590;1;0;0;4.0;0.0;0.0
GINA'SLION;600;GINA'S LION;600;1;0;0;12.0;0.0;0.0
GINA'SLION;610;GINA'S LION;610;1;0;1;3.0;0.0;100.0
GINADUSOLEIL;560;GINA DU SOLEIL;560;4;0;0;6.0;0.0;0.0
GINEBRA;524;GINEBRA;524;1;0;0;4.0;0.0;0.0
GINGEMBRE;510;GIN GEMBRE;510;1;0;0;8.0;0.0;0.0
GINGEMBRE;514;GIN GEMBRE;514;1;0;0;0.0;0.0;0.0
GINGEMBRE;524;GIN GEMBRE;524;1;0;1;2.0;0.0;100.0
GINGEMBRE;530;GIN GEMBRE;530;1;0;1;3.0;0.0;100.0
GINGEMBRE;544;GIN GEMBRE;544;3;0;0;5.333333333333333;0.0;0.0
GINGEMBRE;550;GIN GEMBRE;550;2;0;0;8.0;0.0;0.0
GINGEMBRE;554;GIN GEMBRE;554;1;0;1;3.0;0.0;100.0
GINGEMBRE;564;GIN GEMBRE;564;1;0;0;4.0;0.0;0.0
GINGEMBRE;574;GIN GEMBRE;574;1;0;1;3.0;0.0;100.0
GINGEMBRE;594;GIN GEMBRE;594;1;0;1;2.0;0.0;100.0
GINGERBAKER;574;GINGER BAKER;574;1;0;0;11.0;0.0;0.0
GINGERQUEST;544;GINGERQUEST;544;1;0;1;2.0;0.0;100.0
GINGERSSISTER;540;GINGERS SISTER;540;1;0;0;4.0;0.0;0.0
GINGERSSISTER;544;GINGERS SISTER;544;1;0;0;6.0;0.0;0.0
GINGIN;544;GIN GIN;544;1;0;0;6.0;0.0;0.0
GINTONI;570;GINTONI;570;1;0;0;4.0;0.0;0.0
GIOCATORE;520;GIOCATORE;520;1;1;1;1.0;100.0;100.0
GIOCATORE;530;GIOCATORE;530;1;0;0;0.0;0.0;0.0
GIOCATORE;550;GIOCATORE;550;1;1;1;1.0;100.0;100.0
GIOCATORE;630;GIOCATORE;630;1;0;0;4.0;0.0;0.0
GIOCOSO;544;GIOCOSO;544;1;0;0;9.0;0.0;0.0
GIOCOSO;554;GIOCOSO;554;1;0;0;7.0;0.0;0.0
GIORGIANA;524;GIORGIANA;524;1;0;0;10.0;0.0;0.0
GIORGIANA;600;GIORGIANA;600;1;1;1;1.0;100.0;100.0
GIORGIANA;614;GIORGIANA;614;2;1;2;2.0;50.0;100.0
GIORGIODICAPRI;580;GIORGIO DI CAPRI;580;1;0;0;6.0;0.0;0.0
GIORGIODICAPRI;590;GIORGIO DI CAPRI;590;1;0;0;4.0;0.0;0.0
GIOTTODESPLACHIS;560;GIOTTO DES PLACHIS;560;1;0;0;0.0;0.0;0.0
GIOTTODESPLACHIS;564;GIOTTO DES PLACHIS;564;1;0;0;4.0;0.0;0.0
GIOVANNI;570;GIOVANNI;570;1;0;0;5.0;0.0;0.0
GIOVANNIGIORGIO;580;GIOVANNI GIORGIO;580;2;0;0;5.5;0.0;0.0
GIPSYPRINCESS;564;GIPSY PRINCESS;564;1;0;1;3.0;0.0;100.0
GIPSYVANNER;560;GIPSY VANNER;560;1;0;0;5.0;0.0;0.0
GIPSYVANNER;570;GIPSY VANNER;570;3;1;1;6.333333333333333;33.3;33.3
GIPSYVANNER;580;GIPSY VANNER;580;2;0;0;8.0;0.0;0.0
GIRAFFE;550;GIRAFFE;550;1;0;0;15.0;0.0;0.0
GIRAFFE;554;GIRAFFE;554;1;0;0;4.0;0.0;0.0
GIRAFFE;574;GIRAFFE;574;1;0;0;9.0;0.0;0.0
GIRAFFE;580;GIRAFFE;580;2;0;1;7.0;0.0;50.0
GIRAFFE;590;GIRAFFE;590;1;0;0;7.0;0.0;0.0
GIRAFFE;600;GIRAFFE;600;1;0;0;0.0;0.0;0.0
GIRAFO;560;GIRAFO;560;1;0;0;9.0;0.0;0.0
GIRAFO;580;GIRAFO;580;2;0;0;10.5;0.0;0.0
GIRAGIRA;500;GIRAGIRA;500;1;0;0;6.0;0.0;0.0
GIRAGIRA;560;GIRAGIRA;560;1;0;0;4.0;0.0;0.0
GIRLINBLUE;544;GIRL IN BLUE;544;1;0;0;6.0;0.0;0.0
GIRLINBLUE;554;GIRL IN BLUE;554;1;0;0;0.0;0.0;0.0
GIRLPOWER;570;GIRL POWER;570;2;0;1;3.5;0.0;50.0
GIROLATINO;560;GIRO LATINO;560;1;0;1;3.0;0.0;100.0
GIRVIN'SGAMBIT;544;GIRVIN'S GAMBIT;544;2;0;0;5.5;0.0;0.0
GIRVINSTAR;514;GIRVIN STAR;514;1;0;1;2.0;0.0;100.0
GIRVINSTAR;544;GIRVIN STAR;544;1;0;1;3.0;0.0;100.0
GIRVINSTAR;564;GIRVIN STAR;564;1;1;1;1.0;100.0;100.0
GISSE;530;GISSE;530;1;0;0;0.0;0.0;0.0
GISSE;570;GISSE;570;1;0;1;3.0;0.0;100.0
GITANAGUAPA;550;GITANA GUAPA;550;2;1;1;3.0;50.0;50.0
GITANAGUAPA;560;GITANA GUAPA;560;4;0;1;4.5;0.0;25.0
GITANAGUAPA;570;GITANA GUAPA;570;2;0;2;3.0;0.0;100.0
GITANALETAL;550;GITANA LETAL;550;1;0;0;0.0;0.0;0.0
GITANO;564;GITANO;564;1;0;0;7.0;0.0;0.0
GITANO;574;GITANO;574;1;0;0;4.0;0.0;0.0
GITANO;604;GITANO;604;1;0;0;11.0;0.0;0.0
GITANO;624;GITANO;624;1;0;0;9.0;0.0;0.0
GITOLE;550;GITOLE;550;1;0;0;7.0;0.0;0.0
GIUDICELLA;560;GIUDICELLA;560;1;1;1;1.0;100.0;100.0
GIURO;570;GIURO;570;1;0;0;6.0;0.0;0.0
GIUSEPPEBALLOCCO;550;GIUSEPPE BALLOCCO;550;1;0;0;0.0;0.0;0.0
GIUSEPPEBALLOCCO;590;GIUSEPPE BALLOCCO;590;2;0;0;8.5;0.0;0.0
GIUSEPPEBALLOCCO;594;GIUSEPPE BALLOCCO;594;1;0;0;16.0;0.0;0.0
GIUSEPPEBALLOCCO;600;GIUSEPPE BALLOCCO;600;4;0;0;9.0;0.0;0.0
GIUSTINO;620;GIUSTINO;620;3;0;0;9.666666666666666;0.0;0.0
GIVEITALL;530;GIVE IT ALL;530;1;1;1;1.0;100.0;100.0
GIVEITTOMEOJ;550;GIVE IT TO ME OJ;550;1;0;0;6.0;0.0;0.0
GIVEMELIBERTY;540;GIVE ME LIBERTY;540;1;0;0;8.0;0.0;0.0
GIVEMELOVE;560;GIVE ME LOVE;560;2;0;0;8.5;0.0;0.0
GIVEMEOPTIONS;570;GIVE ME OPTIONS;570;1;0;1;2.0;0.0;100.0
GLACIATED;550;GLACIATED;550;1;0;0;10.0;0.0;0.0
GLACIATED;554;GLACIATED;554;2;0;0;9.0;0.0;0.0
GLACIERPEAK;544;GLACIER PEAK;544;1;0;0;12.0;0.0;0.0
GLACIERPEAK;574;GLACIER PEAK;574;2;0;0;7.5;0.0;0.0
GLACIERPEAK;590;GLACIER PEAK;590;1;0;0;11.0;0.0;0.0
GLACIERPEAK;670;GLACIER PEAK;670;1;0;0;10.0;0.0;0.0
GLACIUS;580;GLACIUS;580;1;0;1;3.0;0.0;100.0
GLADIADORA;634;GLADIADORA;634;1;0;0;4.0;0.0;0.0
GLADIADORART;550;GLADIADOR ART;550;1;0;0;15.0;0.0;0.0
GLADIADORART;560;GLADIADOR ART;560;1;0;0;7.0;0.0;0.0
GLADIADORART;570;GLADIADOR ART;570;2;0;1;3.0;0.0;50.0
GLADIATORE;560;GLADIATORE;560;1;0;0;11.0;0.0;0.0
GLADIATORE;570;GLADIATORE;570;5;0;0;7.0;0.0;0.0
GLADIATORRIDE;570;GLADIATOR RIDE;570;1;0;0;5.0;0.0;0.0
GLAMEROUS;580;GLAMEROUS;580;1;0;0;4.0;0.0;0.0
GLAMLIGHT;544;GLAM LIGHT;544;1;0;1;2.0;0.0;100.0
GLAMLIGHT;580;GLAM LIGHT;580;2;0;0;5.5;0.0;0.0
GLAMLIGHT;584;GLAM LIGHT;584;1;0;0;9.0;0.0;0.0
GLAMLIGHT;590;GLAM LIGHT;590;1;0;0;5.0;0.0;0.0
GLAMMETAL;570;GLAM METAL;570;1;0;0;0.0;0.0;0.0
GLAMORIZE;580;GLAMORIZE;580;1;0;0;13.0;0.0;0.0
GLAMOROSAMENTE;560;GLAMOROSAMENTE;560;1;0;0;7.0;0.0;0.0
GLAMOROSAPIBA;550;GLAMOROSA PIBA;550;2;0;1;5.5;0.0;50.0
GLAMOROSOWIZARD;560;GLAMOROSO WIZARD;560;1;0;0;5.0;0.0;0.0
GLAMOURDALE;560;GLAMOURDALE;560;1;0;0;9.0;0.0;0.0
GLAMROCK;560;GLAMROCK;560;1;0;0;10.0;0.0;0.0
GLAMROCK;570;GLAMROCK;570;1;1;1;1.0;100.0;100.0
GLANWORTH;560;GLANWORTH;560;3;0;1;4.333333333333333;0.0;33.3
GLANWORTH;564;GLANWORTH;564;1;0;0;6.0;0.0;0.0
GLANWORTH;570;GLANWORTH;570;1;0;0;16.0;0.0;0.0
GLANWORTH;584;GLANWORTH;584;1;0;0;16.0;0.0;0.0
GLANWORTH;594;GLANWORTH;594;1;0;0;10.0;0.0;0.0
GLANWORTH;604;GLANWORTH;604;1;0;0;6.0;0.0;0.0
GLAVIA;560;GLAVIA;560;1;0;1;2.0;0.0;100.0
GLAVIA;564;GLAVIA;564;1;0;0;5.0;0.0;0.0
GLAVIA;574;GLAVIA;574;1;0;0;6.0;0.0;0.0
GLAVIA;600;GLAVIA;600;2;0;0;8.5;0.0;0.0
GLAVIA;624;GLAVIA;624;1;0;0;7.0;0.0;0.0
GLAVIA;634;GLAVIA;634;1;0;0;12.0;0.0;0.0
GLAVINE;544;GLAVINE;544;1;0;0;4.0;0.0;0.0
