Cheval_clean;Surface;Cheval;Valeur_surface;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
MAINE;GAZON;MAINE;GAZON;5;1;3;3.4;20.0;60.0
MAINEDEBIRAN;GAZON;MAINE DE BIRAN;GAZON;4;0;1;4.5;0.0;25.0
MAINTAIN;GAZON;MAINTAIN;GAZON;4;0;2;5.5;0.0;50.0
MAINTENDUE;GAZON;MAIN TENDUE;GAZON;1;0;0;14.0;0.0;0.0
MAIRIPOWER;GAZON;MAIRI POWER;GAZON;1;0;0;8.0;0.0;0.0
MAITRED'ARMES;GAZON;MAITRE D'ARMES;GAZON;3;0;0;11.666666666666666;0.0;0.0
MAITREDUJEU;GAZON;MAITRE DU JEU;GAZON;7;1;3;4.714285714285714;14.3;42.9
MAITREJIMMY;GAZON;MAITRE JIMMY;GAZON;7;0;0;6.142857142857143;0.0;0.0
MAITRESSEFEMME;GAZON;MAITRESSE FEMME;GAZON;2;0;0;9.0;0.0;0.0
MAIZAMOI;GAZON;MAIZA MOI;GAZON;1;0;0;9.0;0.0;0.0
MAIZIERES;GAZON;MAIZIERES;GAZON;7;0;0;8.0;0.0;0.0
MAJARA;GAZON;MAJARA;GAZON;1;0;0;5.0;0.0;0.0
MAJDI;GAZON;MAJDI;GAZON;1;0;1;2.0;0.0;100.0
MAJEDADECARRERE;GAZON;MAJEDA DE CARRERE;GAZON;3;0;2;4.0;0.0;66.7
MAJESTAD;GAZON;MAJESTAD;GAZON;1;1;1;1.0;100.0;100.0
MAJESTEDESCLASAA;GAZON;MAJESTE DES CLAS AA;GAZON;4;0;0;5.0;0.0;0.0
MAJESTIC;GAZON;MAJESTIC;GAZON;1;0;0;10.0;0.0;0.0
MAJESTICAL;GAZON;MAJESTICAL;GAZON;1;0;0;7.0;0.0;0.0
MAJESTICAURA;GAZON;MAJESTIC AURA;GAZON;2;0;2;3.0;0.0;100.0
MAJESTICDELIGHT;GAZON;MAJESTIC DELIGHT;GAZON;3;1;1;5.333333333333333;33.3;33.3
MAJESTICHILL;GAZON;MAJESTIC HILL;GAZON;11;2;4;4.818181818181818;18.2;36.4
MAJESTICLEO;GAZON;MAJESTIC LEO;GAZON;1;0;0;11.0;0.0;0.0
MAJESTICLIFE;GAZON;MAJESTIC LIFE;GAZON;2;0;0;9.0;0.0;0.0
MAJESTICLUCIA;GAZON;MAJESTIC LUCIA;GAZON;1;0;0;5.0;0.0;0.0
MAJESTICMINE;GAZON;MAJESTIC MINE;GAZON;1;0;0;0.0;0.0;0.0
MAJESTICOOPS;GAZON;MAJESTIC OOPS;GAZON;1;0;1;3.0;0.0;100.0
MAJESTICRIM;GAZON;MAJESTIC RIM;GAZON;2;1;1;3.0;50.0;50.0
MAJESTYCA;GAZON;MAJESTYCA;GAZON;2;0;0;0.0;0.0;0.0
MAJISCO;GAZON;MAJISCO;GAZON;1;0;1;2.0;0.0;100.0
MAJNOUN;GAZON;MAJNOUN;GAZON;1;0;1;3.0;0.0;100.0
MAJNUNAMYRA;GAZON;MAJNUN AMYRA;GAZON;6;0;0;4.0;0.0;0.0
MAJOIE;GAZON;MAJOIE;GAZON;5;1;1;5.8;20.0;20.0
MAJOR;GAZON;MAJOR;GAZON;3;0;0;5.333333333333333;0.0;0.0
MAJORCINNAMON;GAZON;MAJOR CINNAMON;GAZON;1;0;1;2.0;0.0;100.0
MAJORITY;GAZON;MAJORITY;GAZON;1;0;0;10.0;0.0;0.0
MAJORITYWINS;GAZON;MAJORITY WINS;GAZON;6;0;2;3.6666666666666665;0.0;33.3
MAJOROAK;GAZON;MAJOR OAK;GAZON;5;0;0;7.2;0.0;0.0
MAJORTOM;GAZON;MAJOR TOM;GAZON;4;0;2;5.5;0.0;50.0
MAKAN;GAZON;MAKAN;GAZON;2;0;1;4.0;0.0;50.0
MAKANIDUFENOIR;GAZON;MAKANI DU FENOIR;GAZON;4;0;1;5.5;0.0;25.0
MAKAROV;GAZON;MAKAROV;GAZON;7;1;4;3.5714285714285716;14.3;57.1
MAKEAPLAYERAA;GAZON;MAKE A PLAYER AA;GAZON;4;0;0;4.0;0.0;0.0
MAKEASPLASH;GAZON;MAKE A SPLASH;GAZON;1;0;0;8.0;0.0;0.0
MAKEBARAKET;GAZON;MAKE BARAKET;GAZON;1;0;0;8.0;0.0;0.0
MAKECAMP;GAZON;MAKE CAMP;GAZON;1;0;0;5.0;0.0;0.0
MAKEITBIG;GAZON;MAKE IT BIG;GAZON;1;0;0;5.0;0.0;0.0
MAKEITRIGHT;GAZON;MAKE IT RIGHT;GAZON;1;0;1;3.0;0.0;100.0
MAKEITTOCHEYENNE;GAZON;MAKEIT TO CHEYENNE;GAZON;1;0;0;9.0;0.0;0.0
MAKEMEFAMOUS;GAZON;MAKE ME FAMOUS;GAZON;2;0;0;7.0;0.0;0.0
MAKEMEKING;GAZON;MAKE ME KING;GAZON;3;0;1;4.0;0.0;33.3
MAKENO;GAZON;MAKENO;GAZON;6;0;0;8.833333333333334;0.0;0.0
MAKESSENSE;GAZON;MAKES SENSE;GAZON;2;0;0;3.5;0.0;0.0
MAKEYOUMINE;GAZON;MAKE YOU MINE;GAZON;1;0;0;4.0;0.0;0.0
MAKEYOUSMILE;GAZON;MAKE YOU SMILE;GAZON;2;0;0;8.5;0.0;0.0
MAKHEYRA;GAZON;MAKHEYRA;GAZON;2;1;1;2.5;50.0;50.0
MAKHULU;GAZON;MAKHULU;GAZON;1;0;1;3.0;0.0;100.0
MAKILIGHT;GAZON;MAKILIGHT;GAZON;1;0;0;8.0;0.0;0.0
MAKINEN;GAZON;MAKINEN;GAZON;3;0;0;11.0;0.0;0.0
MAKINGWAVES;GAZON;MAKING WAVES;GAZON;1;0;0;4.0;0.0;0.0
MAKINPROPHETS;GAZON;MAKIN PROPHETS;GAZON;3;1;1;5.666666666666667;33.3;33.3
MAKTUB;GAZON;MAKTUB;GAZON;2;0;2;2.5;0.0;100.0
MAKUKA;GAZON;MAKUKA;GAZON;1;0;0;7.0;0.0;0.0
MAKURU;GAZON;MAKURU;GAZON;2;0;0;10.5;0.0;0.0
MALABATOISE;GAZON;MALABA TOISE;GAZON;1;0;0;12.0;0.0;0.0
MALAGUENO;GAZON;MALAGUENO;GAZON;1;0;0;5.0;0.0;0.0
MALAKAIKITE;GAZON;MALAKAI KITE;GAZON;1;0;0;5.0;0.0;0.0
MALAMEMORIA;GAZON;MALA MEMORIA;GAZON;8;2;4;2.25;25.0;50.0
MALANDRA;GAZON;MALANDRA;GAZON;2;1;1;3.5;50.0;50.0
MALAWYSKA;GAZON;MALA WYSKA;GAZON;3;0;1;2.3333333333333335;0.0;33.3
MALDIVES;GAZON;MALDIVES;GAZON;1;0;0;11.0;0.0;0.0
MALDOTTI;GAZON;MALDOTTI;GAZON;3;1;1;3.0;33.3;33.3
MALECHOR;GAZON;MALECHOR;GAZON;1;0;0;11.0;0.0;0.0
MALEFICO;GAZON;MALEFICO;GAZON;1;0;0;11.0;0.0;0.0
MALENA;GAZON;MALENA;GAZON;5;0;0;5.8;0.0;0.0
MALENIKI;GAZON;MALENIKI;GAZON;1;0;0;0.0;0.0;0.0
MALIARDA;GAZON;MALIARDA;GAZON;1;0;0;7.0;0.0;0.0
MALIBUQUEEN;GAZON;MALIBU QUEEN;GAZON;4;0;1;5.0;0.0;25.0
MALICIA;GAZON;MALICIA;GAZON;5;2;2;4.0;40.0;40.0
MALIKADESPLANS;GAZON;MALIKA DES PLANS;GAZON;1;0;0;6.0;0.0;0.0
MALILI;GAZON;MA LILI;GAZON;2;0;0;2.0;0.0;0.0
MALINEDEGRISSAY;GAZON;MALINE DE GRISSAY;GAZON;2;0;1;3.5;0.0;50.0
MALINOVKA;GAZON;MALINOVKA;GAZON;5;0;0;9.4;0.0;0.0
MALISARIS;GAZON;MALISARIS;GAZON;1;0;0;10.0;0.0;0.0
MALIZIA;GAZON;MALIZIA;GAZON;1;1;1;1.0;100.0;100.0
MALJOOM;GAZON;MALJOOM;GAZON;1;0;0;8.0;0.0;0.0
MALKOSECRET;GAZON;MALKO SECRET;GAZON;1;0;0;11.0;0.0;0.0
MALLAVELLY;GAZON;MALLAVELLY;GAZON;2;0;2;2.5;0.0;100.0
MALLEO;GAZON;MALLEO;GAZON;1;0;0;4.0;0.0;0.0
MALMIRADA;GAZON;MAL MIRADA;GAZON;8;0;1;4.875;0.0;12.5
MALODEPELICULA;GAZON;MALO DE PELICULA;GAZON;1;0;0;0.0;0.0;0.0
MALORY;GAZON;MALORY;GAZON;2;0;1;3.5;0.0;50.0
MALOULO;GAZON;MALOULO;GAZON;3;0;0;8.666666666666666;0.0;0.0
MALPENSA;GAZON;MALPENSA;GAZON;1;0;0;10.0;0.0;0.0
MALROQUIZTAVEL;GAZON;MALRO QUIZ TAVEL;GAZON;1;0;0;8.0;0.0;0.0
MALTESECROSS;GAZON;MALTESE CROSS;GAZON;2;1;2;1.5;50.0;100.0
MALTOCKD'ORGERES;GAZON;MALTOCK D'ORGERES;GAZON;2;0;0;5.0;0.0;0.0
MALU;GAZON;MALU;GAZON;1;0;1;3.0;0.0;100.0
MALUMA;GAZON;MALUMA;GAZON;3;0;0;3.3333333333333335;0.0;0.0
MALVADAFIL;GAZON;MALVADA FIL;GAZON;2;0;1;6.0;0.0;50.0
MALWINABELLA;GAZON;MALWINA BELLA;GAZON;8;0;0;5.0;0.0;0.0
MALYA;GAZON;MALYA;GAZON;1;0;1;2.0;0.0;100.0
MAMAIMELDA;GAZON;MAMA IMELDA;GAZON;3;0;0;7.666666666666667;0.0;0.0
MAMAMIAHIPOLYTE;GAZON;MAMAMIA HIPOLYTE;GAZON;2;1;1;5.0;50.0;50.0
MAMAOUTE;GAZON;MAMAOUTE;GAZON;1;0;0;10.0;0.0;0.0
MAMBOITALIANO;GAZON;MAMBO ITALIANO;GAZON;4;1;2;3.0;25.0;50.0
MAMBOYSON;GAZON;MAMBO Y SON;GAZON;4;1;1;7.25;25.0;25.0
MAMINOA;GAZON;MAMINOA;GAZON;5;0;2;6.6;0.0;40.0
MAMISSFAL;GAZON;MAMISS FAL;GAZON;1;0;0;10.0;0.0;0.0
MAMITAPININA;GAZON;MAMITA PININA;GAZON;2;0;0;9.0;0.0;0.0
MAMOME;GAZON;MA MOME;GAZON;7;1;2;6.0;14.3;28.6
MAMOUR;GAZON;MAMOUR;GAZON;2;0;0;9.0;0.0;0.0
MAMUKA;GAZON;MAMUKA;GAZON;3;0;0;6.0;0.0;0.0
MAMUNFAL;GAZON;MAMUN FAL;GAZON;1;0;1;2.0;0.0;100.0
MANACA;GAZON;MANACA;GAZON;1;0;0;7.0;0.0;0.0
MANAGEMENTFOLKS;GAZON;MANAGEMENT FOLKS;GAZON;3;0;1;7.0;0.0;33.3
MANALISHI;GAZON;MANALISHI;GAZON;1;0;0;8.0;0.0;0.0
MANAMAHA;GAZON;MANA MAHA;GAZON;11;0;4;5.909090909090909;0.0;36.4
MANANO;GAZON;MANANO;GAZON;3;0;0;5.666666666666667;0.0;0.0
MANARAHELIZZ;GAZON;MANARAH EL IZZ;GAZON;3;1;1;2.0;33.3;33.3
MANAROLA;GAZON;MANAROLA;GAZON;4;1;2;5.25;25.0;50.0
MANATEEMEHMAS;GAZON;MANATEE MEHMAS;GAZON;1;1;1;1.0;100.0;100.0
MANATHILDE;GAZON;MANATHILDE;GAZON;1;0;0;7.0;0.0;0.0
MANCHESTER;GAZON;MANCHESTER;GAZON;1;0;0;8.0;0.0;0.0
MANCHINI;GAZON;MANCHINI;GAZON;3;0;2;3.6666666666666665;0.0;66.7
MANCHITADELNUBLE;GAZON;MANCHITA DEL NUBLE;GAZON;2;0;0;8.5;0.0;0.0
MANCRAFTINO;GAZON;MANCRAFTINO;GAZON;1;0;0;9.0;0.0;0.0
MANDALORIAN;GAZON;MANDALORIAN;GAZON;2;0;2;2.5;0.0;100.0
MANDANABA;GAZON;MANDANABA;GAZON;2;1;2;1.5;50.0;100.0
MANDANT;GAZON;MANDANT;GAZON;4;0;0;4.5;0.0;0.0
MANDEGA;GAZON;MANDEGA;GAZON;4;1;3;3.25;25.0;75.0
MANDLEFT;GAZON;MANDLEFT;GAZON;7;0;1;7.571428571428571;0.0;14.3
MANDOKI;GAZON;MANDOKI;GAZON;9;1;2;8.11111111111111;11.1;22.2
MANDOR;GAZON;MANDOR;GAZON;6;2;2;3.8333333333333335;33.3;33.3
MANDRAKE;GAZON;MANDRAKE;GAZON;1;0;0;22.0;0.0;0.0
MANDY'SGIRL;GAZON;MANDY'S GIRL;GAZON;3;0;0;5.333333333333333;0.0;0.0
MANEKI;GAZON;MANEKI;GAZON;4;1;2;6.75;25.0;50.0
MANERO;GAZON;MANERO;GAZON;2;0;0;8.5;0.0;0.0
MANESKINDACLODIAAA;GAZON;MANESKIN DA CLODIA AA;GAZON;7;1;2;2.0;14.3;28.6
MANFLOFAL;GAZON;MANFLO FAL;GAZON;1;0;0;8.0;0.0;0.0
MANGAKEN;GAZON;MANGAKEN;GAZON;12;0;1;7.0;0.0;8.3
MANGAS;GAZON;MANGAS;GAZON;6;0;0;7.0;0.0;0.0
MANGIFERA;GAZON;MANGIFERA;GAZON;2;0;1;5.0;0.0;50.0
MANGUE;GAZON;MANGUE;GAZON;1;0;0;7.0;0.0;0.0
MANHATTANBLONDE;GAZON;MANHATTAN BLONDE;GAZON;1;0;0;4.0;0.0;0.0
MANHATTANBOY;GAZON;MANHATTAN BOY;GAZON;5;0;1;7.0;0.0;20.0
MANHATTANSTRIP;GAZON;MANHATTAN STRIP;GAZON;1;0;0;8.0;0.0;0.0
MANIACALMORTAJEZ;GAZON;MANIAC AL MORTAJEZ;GAZON;1;0;0;10.0;0.0;0.0
MANIGIRL;GAZON;MANI GIRL;GAZON;2;0;0;9.0;0.0;0.0
MANIIFAL;GAZON;MANII FAL;GAZON;2;0;1;1.5;0.0;50.0
MANILIVEFAL;GAZON;MANILIVE FAL;GAZON;2;0;0;10.0;0.0;0.0
MANIPULADORAVAN;GAZON;MANIPULADORA VAN;GAZON;1;0;0;11.0;0.0;0.0
MANISKING;GAZON;MAN IS KING;GAZON;1;0;0;7.0;0.0;0.0
MANITUEF;GAZON;MANI TUEF;GAZON;2;1;2;2.0;50.0;100.0
MANKIND;GAZON;MANKIND;GAZON;4;1;2;5.0;25.0;50.0
MANLY;GAZON;MANLY;GAZON;3;1;1;4.0;33.3;33.3
MANLYFIREBALL;GAZON;MANLY FIREBALL;GAZON;1;0;1;2.0;0.0;100.0
MANNE;GAZON;MANNE;GAZON;10;1;4;3.5;10.0;40.0
MANNERISM;GAZON;MANNERISM;GAZON;1;0;0;7.0;0.0;0.0
MANNISBOY;GAZON;MANNIS BOY;GAZON;2;0;1;3.0;0.0;50.0
MANNITOLDEBALME;GAZON;MANNITOL DE BALME;GAZON;3;0;0;8.0;0.0;0.0
MANOAH'SGLORY;GAZON;MANOAH'S GLORY;GAZON;1;1;1;1.0;100.0;100.0
MANODEBRONCE;GAZON;MANO DE BRONCE;GAZON;5;0;1;6.2;0.0;20.0
MANOFDESERT;GAZON;MAN OF DESERT;GAZON;1;0;0;7.0;0.0;0.0
MANOFLAMANCHA;GAZON;MAN OF LA MANCHA;GAZON;1;0;1;3.0;0.0;100.0
MANOFVISION;GAZON;MAN OF VISION;GAZON;1;0;0;13.0;0.0;0.0
MANOFWORD;GAZON;MAN OF WORD;GAZON;1;0;0;5.0;0.0;0.0
MANOIR;GAZON;MANOIR;GAZON;5;0;0;7.0;0.0;0.0
MANOLE;GAZON;MANOLE;GAZON;1;0;1;3.0;0.0;100.0
MANOLODANCER;GAZON;MANOLO DANCER;GAZON;3;0;1;8.333333333333334;0.0;33.3
MANONAMISSION;GAZON;MAN ON A MISSION;GAZON;1;0;0;6.0;0.0;0.0
MANONDESBOIS;GAZON;MANON DES BOIS;GAZON;2;2;2;1.0;100.0;100.0
MANONDUMESNIL;GAZON;MANON DU MESNIL;GAZON;3;0;2;3.0;0.0;66.7
MANORHOUSE;GAZON;MANOR HOUSE;GAZON;1;0;0;0.0;0.0;0.0
MANORPARK;GAZON;MANOR PARK;GAZON;1;0;1;3.0;0.0;100.0
MANOUIA;GAZON;MANOUIA;GAZON;2;0;0;4.0;0.0;0.0
MANSHOD;GAZON;MANSHOD;GAZON;2;0;0;0.0;0.0;0.0
MANSIADFAL;GAZON;MANSIAD FAL;GAZON;1;0;0;4.0;0.0;0.0
MANSOUR;GAZON;MANSOUR;GAZON;1;1;1;1.0;100.0;100.0
MANSOURDEFLAUZINS;GAZON;MANSOUR DE FLAUZINS;GAZON;2;0;0;9.0;0.0;0.0
MANSSOURIO;GAZON;MANSSOURIO;GAZON;3;0;0;9.333333333333334;0.0;0.0
MANTADECOLORES;GAZON;MANTA DE COLORES;GAZON;1;0;0;6.0;0.0;0.0
MANTARAYBAY;GAZON;MANTA RAY BAY;GAZON;4;0;0;3.75;0.0;0.0
MANTENIDO;GAZON;MANTENIDO;GAZON;1;0;0;4.0;0.0;0.0
MANTONBAY;GAZON;MANTON BAY;GAZON;1;0;0;8.0;0.0;0.0
MANTUA;GAZON;MANTUA;GAZON;1;0;0;0.0;0.0;0.0
MANUAE;GAZON;MANUAE;GAZON;6;0;0;8.833333333333334;0.0;0.0
MANWITHTHEMONEY;GAZON;MAN WITH THE MONEY;GAZON;1;0;1;3.0;0.0;100.0
MANYASTAR;GAZON;MANY A STAR;GAZON;1;0;0;10.0;0.0;0.0
MANYAYEAR;GAZON;MANY A YEAR;GAZON;2;0;2;3.0;0.0;100.0
MANYTHANKSFOREVER;GAZON;MANYTHANKS FOREVER;GAZON;3;0;0;7.0;0.0;0.0
MANZANO;GAZON;MANZANO;GAZON;8;0;1;7.25;0.0;12.5
MAORENA;GAZON;MA ORENA;GAZON;1;0;0;9.0;0.0;0.0
MAOSHANGWONG;GAZON;MAO SHANG WONG;GAZON;3;1;2;2.3333333333333335;33.3;66.7
MAOUICHOP;GAZON;MA OUI CHOP;GAZON;5;0;2;6.2;0.0;40.0
MAPAQUITA;GAZON;MAPAQUITA;GAZON;3;2;2;3.3333333333333335;66.7;66.7
MAPERQUE;GAZON;MA PERQUE;GAZON;5;4;5;1.2;80.0;100.0
MAPLEGIRL;GAZON;MAPLE GIRL;GAZON;7;1;2;5.714285714285714;14.3;28.6
MAPLETAFFY;GAZON;MAPLE TAFFY;GAZON;6;0;0;7.0;0.0;0.0
MAPOFSTARS;GAZON;MAP OF STARS;GAZON;3;1;2;3.0;33.3;66.7
MAPOGO;GAZON;MAPOGO;GAZON;3;0;0;7.666666666666667;0.0;0.0
MAPPY;GAZON;MAPPY;GAZON;1;0;1;2.0;0.0;100.0
MAPTITENINA;GAZON;MA PTITE NINA;GAZON;2;0;0;7.5;0.0;0.0
MAPWORLD;GAZON;MAPWORLD;GAZON;1;0;0;5.0;0.0;0.0
MAQBOOL;GAZON;MAQBOOL;GAZON;1;1;1;1.0;100.0;100.0
MARACAMAYA;GAZON;MARACAMAYA;GAZON;4;0;2;4.0;0.0;50.0
MARAKANA;GAZON;MARAKANA;GAZON;4;0;2;5.5;0.0;50.0
MARAKEZALSHAHANIA;GAZON;MARAKEZ AL SHAHANIA;GAZON;4;1;2;3.75;25.0;50.0
MARANELLO;GAZON;MARANELLO;GAZON;5;0;0;7.2;0.0;0.0
MARASIBAY;GAZON;MARASI BAY;GAZON;1;0;0;7.0;0.0;0.0
MARASIDRIVE;GAZON;MARASI DRIVE;GAZON;8;0;1;4.0;0.0;12.5
MARAVILLOSO;GAZON;MARAVILLOSO;GAZON;2;2;2;1.0;100.0;100.0
MARAWOOD;GAZON;MARA WOOD;GAZON;12;0;2;6.416666666666667;0.0;16.7
MARAZION;GAZON;MARAZION;GAZON;1;0;0;6.0;0.0;0.0
MARBAAN;GAZON;MARBAAN;GAZON;3;0;0;2.0;0.0;0.0
MARBELLESA;GAZON;MARBELLESA;GAZON;5;0;4;3.4;0.0;80.0
MARCADOAFUEGO;GAZON;MARCADO A FUEGO;GAZON;1;0;0;4.0;0.0;0.0
MARCAN;GAZON;MARCAN;GAZON;7;0;2;5.714285714285714;0.0;28.6
MARCANDOCAMINOS;GAZON;MARCANDO CAMINOS;GAZON;1;0;0;8.0;0.0;0.0
MARCAPROPIA;GAZON;MARCA PROPIA;GAZON;1;0;1;3.0;0.0;100.0
MARCCHIC;GAZON;MARC CHIC;GAZON;3;0;0;6.666666666666667;0.0;0.0
MARCCONAN;GAZON;MARC CONAN;GAZON;1;0;0;5.0;0.0;0.0
MARCELLOSI;GAZON;MARCELLO SI;GAZON;2;0;0;5.5;0.0;0.0
MARCGUCCI;GAZON;MARC GUCCI;GAZON;1;0;0;11.0;0.0;0.0
MARCHEAVEN;GAZON;MARC HEAVEN;GAZON;1;0;0;4.0;0.0;0.0
MARCHECUTE;GAZON;MARC HE CUTE;GAZON;1;1;1;1.0;100.0;100.0
MARCHEMALO;GAZON;MARCHEMALO;GAZON;6;0;4;5.833333333333333;0.0;66.7
MARCHETTI;GAZON;MARCHETTI;GAZON;1;0;0;7.0;0.0;0.0
MARCHINGMAC;GAZON;MARCHING MAC;GAZON;2;0;1;3.5;0.0;50.0
MARCHIONESSBIRCH;GAZON;MARCHIONESS BIRCH;GAZON;2;0;0;9.5;0.0;0.0
MARCHIQUITA;GAZON;MAR CHIQUITA;GAZON;1;0;1;2.0;0.0;100.0
MARCHMADNESS;GAZON;MARCH MADNESS;GAZON;1;0;0;6.0;0.0;0.0
MARCIABAILASPIGAO;GAZON;MARCIABAILA SPIGAO;GAZON;2;0;0;10.0;0.0;0.0
MARCINFINIT;GAZON;MARC INFINIT;GAZON;1;0;0;5.0;0.0;0.0
MARCMUCHOMAN;GAZON;MARC MUCHO MAN;GAZON;1;0;0;7.0;0.0;0.0
MARCNEMO;GAZON;MARC NEMO;GAZON;2;0;0;7.0;0.0;0.0
MARCOAURELIO;GAZON;MARCO AURELIO;GAZON;1;0;0;9.0;0.0;0.0
MARCRYE;GAZON;MARC RYE;GAZON;2;0;0;3.5;0.0;0.0
MARCUSATILIUS;GAZON;MARCUS ATILIUS;GAZON;1;0;0;6.0;0.0;0.0
MARCUSAURELIUS;GAZON;MARCUS AURELIUS;GAZON;5;2;2;4.0;40.0;40.0
MARDADFAL;GAZON;MARDAD FAL;GAZON;5;1;2;3.8;20.0;40.0
MARDECOBO;GAZON;MAR DE COBO;GAZON;1;0;0;0.0;0.0;0.0
MARDEHONOR;GAZON;MAR DE HONOR;GAZON;1;0;0;0.0;0.0;0.0
MARDELPLATA;GAZON;MAR DEL PLATA;GAZON;1;0;0;0.0;0.0;0.0
MAREEHAUTE;GAZON;MAREE HAUTE;GAZON;1;0;0;7.0;0.0;0.0
MAREINE;GAZON;MA REINE;GAZON;1;0;0;7.0;0.0;0.0
MAREINELESCRIBAA;GAZON;MAREINE LESCRIBAA;GAZON;1;0;0;10.0;0.0;0.0
MAREINTERNUM;GAZON;MARE INTERNUM;GAZON;2;0;0;3.5;0.0;0.0
MAREJADA;GAZON;MAREJADA;GAZON;3;0;1;5.666666666666667;0.0;33.3
MARENGO;GAZON;MARENGO;GAZON;2;0;0;8.0;0.0;0.0
MARENIA;GAZON;MARENIA;GAZON;2;1;2;2.0;50.0;100.0
MARGARET'SPEARL;GAZON;MARGARET'S PEARL;GAZON;2;0;0;4.5;0.0;0.0
MARGARITA;GAZON;MARGARITA;GAZON;5;0;0;8.0;0.0;0.0
MARGARITAJOY;GAZON;MARGARITA JOY;GAZON;1;0;0;7.0;0.0;0.0
MARGARITAMOLLY;GAZON;MARGARITA MOLLY;GAZON;1;0;1;2.0;0.0;100.0
MARGIE'SGIRL;GAZON;MARGIE'S GIRL;GAZON;1;0;1;2.0;0.0;100.0
MARGIE'SLAST;GAZON;MARGIE'S LAST;GAZON;1;0;1;2.0;0.0;100.0
MARGORIE;GAZON;MARGORIE;GAZON;1;0;0;10.0;0.0;0.0
MARHARRY;GAZON;MARHARRY;GAZON;3;1;1;4.0;33.3;33.3
MARIAAPOLLONIA;GAZON;MARIA APOLLONIA;GAZON;6;3;4;4.166666666666667;50.0;66.7
MARIADELFISH;GAZON;MARIA DEL FISH;GAZON;2;0;0;11.5;0.0;0.0
MARIAESTRELLA;GAZON;MARIA ESTRELLA;GAZON;2;0;0;7.5;0.0;0.0
MARIAJOANA;GAZON;MARIA JOANA;GAZON;5;0;0;6.6;0.0;0.0
MARIANERODEACERO;GAZON;MARIANERO DE ACERO;GAZON;1;0;0;0.0;0.0;0.0
MARIANHIT;GAZON;MARIAN HIT;GAZON;1;0;1;2.0;0.0;100.0
MARIANNEMOZART;GAZON;MARIANNE MOZART;GAZON;1;0;0;5.0;0.0;0.0
MARIANO;GAZON;MARIANO;GAZON;2;0;0;5.0;0.0;0.0
MARIASURENA;GAZON;MARIA SURENA;GAZON;1;0;0;7.0;0.0;0.0
MARIDAJE;GAZON;MARIDAJE;GAZON;2;0;0;8.5;0.0;0.0
MARIEALICE;GAZON;MARIE ALICE;GAZON;1;0;0;8.0;0.0;0.0
MARIEDEPRUSSE;GAZON;MARIE DE PRUSSE;GAZON;10;0;5;6.0;0.0;50.0
MARIELACROIX;GAZON;MARIE LA CROIX;GAZON;5;2;4;2.6;40.0;80.0
MARIETTE;GAZON;MARIETTE;GAZON;2;0;0;4.0;0.0;0.0
MARILOUDETANUESAA;GAZON;MARILOU DE TANUES AA;GAZON;1;0;0;6.0;0.0;0.0
MARIMONIACONVER;GAZON;MARIMONIA CONVER;GAZON;1;0;0;11.0;0.0;0.0
MARINAKIS;GAZON;MARINAKIS;GAZON;1;0;0;8.0;0.0;0.0
MARINALEDA;GAZON;MARINALEDA;GAZON;7;0;3;3.7142857142857144;0.0;42.9
MARINER;GAZON;MARINER;GAZON;1;0;1;2.0;0.0;100.0
MARINERBOY;GAZON;MARINER BOY;GAZON;2;0;0;14.5;0.0;0.0
MARINOAFORTUNADO;GAZON;MARINO AFORTUNADO;GAZON;6;0;1;4.666666666666667;0.0;16.7
MARINOSINVACILAR;GAZON;MARINO SIN VACILAR;GAZON;2;0;0;9.5;0.0;0.0
MARIO'SRIM;GAZON;MARIO'S RIM;GAZON;5;0;2;5.0;0.0;40.0
MARIO'SSWEETGIRL;GAZON;MARIO'S SWEET GIRL;GAZON;1;0;0;8.0;0.0;0.0
MARIOENTO;GAZON;MARIOENTO;GAZON;3;0;0;7.0;0.0;0.0
MARIONOR;GAZON;MARIONOR;GAZON;3;0;0;6.333333333333333;0.0;0.0
MARISA;GAZON;MARISA;GAZON;1;0;1;3.0;0.0;100.0
MARISCALMP;GAZON;MARISCAL MP;GAZON;1;0;1;3.0;0.0;100.0
MARITALTRUST;GAZON;MARITAL TRUST;GAZON;1;0;0;0.0;0.0;0.0
MARITIMEMIST;GAZON;MARITIME MIST;GAZON;1;0;0;11.0;0.0;0.0
MARITZADELACERE;GAZON;MARITZA DE LA CERE;GAZON;1;0;0;12.0;0.0;0.0
MARIYAM;GAZON;MARIYAM;GAZON;5;0;0;4.6;0.0;0.0
MARJO;GAZON;MARJO;GAZON;1;0;0;6.0;0.0;0.0
MARKAKOL;GAZON;MARKAKOL;GAZON;1;0;1;3.0;0.0;100.0
MARKETPLACEOFIDEAS;GAZON;MARKETPLACEOFIDEAS;GAZON;1;1;1;1.0;100.0;100.0
MARKETRUNNER;GAZON;MARKET RUNNER;GAZON;1;0;1;3.0;0.0;100.0
MARKEZA;GAZON;MARKEZA;GAZON;2;0;0;6.0;0.0;0.0
MARKOON;GAZON;MARKOON;GAZON;2;0;0;0.0;0.0;0.0
MARKOS;GAZON;MARKOS;GAZON;7;1;2;4.0;14.3;28.6
MARKSWOMAN;GAZON;MARKSWOMAN;GAZON;10;2;3;5.3;20.0;30.0
