Cheval_clean;Surface;Cheval;Valeur_surface;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
TYPEFACE;GAZON;TYPEFACE;GAZON;1;0;1;3.0;0.0;100.0
TYPHOON;GAZON;TYPHOON;GAZON;1;0;0;0.0;0.0;0.0
TYSON;GAZON;TYSON;GAZON;6;0;1;6.666666666666667;0.0;16.7
TYTAN;GAZON;TYTAN;GAZON;2;0;0;11.5;0.0;0.0
TYZUMS;GAZON;TY ZUMS;GAZON;1;0;0;9.0;0.0;0.0
TZAREKOV;GAZON;TZAREKOV;GAZON;2;1;1;7.5;50.0;50.0
TZARMAGGEDON;GAZON;TZARMAGGEDON;GAZON;1;0;0;9.0;0.0;0.0
UBUNTU;GAZON;UBUNTU;GAZON;1;1;1;1.0;100.0;100.0
UCHAMPION;GAZON;U CHAMPION;GAZON;1;0;0;11.0;0.0;0.0
UDABWA;GAZON;UDABWA;GAZON;2;0;0;4.0;0.0;0.0
UFO;GAZON;UFO;GAZON;1;1;1;1.0;100.0;100.0
UGATZAI;GAZON;UGATZAI;GAZON;1;0;1;2.0;0.0;100.0
UIESETTE;GAZON;UIESETTE;GAZON;1;0;0;10.0;0.0;0.0
UJORGINA;GAZON;U JORGINA;GAZON;3;1;1;3.6666666666666665;33.3;33.3
UKARA;GAZON;UKARA;GAZON;3;0;0;6.333333333333333;0.0;0.0
UKIYO;GAZON;UKIYO;GAZON;1;0;0;7.0;0.0;0.0
UKNOWWHENUKNOW;GAZON;U KNOW WHEN U KNOW;GAZON;4;0;0;5.0;0.0;0.0
ULEE;GAZON;U LEE;GAZON;1;0;0;6.0;0.0;0.0
ULIANOF;GAZON;ULIANO F;GAZON;2;0;1;5.5;0.0;50.0
ULIELLUCHADOR;GAZON;ULI EL LUCHADOR;GAZON;1;0;0;0.0;0.0;0.0
ULITEUPMYLIFE;GAZON;U LITE UP MY LIFE;GAZON;1;0;1;3.0;0.0;100.0
ULTIMATEAUTHORITY;GAZON;ULTIMATE AUTHORITY;GAZON;1;0;0;5.0;0.0;0.0
ULTIMATEBEST;GAZON;ULTIMATE BEST;GAZON;2;1;1;0.5;50.0;50.0
ULTIMATELOVE;GAZON;ULTIMATE LOVE;GAZON;1;0;0;9.0;0.0;0.0
ULTIMOMINUTO;GAZON;ULTIMO MINUTO;GAZON;3;0;0;7.333333333333333;0.0;0.0
ULTIMOPASEO;GAZON;ULTIMO PASEO;GAZON;4;0;2;4.25;0.0;50.0
ULTIMOTOQUE;GAZON;ULTIMO TOQUE;GAZON;7;1;5;3.4285714285714284;14.3;71.4
ULTRA'SSON;GAZON;ULTRA'S SON;GAZON;1;0;1;3.0;0.0;100.0
ULTRABLACK;GAZON;ULTRA BLACK;GAZON;2;0;0;3.5;0.0;0.0
ULTRACAROLINE;GAZON;ULTRA CAROLINE;GAZON;3;0;2;4.0;0.0;66.7
ULTRADISCO;GAZON;ULTRADISCO;GAZON;2;1;1;2.5;50.0;50.0
ULTRAFRAGOLA;GAZON;ULTRAFRAGOLA;GAZON;2;1;1;3.0;50.0;50.0
ULTRAMANIPULADOR;GAZON;ULTRA MANIPULADOR;GAZON;1;0;1;3.0;0.0;100.0
ULTRARAYO;GAZON;ULTRA RAYO;GAZON;5;2;3;3.2;40.0;60.0
ULTRASANDRIN;GAZON;ULTRA SANDRIN;GAZON;1;0;0;10.0;0.0;0.0
ULTRASONIDO;GAZON;ULTRASONIDO;GAZON;15;0;3;5.6;0.0;20.0
ULTRASOUND;GAZON;ULTRASOUND;GAZON;6;1;3;5.166666666666667;16.7;50.0
ULTRASPI;GAZON;ULTRASPI;GAZON;4;0;1;4.25;0.0;25.0
ULTRATROIA;GAZON;ULTRA TROIA;GAZON;1;1;1;1.0;100.0;100.0
ULURU;GAZON;ULURU;GAZON;1;0;0;6.0;0.0;0.0
ULYMINE;GAZON;ULYMINE;GAZON;4;1;1;6.0;25.0;25.0
UMAMI;GAZON;UMAMI;GAZON;10;1;2;6.2;10.0;20.0
UMAMIGRINE;GAZON;UMAMI GRINE;GAZON;3;0;0;4.0;0.0;0.0
UMBRIA;GAZON;UMBRIA;GAZON;1;1;1;1.0;100.0;100.0
UMBURANAS;GAZON;UMBURANAS;GAZON;3;1;1;2.3333333333333335;33.3;33.3
UMELNADIM;GAZON;UM ELNADIM;GAZON;6;1;1;7.166666666666667;16.7;16.7
UMINEKO;GAZON;UMINEKO;GAZON;2;0;0;9.5;0.0;0.0
UNACANCIONDEAMOR;GAZON;UNA CANCION DE AMOR;GAZON;1;0;1;2.0;0.0;100.0
UNAFANTASIA;GAZON;UNA FANTASIA;GAZON;2;0;0;7.5;0.0;0.0
UNAGLORIA;GAZON;UNA GLORIA;GAZON;2;0;1;3.0;0.0;50.0
UNALEVEBRISA;GAZON;UNA LEVE BRISA;GAZON;3;0;0;6.0;0.0;0.0
UNAMAESTRA;GAZON;UNA MAESTRA;GAZON;1;0;0;10.0;0.0;0.0
UNAMAMAITALIANA;GAZON;UNA MAMA ITALIANA;GAZON;2;0;0;8.0;0.0;0.0
UNAREVELACION;GAZON;UNA REVELACION;GAZON;4;0;0;9.5;0.0;0.0
UNASSUMING;GAZON;UNASSUMING;GAZON;1;0;0;17.0;0.0;0.0
UNATORMENTA;GAZON;UNA TORMENTA;GAZON;3;0;0;12.0;0.0;0.0
UNAUTHORIZED;GAZON;UNAUTHORIZED;GAZON;1;0;0;8.0;0.0;0.0
UNAYUNICA;GAZON;UNA Y UNICA;GAZON;1;0;0;4.0;0.0;0.0
UNAYVINTE;GAZON;UNA Y VINTE;GAZON;1;0;0;6.0;0.0;0.0
UNBESOALCIELO;GAZON;UNBESOALCIELO;GAZON;1;0;0;5.0;0.0;0.0
UNBROKENCHAIN;GAZON;UNBROKEN CHAIN;GAZON;1;0;0;7.0;0.0;0.0
UNCAPTUREDDOVE;GAZON;UNCAPTURED DOVE;GAZON;1;0;0;4.0;0.0;0.0
UNCLE'SGOLD;GAZON;UNCLE'S GOLD;GAZON;1;0;0;0.0;0.0;0.0
UNCLEALBERT;GAZON;UNCLE ALBERT;GAZON;1;0;0;8.0;0.0;0.0
UNCLEBARRIE;GAZON;UNCLE BARRIE;GAZON;2;0;1;1.0;0.0;50.0
UNCLECHARLIESGIFT;GAZON;UNCLECHARLIESGIFT;GAZON;1;0;0;6.0;0.0;0.0
UNCLEJOHN;GAZON;UNCLE JOHN;GAZON;1;0;0;6.0;0.0;0.0
UNCOMPROMISED;GAZON;UNCOMPROMISED;GAZON;1;0;0;7.0;0.0;0.0
UNDERCOVERAGENT;GAZON;UNDERCOVER AGENT;GAZON;1;0;0;6.0;0.0;0.0
UNDERDOG;GAZON;UNDERDOG;GAZON;1;0;0;15.0;0.0;0.0
UNDERPROMISE;GAZON;UNDERPROMISE;GAZON;1;0;0;10.0;0.0;0.0
UNDERSTUDY;GAZON;UNDERSTUDY;GAZON;1;0;1;2.0;0.0;100.0
UNDERTHELIGHT;GAZON;UNDER THE LIGHT;GAZON;4;0;1;7.75;0.0;25.0
UNDERTHERAIN;GAZON;UNDER THE RAIN;GAZON;1;0;0;8.0;0.0;0.0
UNDERWRITER;GAZON;UNDERWRITER;GAZON;1;0;0;11.0;0.0;0.0
UNDIACANDY;GAZON;UNDIA CANDY;GAZON;2;0;0;6.5;0.0;0.0
UNDIACUALQUIERA;GAZON;UN DIA CUALQUIERA;GAZON;2;1;1;2.5;50.0;50.0
UNEAVENTURE;GAZON;UNE AVENTURE;GAZON;9;0;2;3.4444444444444446;0.0;22.2
UNEFRAGRANCE;GAZON;UNE FRAGRANCE;GAZON;8;0;0;7.375;0.0;0.0
UNEGRAVURE;GAZON;UNE GRAVURE;GAZON;1;0;0;15.0;0.0;0.0
UNEHISTOIREANODINE;GAZON;UNEHISTOIREANODINE;GAZON;4;0;0;7.5;0.0;0.0
UNEPEINTURE;GAZON;UNE PEINTURE;GAZON;2;0;1;8.0;0.0;50.0
UNESCAPE;GAZON;UN ESCAPE;GAZON;1;0;0;7.0;0.0;0.0
UNEXPECTEDGIRL;GAZON;UNEXPECTED GIRL;GAZON;1;0;0;11.0;0.0;0.0
UNFAIR;GAZON;UNFAIR;GAZON;2;0;0;0.0;0.0;0.0
UNFAITHFULROSE;GAZON;UNFAITHFUL ROSE;GAZON;1;0;0;5.0;0.0;0.0
UNFOLLOW;GAZON;UNFOLLOW;GAZON;4;0;2;3.75;0.0;50.0
UNFURLED;GAZON;UNFURLED;GAZON;8;0;2;6.125;0.0;25.0
UNGRANPENQUISTA;GAZON;UN GRAN PENQUISTA;GAZON;12;2;5;3.9166666666666665;16.7;41.7
UNGRANSENOR;GAZON;UN GRAN SENOR;GAZON;1;0;0;5.0;0.0;0.0
UNGUERRIER;GAZON;UN GUERRIER;GAZON;4;0;0;7.5;0.0;0.0
UNIAODECRACK;GAZON;UNIAO DE CRACK;GAZON;1;0;1;3.0;0.0;100.0
UNICAENDUBAI;GAZON;UNICA EN DUBAI;GAZON;4;1;1;4.75;25.0;25.0
UNICAFORMA;GAZON;UNICA FORMA;GAZON;2;1;1;3.0;50.0;50.0
UNICIDAD;GAZON;UNICIDAD;GAZON;1;0;0;6.0;0.0;0.0
UNICOCAMP;GAZON;UNICO CAMP;GAZON;5;1;2;3.4;20.0;40.0
UNICOHAPPY;GAZON;UNICO HAPPY;GAZON;3;1;2;3.0;33.3;66.7
UNICOLOR;GAZON;UNICOLOR;GAZON;2;0;0;8.0;0.0;0.0
UNICORNDELAFLEUR;GAZON;UNICORN DELAFLEUR;GAZON;1;0;0;12.0;0.0;0.0
UNICORNIOFEVER;GAZON;UNICORNIO FEVER;GAZON;1;0;0;6.0;0.0;0.0
UNICOTU;GAZON;UNICO TU;GAZON;1;0;1;2.0;0.0;100.0
UNIKEA;GAZON;UNIKEA;GAZON;1;0;0;7.0;0.0;0.0
UNIMERLA;GAZON;UNI MERLA;GAZON;1;0;0;7.0;0.0;0.0
UNINFIERNO;GAZON;UN INFIERNO;GAZON;1;0;0;5.0;0.0;0.0
UNINSTANT;GAZON;UN INSTANT;GAZON;4;0;1;5.0;0.0;25.0
UNIONARMY;GAZON;UNION ARMY;GAZON;5;0;0;6.0;0.0;0.0
UNIONDETODOS;GAZON;UNION DE TODOS;GAZON;2;0;0;5.0;0.0;0.0
UNIONFLEET;GAZON;UNION FLEET;GAZON;1;0;0;4.0;0.0;0.0
UNIONHELPERCEN;GAZON;UNION HELPER CEN;GAZON;1;0;0;8.0;0.0;0.0
UNIONISLAND;GAZON;UNION ISLAND;GAZON;1;0;0;10.0;0.0;0.0
UNIONSECURITY;GAZON;UNION SECURITY;GAZON;3;0;2;4.0;0.0;66.7
UNIONVILLE;GAZON;UNIONVILLE;GAZON;2;0;0;7.5;0.0;0.0
UNIQUECAUSE;GAZON;UNIQUE CAUSE;GAZON;3;1;1;5.666666666666667;33.3;33.3
UNIQUEEN;GAZON;UNI QUEEN;GAZON;2;0;1;5.5;0.0;50.0
UNITECONOMICS;GAZON;UNIT ECONOMICS;GAZON;1;0;0;6.0;0.0;0.0
UNITEDCOLOR;GAZON;UNITED COLOR;GAZON;6;0;0;8.333333333333334;0.0;0.0
UNITEDFORCE;GAZON;UNITED FORCE;GAZON;2;0;0;6.5;0.0;0.0
UNITER;GAZON;UNITER;GAZON;1;0;0;7.0;0.0;0.0
UNITING;GAZON;UNITING;GAZON;1;0;1;2.0;0.0;100.0
UNIVERSALDREAM;GAZON;UNIVERSAL DREAM;GAZON;2;0;0;7.0;0.0;0.0
UNIVERSALHORSE;GAZON;UNIVERSAL HORSE;GAZON;1;0;0;7.0;0.0;0.0
UNIVERSALHOTNESS;GAZON;UNIVERSAL HOTNESS;GAZON;1;0;0;4.0;0.0;0.0
UNIVERSO;GAZON;UNIVERSO;GAZON;1;0;0;6.0;0.0;0.0
UNIVERSOPARALELO;GAZON;UNIVERSO PARALELO;GAZON;1;0;1;2.0;0.0;100.0
UNJOURPOURMOI;GAZON;UN JOUR POUR MOI;GAZON;3;2;3;1.6666666666666667;66.7;100.0
UNKNOWNJOURNEY;GAZON;UNKNOWN JOURNEY;GAZON;1;0;0;8.0;0.0;0.0
UNKNOWNTERRITORY;GAZON;UNKNOWN TERRITORY;GAZON;4;0;2;6.5;0.0;50.0
UNLEASHED;GAZON;UNLEASHED;GAZON;2;0;0;8.5;0.0;0.0
UNLIMITEDPOTENTIAL;GAZON;UNLIMITEDPOTENTIAL;GAZON;3;1;1;0.3333333333333333;33.3;33.3
UNMILAGROTH;GAZON;UN MILAGRO TH;GAZON;2;0;0;8.0;0.0;0.0
UNOCERO;GAZON;UNO CERO;GAZON;5;0;0;10.8;0.0;0.0
UNODORMA;GAZON;UNO DORMA;GAZON;3;0;0;3.6666666666666665;0.0;0.0
UNOMACHO;GAZON;UNO MACHO;GAZON;3;0;2;4.333333333333333;0.0;66.7
UNOMALUCO;GAZON;UNO MALUCO;GAZON;3;0;0;4.0;0.0;0.0
UNPENAL;GAZON;UN PENAL;GAZON;3;0;0;4.333333333333333;0.0;0.0
UNPOCOMAS;GAZON;UN POCO MAS;GAZON;1;0;0;13.0;0.0;0.0
UNPREDICTABLE;GAZON;UNPREDICTABLE;GAZON;1;0;0;0.0;0.0;0.0
UNPTITRUCENPLUS;GAZON;UN PTI TRUC ENPLUS;GAZON;1;0;0;13.0;0.0;0.0
UNRAYO;GAZON;UN RAYO;GAZON;1;1;1;1.0;100.0;100.0
UNSEARCHABLE;GAZON;UNSEARCHABLE;GAZON;1;1;1;1.0;100.0;100.0
UNSHAKABLE;GAZON;UNSHAKABLE;GAZON;1;1;1;1.0;100.0;100.0
UNTILLASTCALL;GAZON;UNTIL LAST CALL;GAZON;1;0;0;4.0;0.0;0.0
UNVRAIVENUSIEN;GAZON;UN VRAI VENUSIEN;GAZON;1;1;1;1.0;100.0;100.0
UNWAVERINGMONARCH;GAZON;UNWAVERING MONARCH;GAZON;2;0;0;3.5;0.0;0.0
UNWRITTENRULE;GAZON;UNWRITTEN RULE;GAZON;1;0;0;0.0;0.0;0.0
UOPTIMISTIK;GAZON;U OPTIMISTIK;GAZON;2;0;1;3.5;0.0;50.0
UPAMECANO;GAZON;UPAMECANO;GAZON;2;1;1;3.0;50.0;50.0
UPANDUP;GAZON;UP AND UP;GAZON;1;0;0;0.0;0.0;0.0
UPAPAMIM;GAZON;U PAPA MIM;GAZON;2;0;0;5.0;0.0;0.0
UPASCAL;GAZON;U PASCAL;GAZON;1;0;0;4.0;0.0;0.0
UPEPO;GAZON;UPEPO;GAZON;1;0;0;9.0;0.0;0.0
UPPERCUT;GAZON;UPPERCUT;GAZON;9;1;3;6.0;11.1;33.3
UPRIMERO;GAZON;U PRIMERO;GAZON;3;0;0;3.6666666666666665;0.0;0.0
UPSHOT;GAZON;UPSHOT;GAZON;1;0;0;4.0;0.0;0.0
UPTHEANTI;GAZON;UP THE ANTI;GAZON;3;0;0;6.333333333333333;0.0;0.0
UPTHEJAZZ;GAZON;UP THE JAZZ;GAZON;1;0;0;9.0;0.0;0.0
UPTOWNFUNK;GAZON;UPTOWN FUNK;GAZON;1;0;1;2.0;0.0;100.0
UPTOWNROSIE;GAZON;UPTOWN ROSIE;GAZON;1;0;0;7.0;0.0;0.0
UPTOWNWALKTHELINE;GAZON;UPTOWN WALK THE LINE;GAZON;4;1;2;5.25;25.0;50.0
UPWITHCHARM;GAZON;UP WITH CHARM;GAZON;2;0;0;5.0;0.0;0.0
URABEAST;GAZON;UR A BEAST;GAZON;2;0;0;12.0;0.0;0.0
URAHERO;GAZON;UR A HERO;GAZON;3;0;2;3.3333333333333335;0.0;66.7
URANUSSTAR;GAZON;URANUS STAR;GAZON;5;0;2;7.0;0.0;40.0
URAPPROVED;GAZON;UR APPROVED;GAZON;3;0;0;6.666666666666667;0.0;0.0
URBANCOTAI;GAZON;URBAN COTAI;GAZON;2;0;0;9.0;0.0;0.0
URBANLION;GAZON;URBAN LION;GAZON;2;1;1;0.5;50.0;50.0
URBANROAD;GAZON;URBAN ROAD;GAZON;1;0;0;7.0;0.0;0.0
URBANWARRIOR;GAZON;URBAN WARRIOR;GAZON;1;0;0;4.0;0.0;0.0
URBES;GAZON;URBES;GAZON;2;0;0;6.0;0.0;0.0
URECA;GAZON;URECA;GAZON;2;1;2;2.0;50.0;100.0
URELIA;GAZON;URELIA;GAZON;2;0;1;4.0;0.0;50.0
URGENCE;GAZON;URGENCE;GAZON;2;2;2;1.0;100.0;100.0
URGENCY;GAZON;URGENCY;GAZON;1;0;1;3.0;0.0;100.0
URGLAMUROUS;GAZON;UR GLAMUROUS;GAZON;2;0;1;3.0;0.0;50.0
URKISS;GAZON;UR KISS;GAZON;3;1;1;3.0;33.3;33.3
URSULAPH;GAZON;URSULA PH;GAZON;3;1;1;4.0;33.3;33.3
URSWEETMEN;GAZON;UR SWEET MEN;GAZON;2;0;0;11.0;0.0;0.0
URTHECAUSE;GAZON;UR THE CAUSE;GAZON;4;0;0;5.0;0.0;0.0
USEE;GAZON;U SEE;GAZON;1;0;0;0.0;0.0;0.0
USEME;GAZON;USE ME;GAZON;1;0;1;2.0;0.0;100.0
USERAMISTOSO;GAZON;USER AMISTOSO;GAZON;7;3;4;2.142857142857143;42.9;57.1
USERKINDLY;GAZON;USER KINDLY;GAZON;8;3;6;3.625;37.5;75.0
USNAVYGIRL;GAZON;USNAVYGIRL;GAZON;2;0;0;6.5;0.0;0.0
USSCHARLESTON;GAZON;U S S CHARLESTON;GAZON;2;0;0;7.5;0.0;0.0
USSCONSTITUTION;GAZON;U S S CONSTITUTION;GAZON;1;0;0;5.0;0.0;0.0
USUNRISE;GAZON;U SUNRISE;GAZON;1;0;0;5.0;0.0;0.0
UTAHBALANCE;GAZON;UTAH BALANCE;GAZON;2;0;0;4.0;0.0;0.0
UTERRIBLE;GAZON;U TERRIBLE;GAZON;6;0;1;7.0;0.0;16.7
UTHER;GAZON;UTHER;GAZON;1;0;0;6.0;0.0;0.0
UTHOOBA;GAZON;UTHOOBA;GAZON;1;0;0;5.0;0.0;0.0
UTHRED;GAZON;UTHRED;GAZON;2;0;1;5.0;0.0;50.0
UTMOSTGOODFAITH;GAZON;UTMOST GOOD FAITH;GAZON;2;1;1;2.5;50.0;50.0
UTOPIAN;GAZON;UTOPIAN;GAZON;1;0;0;0.0;0.0;0.0
UTXA;GAZON;UTXA;GAZON;1;0;1;3.0;0.0;100.0
UVAMORE;GAZON;UVAMORE;GAZON;1;0;1;2.0;0.0;100.0
UZINCSO;GAZON;UZINCSO;GAZON;2;0;0;7.5;0.0;0.0
VACATIONCHUCK;GAZON;VACATION CHUCK;GAZON;1;0;1;3.0;0.0;100.0
VACATIONJOY;GAZON;VACATION JOY;GAZON;4;0;0;4.0;0.0;0.0
VACUNATE;GAZON;VACUNATE;GAZON;2;0;0;4.5;0.0;0.0
VADIROUMA;GAZON;VADIROUMA;GAZON;3;1;2;1.3333333333333333;33.3;66.7
VADIRUM;GAZON;VADIRUM;GAZON;3;1;1;5.666666666666667;33.3;33.3
VAELTERCERO;GAZON;VA EL TERCERO;GAZON;1;0;1;2.0;0.0;100.0
VAFORTINO;GAZON;VAFORTINO;GAZON;4;0;0;6.25;0.0;0.0
VAIBENECOSI;GAZON;VAI BENE COSI;GAZON;3;0;0;9.666666666666666;0.0;0.0
VAINUNIVERSE;GAZON;VAIN UNIVERSE;GAZON;1;0;0;8.0;0.0;0.0
VAISSEAUFANTOME;GAZON;VAISSEAU FANTOME;GAZON;2;0;1;6.0;0.0;50.0
VALANCO;GAZON;VALANCO;GAZON;3;1;1;5.0;33.3;33.3
VALASARA;GAZON;VALASARA;GAZON;1;0;0;4.0;0.0;0.0
VALBADIA;GAZON;VAL BADIA;GAZON;1;0;1;2.0;0.0;100.0
VALDEFLORES;GAZON;VAL DE FLORES;GAZON;2;0;2;2.5;0.0;100.0
VALDERRAMA;GAZON;VALDERRAMA;GAZON;3;0;2;3.3333333333333335;0.0;66.7
VALDIVIA;GAZON;VALDIVIA;GAZON;5;1;3;4.6;20.0;60.0
VALDORCIA;GAZON;VALDORCIA;GAZON;5;0;2;4.6;0.0;40.0
VALEDICTORY;GAZON;VALEDICTORY;GAZON;1;1;1;1.0;100.0;100.0
VALENCE;GAZON;VALENCE;GAZON;4;0;0;4.75;0.0;0.0
VALENDAY;GAZON;VALENDAY;GAZON;1;0;0;6.0;0.0;0.0
VALENRYE;GAZON;VALEN RYE;GAZON;2;0;0;4.0;0.0;0.0
VALENTIA;GAZON;VALENTIA;GAZON;2;1;1;3.0;50.0;50.0
VALENTIME;GAZON;VALEN TIME;GAZON;1;0;0;7.0;0.0;0.0
VALENTINABELLA;GAZON;VALENTINA BELLA;GAZON;3;2;2;3.0;66.7;66.7
VALENTINEBOY;GAZON;VALENTINE BOY;GAZON;1;0;0;10.0;0.0;0.0
VALENTINEDAY;GAZON;VALENTINE DAY;GAZON;5;1;1;5.2;20.0;20.0
VALENTINODANCER;GAZON;VALENTINO DANCER;GAZON;1;0;0;0.0;0.0;0.0
VALENTINOSTAR;GAZON;VALENTINO STAR;GAZON;1;0;1;3.0;0.0;100.0
VALENTO;GAZON;VALENTO;GAZON;5;0;0;10.2;0.0;0.0
VALERAINBOW;GAZON;VALE RAINBOW;GAZON;6;0;1;5.5;0.0;16.7
VALERIE;GAZON;VALERIE;GAZON;1;0;0;6.0;0.0;0.0
VALERTA;GAZON;VALERTA;GAZON;7;1;2;5.0;14.3;28.6
VALEVIEN;GAZON;VALEVIEN;GAZON;3;0;2;5.666666666666667;0.0;66.7
VALHALLA;GAZON;VALHALLA;GAZON;6;0;0;3.1666666666666665;0.0;0.0
VALIABAD;GAZON;VALIABAD;GAZON;9;1;2;4.555555555555555;11.1;22.2
VALIANCY;GAZON;VALIANCY;GAZON;1;0;0;6.0;0.0;0.0
VALIANTDIVA;GAZON;VALIANT DIVA;GAZON;2;0;0;4.0;0.0;0.0
VALIANTFORCE;GAZON;VALIANT FORCE;GAZON;1;0;0;13.0;0.0;0.0
VALIANTHONOR;GAZON;VALIANT HONOR;GAZON;1;0;0;4.0;0.0;0.0
VALIANTWINTER;GAZON;VALIANT WINTER;GAZON;1;0;1;3.0;0.0;100.0
VALIDADA;GAZON;VALIDADA;GAZON;3;0;1;7.666666666666667;0.0;33.3
VALIDCAYETANO;GAZON;VALID CAYETANO;GAZON;2;0;0;7.5;0.0;0.0
VALIDCOVIDOSO;GAZON;VALID COVIDOSO;GAZON;1;0;0;0.0;0.0;0.0
VALIDGIGA;GAZON;VALID GIGA;GAZON;1;0;0;5.0;0.0;0.0
VALIENTE;GAZON;VALIENTE;GAZON;6;1;2;4.5;16.7;33.3
VALIENTEYAM;GAZON;VALIENTE YAM;GAZON;1;0;0;6.0;0.0;0.0
VALIKA;GAZON;VALIKA;GAZON;1;0;1;3.0;0.0;100.0
VALINA;GAZON;VALINA;GAZON;3;0;0;4.333333333333333;0.0;0.0
VALIVALIVAL;GAZON;VALI VALI VAL;GAZON;2;0;1;1.5;0.0;50.0
VALKANA;GAZON;VALKANA;GAZON;4;0;0;9.25;0.0;0.0
VALKIRIA;GAZON;VALKIRIA;GAZON;1;1;1;1.0;100.0;100.0
VALKYRIELEGEND;GAZON;VALKYRIE LEGEND;GAZON;2;1;1;6.0;50.0;50.0
VALKYRIESTORM;GAZON;VALKYRIE STORM;GAZON;1;0;0;5.0;0.0;0.0
VALLANDO;GAZON;VALLANDO;GAZON;6;1;3;4.666666666666667;16.7;50.0
VALLEBARUN;GAZON;VALLE BARUN;GAZON;2;0;0;4.5;0.0;0.0
VALLEDEUCO;GAZON;VALLE DE UCO;GAZON;3;0;0;8.333333333333334;0.0;0.0
VALLEEDECAUX;GAZON;VALLEE DE CAUX;GAZON;1;0;0;12.0;0.0;0.0
VALLEEDEMAI;GAZON;VALLEE DE MAI;GAZON;1;0;0;9.0;0.0;0.0
VALLESALVAJE;GAZON;VALLE SALVAJE;GAZON;2;1;1;3.5;50.0;50.0
VALLEYFARM;GAZON;VALLEY FARM;GAZON;1;0;0;5.0;0.0;0.0
VALLEYOFDAWN;GAZON;VALLEY OF DAWN;GAZON;2;0;0;6.0;0.0;0.0
VALLEYOFFLOWERS;GAZON;VALLEY OF FLOWERS;GAZON;1;0;0;4.0;0.0;0.0
VALLOIRE;GAZON;VALLOIRE;GAZON;6;1;2;6.666666666666667;16.7;33.3
VALLTTERI;GAZON;VALLTTERI;GAZON;1;0;0;12.0;0.0;0.0
VALMACCA;GAZON;VALMACCA;GAZON;2;0;0;11.5;0.0;0.0
VALPOVO;GAZON;VALPOVO;GAZON;1;0;0;8.0;0.0;0.0
VALSEAVECMOIAA;GAZON;VALSE AVEC MOI AA;GAZON;1;0;1;3.0;0.0;100.0
VALSERINE;GAZON;VALSERINE;GAZON;4;0;0;9.0;0.0;0.0
VALSHARAH;GAZON;VALSHARAH;GAZON;2;0;0;7.5;0.0;0.0
VALTOR;GAZON;VALTOR;GAZON;7;1;3;3.5714285714285716;14.3;42.9
VALTRADA;GAZON;VALTRADA;GAZON;7;1;3;3.0;14.3;42.9
VALUEINTHECLOUDS;GAZON;VALUE INTHE CLOUDS;GAZON;2;0;0;5.0;0.0;0.0
VALVANO;GAZON;VALVANO;GAZON;1;0;0;6.0;0.0;0.0
VALVERDE;GAZON;VALVERDE;GAZON;1;0;0;6.0;0.0;0.0
VALZAK;GAZON;VALZAK;GAZON;9;0;2;8.0;0.0;22.2
VALZEINA;GAZON;VALZEINA;GAZON;1;0;0;5.0;0.0;0.0
VAMOARRIBA;GAZON;VAMO ARRIBA;GAZON;1;0;0;6.0;0.0;0.0
VAMOSABRINDAR;GAZON;VAMOS A BRINDAR;GAZON;1;1;1;1.0;100.0;100.0
VAMOSALNOANOA;GAZON;VAMOS AL NOA NOA;GAZON;3;1;1;6.333333333333333;33.3;33.3
VAMOSAMARTE;GAZON;VAMOS A MARTE;GAZON;4;0;0;5.75;0.0;0.0
VAMOSHERCULES;GAZON;VAMOS HERCULES;GAZON;2;0;1;5.5;0.0;50.0
VAMOSQUEPODEMOS;GAZON;VAMOS QUE PODEMOS;GAZON;3;0;0;5.0;0.0;0.0
VAMOSTILIN;GAZON;VAMOS TILIN;GAZON;5;0;1;6.6;0.0;20.0
VAMPIROZEN;GAZON;VAMPIRO ZEN;GAZON;1;0;0;4.0;0.0;0.0
VANBLUTCH;GAZON;VAN BLUTCH;GAZON;4;0;3;3.25;0.0;75.0
VANCOUVER;GAZON;VANCOUVER;GAZON;1;1;1;1.0;100.0;100.0
VANDERBILT;GAZON;VANDERBILT;GAZON;1;1;1;1.0;100.0;100.0
VANDERROHE;GAZON;VAN DER ROHE;GAZON;2;0;0;5.0;0.0;0.0
VANGELIS;GAZON;VANGELIS;GAZON;1;0;0;12.0;0.0;0.0
VANGOCANGO;GAZON;VANGO CAN GO;GAZON;1;0;0;8.0;0.0;0.0
VANHALEN;GAZON;VAN HALEN;GAZON;1;0;0;10.0;0.0;0.0
VANILLA;GAZON;VANILLA;GAZON;1;0;0;5.0;0.0;0.0
VANILLASKIES;GAZON;VANILLA SKIES;GAZON;1;1;1;1.0;100.0;100.0
VANINARUNAWAY;GAZON;VANINA RUNAWAY;GAZON;8;1;1;5.375;12.5;12.5
VANIR;GAZON;VANIR;GAZON;1;0;1;3.0;0.0;100.0
VANISH;GAZON;VANISH;GAZON;1;0;0;0.0;0.0;0.0
VANISHINGWISH;GAZON;VANISHING WISH;GAZON;1;0;0;4.0;0.0;0.0
VANNEAR;GAZON;VAN NEAR;GAZON;1;0;0;0.0;0.0;0.0
VANTA;GAZON;VANTA;GAZON;5;0;1;4.8;0.0;20.0
VANTHEMAN;GAZON;VANTHEMAN;GAZON;1;1;1;1.0;100.0;100.0
