Cheval_clean;Jockey_clean;Cheval;Jockey;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
KARAMAALLEITH;AORANI;KARAMA AL LEITH;A.ORANI;5;0;4;0.0;80.0
KARAMALCHAM;AGAVILAN;KARAM AL CHAM;A.GAVILAN;3;0;0;0.0;0.0
KARANDASH;AGAVILAN;KARANDASH;A.GAVILAN;4;0;1;0.0;25.0
KARANDASH;CMERILLE;KARANDASH;C.MERILLE;1;0;0;0.0;0.0
KARATEZEN;LUCASFRANCISCOGONZALEZ;KARATE ZEN;LUCAS FRANCISCO GONZALEZ;1;0;0;0.0;0.0
KARAWAN;ABERNARD;KARAWAN;A.BERNARD;2;0;0;0.0;0.0
KARAWAN;JCLAUDIC;KARAWAN;J.CLAUDIC;1;0;0;0.0;0.0
KARAWAN;LBOISSEAU;KARAWAN;L.BOISSEAU;1;0;0;0.0;0.0
KARAWAN;SCHUETTE;KARAWAN;S.CHUETTE;1;0;0;0.0;0.0
KARAWAN;STISON;KARAWAN;S.TISON;3;0;0;0.0;0.0
KARAWAN;TTRULLIER;KARAWAN;T.TRULLIER;1;0;0;0.0;0.0
KARAYA;EJZAYAS;KARAYA;E J ZAYAS;1;0;0;0.0;0.0
KARAYA;EZAYAS;KARAYA;E ZAYAS;1;0;1;0.0;100.0
KARESMO;LABZANIBOUCHAIB;KARESMO;LABZANI BOUCHAIB;1;0;0;0.0;0.0
KARESMO;MADIHIWASSIM;KARESMO;MADIHI WASSIM;1;0;0;0.0;0.0
KAREV;BERNARDOESTEBANLEONESPINOZA;KAREV;BERNARDO ESTEBAN LEON ESPINOZA;1;0;0;0.0;0.0
KAREY;CELLIOTT;KAREY;C ELLIOTT;1;1;1;100.0;100.0
KAREY;RESERVISTEMTO2;KAREY;RESERVISTE MTO 2;1;0;0;0.0;0.0
KAREY;RESERVISTEMTO3;KAREY;RESERVISTE MTO 3;1;0;0;0.0;0.0
KARINASDREAM;AHAMELIN;KARINAS DREAM;A.HAMELIN;1;0;0;0.0;0.0
KARINASDREAM;APOUCHIN;KARINAS DREAM;A.POUCHIN;1;0;0;0.0;0.0
KARINASDREAM;BFLANDRIN;KARINAS DREAM;B. FLANDRIN;1;0;0;0.0;0.0
KARINASDREAM;CLECOEUVRE;KARINAS DREAM;C.LECOEUVRE;2;0;1;0.0;50.0
KARINASDREAM;SVOGT;KARINAS DREAM;S.VOGT;2;0;0;0.0;0.0
KARINASDREAM;TPICCONE;KARINAS DREAM;T.PICCONE;1;0;0;0.0;0.0
KARINATA;AGUILLOTEAU;KARINATA;A.GUILLOTEAU;2;0;0;0.0;0.0
KARINATA;BMARIE;KARINATA;B.MARIE;1;0;0;0.0;0.0
KARINATA;EPUILLET-RODA;KARINATA;E.PUILLET-RODA;1;0;0;0.0;0.0
KARINATA;GBON;KARINATA;G.BON;1;0;0;0.0;0.0
KARINATA;MCABAL;KARINATA;M.CABAL;1;0;0;0.0;0.0
KARINATA;STISON;KARINATA;S.TISON;1;0;0;0.0;0.0
KARIOITAHI;EDUBOURG;KARIOITAHI;E.DUBOURG;1;0;0;0.0;0.0
KARIOITAHI;JCLAUDIC;KARIOITAHI;J.CLAUDIC;5;0;0;0.0;0.0
KARIS;GERSONPEREDA;KARIS;GERSON  PEREDA;2;1;2;50.0;100.0
KARISMATIQUE;KIERANO'NEILL;KARISMATIQUE;KIERAN O'NEILL;1;0;1;0.0;100.0
KARISOKE;SIBYLLEVOGT;KARISOKE;SIBYLLE VOGT;1;0;0;0.0;0.0
KARLAJET;RTHOMAS;KARLA JET;R.THOMAS;5;1;2;20.0;40.0
KARLITO;MJUSTUM;KARLITO;M.JUSTUM;3;0;0;0.0;0.0
KARLOVSKY;TPICCONE;KARLOVSKY;T.PICCONE;2;0;0;0.0;0.0
KARMA;MCMONAGLEDB;KARMA;MCMONAGLE D.B.;3;0;1;0.0;33.3
KARMABLING;CARLOSLOPEZ;KARMA BLING;CARLOS LOPEZ;1;0;0;0.0;0.0
KARMACOMA;LBOISSEAU;KARMACOMA;L.BOISSEAU;1;0;0;0.0;0.0
KARMACOMA;PLEDIGABEL;KARMACOMA;P.LE DIGABEL;1;0;0;0.0;0.0
KARMACOMA;VMONTEIRO;KARMACOMA;V.MONTEIRO;1;0;0;0.0;0.0
KARMAYOGA;MOUSSAMOHAMMEDBENBARJA;KARMAYOGA;MOUSSA MOHAMMED BEN BARJA;1;0;0;0.0;0.0
KAROLY;HUGOALEJANDROOCHOAOLMOS;KAROLY;HUGO ALEJANDRO OCHOA OLMOS;1;0;0;0.0;0.0
KAROLY;IGNACIOISAIASVALDIVIA;KAROLY;IGNACIO ISAIAS VALDIVIA;1;0;0;0.0;0.0
KAROLY;RAFAELFRANCISCOCISTERNASAYALA;KAROLY;RAFAEL FRANCISCO CISTERNAS AYALA;1;0;0;0.0;0.0
KARPI;CRISTIANMORENO;KARPI;CRISTIAN MORENO;2;0;0;0.0;0.0
KARPI;JOSEMARIASILVA;KARPI;JOSE MARIA SILVA;3;0;0;0.0;0.0
KARSTADT;ALVAROIGNACIOAPABLAZAESPINOZA;KARSTADT;ALVARO IGNACIO APABLAZA ESPINOZA;2;0;1;0.0;50.0
KARSTADT;BENJAMINSANCHO;KARSTADT;BENJAMIN  SANCHO;1;0;0;0.0;0.0
KARSTADT;CARLOSALEJANDROORTEGATAPIA;KARSTADT;CARLOS ALEJANDRO ORTEGA TAPIA;2;0;1;0.0;50.0
KARSTADT;JAIMEMINO;KARSTADT;JAIME MINO;1;0;0;0.0;0.0
KARSTADT;MAXIMILIANOJOSESALINAS;KARSTADT;MAXIMILIANO JOSE SALINAS;1;0;0;0.0;0.0
KARSTEN;JCASTELLANO;KARSTEN;J CASTELLANO;1;0;1;0.0;100.0
KARTINFLA;ROBERTORODRIGOAVILACONTRERAS;KARTINFLA;ROBERTO RODRIGO AVILA CONTRERAS;1;0;0;0.0;0.0
KARVERT;AMEROU;KAR VERT;A.MEROU;2;0;1;0.0;50.0
KARVERT;DSANTIAGO;KAR VERT;D.SANTIAGO;1;0;0;0.0;0.0
KASAAMORE;AGAVILAN;KASA AMORE;A.GAVILAN;1;0;0;0.0;0.0
KASAAMORE;SLEQUILLEUC;KASA AMORE;S.LE QUILLEUC;2;0;0;0.0;0.0
KASAPAPA;BOWMANH;KASA PAPA;BOWMAN H.;1;0;0;0.0;0.0
KASAPAPA;CHAUCL;KASA PAPA;CHAU C.L.;3;0;0;0.0;0.0
KASAPAPA;PURTONZ;KASA PAPA;PURTON Z.;1;0;0;0.0;0.0
KASCLARITO;ANANIASPEREDA;KASCLARITO;ANANIAS  PEREDA;1;0;0;0.0;0.0
KASCLARITO;BRYANGAJARDOALEXISCORDERO;KASCLARITO;BRYAN GAJARDO ALEXIS CORDERO;1;0;0;0.0;0.0
KASCLARITO;GUSTAVOVERA;KASCLARITO;GUSTAVO VERA;1;0;0;0.0;0.0
KASCLARITO;JUANACAMPOS;KASCLARITO;JUAN A. CAMPOS;2;1;1;50.0;50.0
KASCLARITO;JUANPTORRES;KASCLARITO;JUAN P. TORRES;4;0;0;0.0;0.0
KASGANI;ZAKWHEATLEY;KASGANI;ZAK WHEATLEY;1;0;1;0.0;100.0
KASHGAR;ALVAROIGNACIOAPABLAZAESPINOZA;KASHGAR;ALVARO IGNACIO APABLAZA ESPINOZA;1;0;0;0.0;0.0
KASHGAR;JONATHANANDRESCASTILLOTAPIA;KASHGAR;JONATHAN ANDRES CASTILLO TAPIA;1;0;0;0.0;0.0
KASHGAR;MAURICIOANDRESCHAMORROMELLADO;KASHGAR;MAURICIO ANDRES CHAMORRO MELLADO;1;0;1;0.0;100.0
KASHMIREKID;LUCRECIAMARIANACARABAJAL;KASHMIRE KID;LUCRECIA MARIANA CARABAJAL;1;0;0;0.0;0.0
KASIMSKA;CCARBONI;KASIMSKA;C.CARBONI;1;0;0;0.0;0.0
KASIMSKA;JLACROIX;KASIMSKA;J.LACROIX;1;0;0;0.0;0.0
KASIMSKA;LEFEBVREFABIEN;KASIMSKA;LEFEBVRE FABIEN;1;0;0;0.0;0.0
KASIMSKA;NBAUDET;KASIMSKA;N.BAUDET;1;0;0;0.0;0.0
KASIMSKA;PCHEYER;KASIMSKA;P.CHEYER;1;0;0;0.0;0.0
KASSAB;HJOURNIAC;KASSAB;H.JOURNIAC;1;0;0;0.0;0.0
KASSAB;TBACHELOT;KASSAB;T.BACHELOT;3;0;2;0.0;66.7
KASSOUHIPOLYTE;RESERVISTE2;KASSOU HIPOLYTE;RESERVISTE 2;1;0;0;0.0;0.0
KATALINA;DSIKOROVA;KATALINA;D. SIKOROVA;1;0;1;0.0;100.0
KATALINA;JGOMEZ;KATALINA;J. GOMEZ;1;0;1;0.0;100.0
KATANADESROCS;APOUCHIN;KATANA DES ROCS;A.POUCHIN;1;0;0;0.0;0.0
KATANADESROCS;BKALYSBEKUULU;KATANA DES ROCS;B.KALYSBEK UULU;1;0;0;0.0;0.0
KATANADESROCS;GSIAS;KATANA DES ROCS;G.SIAS;3;0;1;0.0;33.3
KATANADESROCS;RMANGIONE;KATANA DES ROCS;R.MANGIONE;1;0;0;0.0;0.0
KATARA;JOAQUINALEJANDROESCUDERO;KATARA;JOAQUIN ALEJANDRO ESCUDERO;1;0;0;0.0;0.0
KATARA;LEONICOLASACUNA;KATARA;LEO NICOLAS ACUNA;1;0;1;0.0;100.0
KATARA;MARTINJAVIERVALLE;KATARA;MARTIN JAVIER VALLE;1;0;1;0.0;100.0
KATARA;NONCOMMUNIQUE2;KATARA;NON COMMUNIQUE 2;1;0;0;0.0;0.0
KATATJUTA;CLECOEUVRE;KATA TJUTA;C.LECOEUVRE;1;0;0;0.0;0.0
KATATJUTA;HBOUTIN;KATA TJUTA;H.BOUTIN;2;0;1;0.0;50.0
KATDEEL;BELLAYOUNGBERRY;KATDEEL;BELLA YOUNGBERRY;1;0;0;0.0;0.0
KATDUBAI;JAIMEADOLFOMINOFICA;KAT DUBAI;JAIME ADOLFO MINO FICA;1;0;0;0.0;0.0
KATDUBAI;LUISDIEGOMENGHINIYANEZ;KAT DUBAI;LUIS DIEGO MENGHINI YANEZ;1;0;0;0.0;0.0
KATELLGOLETT;TTRULLIER;KATELL GOLETT;T.TRULLIER;1;0;0;0.0;0.0
KATERINARISTOVA;CGONZALEZ;KATERINA RISTOVA;C GONZALEZ;1;0;0;0.0;0.0
KATERYA;DARIENALEXANDERCHEUQUE;KATERYA;DARIEN ALEXANDER CHEUQUE;1;0;0;0.0;0.0
KATERYA;GERALDANDRESRODRIGUEZSEPULVED;KATERYA;GERALD ANDRES RODRIGUEZ SEPULVED;1;0;0;0.0;0.0
KATETHESMATE;MVASQUEZ;KATE THE SMATE;M VASQUEZ;1;0;1;0.0;100.0
KATFIVE;SHAUNO'DONNELL;KAT FIVE;SHAUN O'DONNELL;1;0;1;0.0;100.0
KATHAB;MYRZABEKKAPPUSHEV;KATHAB;MYRZABEK KAPPUSHEV;2;0;1;0.0;50.0
KATHALINA;ABARON;KATHALINA;A.BARON;1;0;0;0.0;0.0
KATHALINA;CPACAUT;KATHALINA;C.PACAUT;3;1;1;33.3;33.3
KATHALINA;HBESNIER;KATHALINA;H.BESNIER;1;0;0;0.0;0.0
KATHALINA;MWALDHAUSER;KATHALINA;M.WALDHAUSER;2;0;0;0.0;0.0
KATHYLIGHT;CFIOCCHI;KATHY LIGHT;C.FIOCCHI;1;0;0;0.0;0.0
KATHYNMARISSA;JLORTIZ;KATHYNMARISSA;J L ORTIZ;2;2;2;100.0;100.0
KATHYSTYLE;RMANGIONE;KATHY STYLE;R.MANGIONE;1;0;0;0.0;0.0
KATIE'SSONG;FINLEYMARSH;KATIE'S SONG;FINLEY MARSH;1;0;0;0.0;0.0
KATIELIGHT;AWERLE;KATIE LIGHT;A.WERLE;1;0;0;0.0;0.0
KATIELIGHT;DPROVOST;KATIE LIGHT;D.PROVOST;3;0;0;0.0;0.0
KATIELIGHT;GTROLLEYDEPREVAUX;KATIE LIGHT;G.TROLLEY DE PREVAUX;1;0;0;0.0;0.0
KATIELIGHT;LBOISSEAU;KATIE LIGHT;L.BOISSEAU;2;0;1;0.0;50.0
KATIELIGHT;PREMOUE;KATIE LIGHT;P.REMOUE;1;0;0;0.0;0.0
KATIEMELUA;JOAQUINALEJANDROHERRERAOLIVAR;KATIE MELUA;JOAQUIN ALEJANDRO HERRERA OLIVAR;1;0;0;0.0;0.0
KATIEMELUA;RAFAELFRANCISCOCISTERNASAYALA;KATIE MELUA;RAFAEL FRANCISCO CISTERNAS AYALA;2;0;0;0.0;0.0
KATKISS;DAVIDPATRICIOSANCHEZSANMARTI;KAT KISS;DAVID PATRICIO SANCHEZ SAN MARTI;1;0;0;0.0;0.0
KATSUMI;BERNARDOESTEBANLEONESPINOZA;KATSUMI;BERNARDO ESTEBAN LEON ESPINOZA;1;0;1;0.0;100.0
KATSUMI;HUGOALEJANDROOCHOAOLMOS;KATSUMI;HUGO ALEJANDRO OCHOA OLMOS;1;0;1;0.0;100.0
KAULA;NICOLASSANTIBANEZ;KAULA;NICOLAS SANTIBANEZ;1;1;1;100.0;100.0
KAUTOYPILLO;OSCARALEJANDROULLOAPEREZ;KAUTO Y PILLO;OSCAR ALEJANDRO ULLOA PEREZ;1;0;0;0.0;0.0
KAVAC;ADRIANMAXIMILIANOGIANNETTI;KAVAC;ADRIAN MAXIMILIANO GIANNETTI;1;0;0;0.0;0.0
KAVAC;MAXIMILIANOHERNANMACHADO;KAVAC;MAXIMILIANO HERNAN MACHADO;1;1;1;100.0;100.0
KAVAKNEY;CCARBONI;KAVAKNEY;C.CARBONI;2;1;2;50.0;100.0
KAVAKNEY;PCHEYER;KAVAKNEY;P.CHEYER;4;0;0;0.0;0.0
KAVARI;MGUYON;KAVARI;M.GUYON;1;0;0;0.0;0.0
KAVENTSMANN;WLADIMIRPANOV;KAVENTSMANN;WLADIMIR PANOV;1;0;0;0.0;0.0
KAVIAR;AMNORACRONAUER;KAVIAR;AM.NORA CRONAUER;1;0;1;0.0;100.0
KAVIAR;BAUYRZHANMURZABAYEV;KAVIAR;BAUYRZHAN MURZABAYEV;2;0;1;0.0;50.0
KAWAALOT;EHARDOUIN;KAWAALOT;E.HARDOUIN;1;0;0;0.0;0.0
KAWAALOT;FVALLESKAR;KAWAALOT;F.VALLE SKAR;1;0;0;0.0;0.0
KAWAALOT;HBOUTIN;KAWAALOT;H.BOUTIN;1;0;0;0.0;0.0
KAWAALOT;LGALLO;KAWAALOT;L.GALLO;3;0;1;0.0;33.3
KAWAALOT;MPIEN;KAWAALOT;M.PIEN;2;0;0;0.0;0.0
KAWARETH;DPROVOST;KAWARETH;D.PROVOST;1;0;0;0.0;0.0
KAWARETH;HSOURBE;KAWARETH;H.SOURBE;1;0;0;0.0;0.0
KAWARETH;LBOISSEAU;KAWARETH;L.BOISSEAU;2;0;0;0.0;0.0
KAWARETH;LMAGREX;KAWARETH;L.MAGREX;1;0;0;0.0;0.0
KAYAANSB;ABDULAZIZALBALUSHI;KAYAAN SB;ABDUL AZIZ AL BALUSHI;1;1;1;100.0;100.0
KAYDELABARRIERE;RJUTEAU;KAY DELA BARRIERE;R.JUTEAU;2;0;0;0.0;0.0
KAYINGATTACK;POONMF;KA YING ATTACK;POON M.F.;2;1;2;50.0;100.0
KAYINGGENERATION;ATZENIA;KA YING GENERATION;ATZENI A.;1;0;0;0.0;0.0
KAYINGGLORY;FERRARISL;KA YING GLORY;FERRARIS L.;1;0;0;0.0;0.0
KAYINGGLORY;POONMF;KA YING GLORY;POON M.F.;1;0;1;0.0;100.0
KAYINGGLORY;TEETANK;KA YING GLORY;TEETAN K.;1;0;0;0.0;0.0
KAYINGRADIANCE;PURTONZ;KA YING RADIANCE;PURTON Z.;1;0;0;0.0;0.0
KAYINGRESILIENCE;TEETANK;KA YING RESILIENCE;TEETAN K.;1;0;0;0.0;0.0
KAYINGRISING;PURTONZ;KA YING RISING;PURTON Z.;3;3;3;100.0;100.0
KAYINGSUPERB;POONMF;KA YING SUPERB;POON M.F.;3;0;0;0.0;0.0
KAYINGSUPERB;YUENHY;KA YING SUPERB;YUEN H.Y.;1;0;0;0.0;0.0
KAYINGWARRIOR;YEUNGML;KA YING WARRIOR;YEUNG M.L.;1;0;0;0.0;0.0
KAYLA'SKOMET;ACONCEPCION;KAYLA'S KOMET;A CONCEPCION;1;0;0;0.0;0.0
KAYNOTES;DANIELEDUARDOARIAS;KAYNOTES;DANIEL EDUARDO ARIAS;1;0;0;0.0;0.0
KAYSA;HMOUESAN;KAYSA;H.MOUESAN;1;0;0;0.0;0.0
KAZANA;PATRICKCARBERY;KAZANA;PATRICK CARBERY;1;0;0;0.0;0.0
KAZFARMGIRL;DDAVIS;KAZ FARM GIRL;D DAVIS;1;1;1;100.0;100.0
KAZOOZA;JBRAVO;KAZOOZA;J BRAVO;1;1;1;100.0;100.0
KAZOOZA;JCASTELLANO;KAZOOZA;J CASTELLANO;2;0;1;0.0;50.0
KAZOOZA;MJHUSBANDS;KAZOOZA;M J HUSBANDS;1;0;1;0.0;100.0
KAZUMBA;MAXIMILIANOHERNANMACHADO;KAZUMBA;MAXIMILIANO HERNAN MACHADO;1;0;0;0.0;0.0
KEA;KEVINBANEGAS;KEA;KEVIN BANEGAS;1;0;0;0.0;0.0
KEA;MARTINJAVIERVALLE;KEA;MARTIN JAVIER VALLE;1;0;1;0.0;100.0
KEANO;ESENTURTURGANAALYUULU;KEANO;ESENTUR TURGANAALY UULU;1;0;1;0.0;100.0
KEANO;MARTINSEIDL;KEANO;MARTIN SEIDL;1;0;1;0.0;100.0
KEANU;CGROSBOIS;KEANU;C.GROSBOIS;1;0;0;0.0;0.0
KEANU;JLACROIX;KEANU;J.LACROIX;1;0;0;0.0;0.0
KEANU;MFAVRIAUX;KEANU;M.FAVRIAUX;1;0;0;0.0;0.0
KEANU;MGRANDIN;KEANU;M.GRANDIN;3;0;1;0.0;33.3
KEANU;MVELON;KEANU;M.VELON;2;0;0;0.0;0.0
KEANU;SVOGT;KEANU;S.VOGT;1;0;1;0.0;100.0
KEANU;YROUSSET;KEANU;Y.ROUSSET;2;1;1;50.0;50.0
KECH;FVERON;KECH;F.VERON;1;0;0;0.0;0.0
KEEFY;LEUNGKC;KEEFY;LEUNG K.C.;2;0;0;0.0;0.0
KEEFY;POONMF;KEEFY;POON M.F.;8;0;2;0.0;25.0
KEELMALPIC;ECRUBLET;KEEL MALPIC;E.CRUBLET;3;0;0;0.0;0.0
KEELMALPIC;PREMOUE;KEEL MALPIC;P.REMOUE;1;0;0;0.0;0.0
KEEMASAN;FRANCISCOJESUSLAVIGNA;KEEMASAN;FRANCISCO JESUS LAVIGNA;2;1;1;50.0;50.0
KEENAPPROACH;CDEMURO;KEEN APPROACH;C.DEMURO;3;0;0;0.0;0.0
KEENAPPROACH;FVALLESKAR;KEEN APPROACH;F.VALLE SKAR;1;0;0;0.0;0.0
KEENAPPROACH;MBARZALONA;KEEN APPROACH;M.BARZALONA;2;1;2;50.0;100.0
KEENAPPROACH;MZSAHEBJAN;KEEN APPROACH;M.Z .SAHEBJAN;1;0;0;0.0;0.0
KEENAPPROACH;TBACHELOT;KEEN APPROACH;T.BACHELOT;1;0;0;0.0;0.0
KEENLADY;ABARON;KEEN LADY;A.BARON;6;0;4;0.0;66.7
KEENLADY;CLECOEUVRE;KEEN LADY;C.LECOEUVRE;1;0;0;0.0;0.0
KEENLADY;LBOISSEAU;KEEN LADY;L.BOISSEAU;1;0;0;0.0;0.0
KEENMOLLY;CHADWICKM;KEEN MOLLY;CHADWICK M.;1;0;0;0.0;0.0
KEENMOLLY;TEETANK;KEEN MOLLY;TEETAN K.;2;0;0;0.0;0.0
KEEPAHEADCLERMON;DEHENSMORGAN;KEEP AHEAD CLERMON;DEHENS MORGAN;4;0;1;0.0;25.0
KEEPAHEADCLERMON;TEVELSMORGANE;KEEP AHEAD CLERMON;TEVELS MORGANE;1;0;0;0.0;0.0
KEEPANEYEONIT;DAVIDNOLAN;KEEP AN EYE ON IT;DAVID NOLAN;1;0;1;0.0;100.0
KEEPAWAY;AMMATTHEWSJOHNSON;KEEP AWAY;AM.MATTHEW S.JOHNSON;1;0;1;0.0;100.0
KEEPAWAY;ESTHERRUTHWEISSMEIER;KEEP AWAY;ESTHER RUTH WEISSMEIER;2;0;0;0.0;0.0
KEEPDREAMING;MJUSTUM;KEEP DREAMING;M.JUSTUM;1;0;0;0.0;0.0
KEEPHIMCOMPANY;JACKKENNEDY;KEEP HIM COMPANY;JACK KENNEDY;1;0;0;0.0;0.0
KEEPITCOOL;CHRISTIANHOWARTH;KEEP IT COOL;CHRISTIAN HOWARTH;2;0;2;0.0;100.0
KEEPONMOVING;IORTIZ,JR;KEEP ON MOVING;I ORTIZ, JR.;1;0;0;0.0;0.0
KEEPONMOVING;MAVASQUEZ;KEEP ON MOVING;M A VASQUEZ;1;0;0;0.0;0.0
KEEPONMOVING;MVASQUEZ;KEEP ON MOVING;M VASQUEZ;1;0;0;0.0;0.0
KEEPSAKEBOX;MHUSBANDS;KEEPSAKE BOX;M HUSBANDS;1;0;0;0.0;0.0
KEEPSMILING;THOREHAMMER-HANSEN;KEEP SMILING;THORE HAMMER-HANSEN;1;0;0;0.0;0.0
KEETA;ACRASTUS;KEETA;A.CRASTUS;1;0;0;0.0;0.0
KEETA;TBACHELOT;KEETA;T.BACHELOT;1;0;0;0.0;0.0
KEEWAYDIN;MFRANCO;KEEWAYDIN;M FRANCO;1;1;1;100.0;100.0
KEF;FVILLAPINO;KEF;F VILLA PINO;1;0;1;0.0;100.0
KEFFAAF;RAYDAWSON;KEFFAAF;RAY DAWSON;1;0;0;0.0;0.0
KEFFAAF;SILVESTREDESOUSA;KEFFAAF;SILVESTRE DE SOUSA;1;0;0;0.0;0.0
KEIDAR;JOAQUINALEJANDROHERRERAOLIVAR;KEIDAR;JOAQUIN ALEJANDRO HERRERA OLIVAR;1;0;0;0.0;0.0
KEIDAR;JORGEEDUARDOZUNIGA;KEIDAR;JORGE EDUARDO ZUNIGA;2;0;0;0.0;0.0
KEIRA;BENJAMINRODRIGOTRONCOSO;KEIRA;BENJAMIN RODRIGO TRONCOSO;1;0;0;0.0;0.0
KEIRA;GUSTAVOADRIANAROS;KEIRA;GUSTAVO ADRIAN AROS;1;0;0;0.0;0.0
KEIRA;NELSONANDRESROJAS;KEIRA;NELSON ANDRES ROJAS;1;0;0;0.0;0.0
KEIRA;VICTORMANUELMIRANDAGALLEGOS;KEIRA;VICTOR MANUEL MIRANDA GALLEGOS;2;0;1;0.0;50.0
KEJUANJO;LUCASGUIDA;KE JUANJO;LUCAS GUIDA;1;0;0;0.0;0.0
KEKE;WJLEE;KEKE;W.J. LEE;1;0;0;0.0;0.0
KELANI;CELINEJOHNE;KELANI;CELINE JOHNE;1;0;0;0.0;0.0
KELBOFRER;YBARILLE;KELBOFRER;Y.BARILLE;2;0;0;0.0;0.0
KELCE;HBOUTIN;KELCE;H.BOUTIN;1;1;1;100.0;100.0
KELICUORINO;WILLIAMPEREYRA;KE LICUORINO;WILLIAM PEREYRA;1;0;1;0.0;100.0
KELLYKEY;CDEMURO;KELLY KEY;C.DEMURO;2;0;0;0.0;0.0
KELLYKEY;DPROVOST;KELLY KEY;D.PROVOST;1;0;0;0.0;0.0
KELLYKEY;HBOUTIN;KELLY KEY;H.BOUTIN;2;0;0;0.0;0.0
KELLYKEY;LBOISSEAU;KELLY KEY;L.BOISSEAU;6;1;2;16.7;33.3
KELLYKEY;TTRULLIER;KELLY KEY;T.TRULLIER;2;0;0;0.0;0.0
KELLYROSE;MARTINANTONIOLAPALMA;KELLY ROSE;MARTIN ANTONIO LA PALMA;2;0;0;0.0;0.0
KELREGALD'APACHE;CDAMOUR;KEL REGAL D'APACHE;C.DAMOUR;1;0;0;0.0;0.0
KELREGALD'APACHE;JGUILLOCHON;KEL REGAL D'APACHE;J.GUILLOCHON;1;0;0;0.0;0.0
KEMPES;ATZENIA;KEMPES;ATZENI A.;1;0;0;0.0;0.0
KENAKIR;WILLIAMPEREYRA;KENAKIR;WILLIAM PEREYRA;1;1;1;100.0;100.0
KENALIGHT;DBREUX;KENALIGHT;D.BREUX;3;0;0;0.0;0.0
KENCHAK;ACRASTUS;KENCHAK;A.CRASTUS;3;1;1;33.3;33.3
KEND'ARZ;TIMBURGIN;KEN D'ARZ;TIM BURGIN;3;1;1;33.3;33.3
KENDALLROY;CHRISHAYES;KENDALL ROY;CHRIS HAYES;1;0;0;0.0;0.0
KENDARO;EHARDOUIN;KENDARO;E.HARDOUIN;1;0;0;0.0;0.0
KENDARO;ESOLINAS;KENDARO;E.SOLINAS;1;0;0;0.0;0.0
KENDARO;JMARIEN;KENDARO;J.MARIEN;3;0;0;0.0;0.0
KENDARO;MBARZALONA;KENDARO;M.BARZALONA;1;0;0;0.0;0.0
KENDARO;SPASQUIER;KENDARO;S.PASQUIER;1;0;0;0.0;0.0
KENDARO;STISON;KENDARO;S.TISON;1;0;1;0.0;100.0
KENDELYA;ESOLINAS;KENDELYA;E.SOLINAS;1;0;0;0.0;0.0
KENDELYA;MFOREST;KENDELYA;M.FOREST;1;0;0;0.0;0.0
KENDELYA;SPASQUIER;KENDELYA;S.PASQUIER;3;0;0;0.0;0.0
KENERGY;CALLUMSHEPHERD;KENERGY;CALLUM SHEPHERD;1;0;1;0.0;100.0
KENERGY;JACKDACE;KENERGY;JACK DACE;1;0;0;0.0;0.0
KENOR;CDEMURO;KENOR;C. DEMURO;1;0;1;0.0;100.0
KENOR;FLEFEBVRE;KENOR;F.LEFEBVRE;2;0;0;0.0;0.0
KENOR;KVANDERBEKE;KENOR;K.VANDERBEKE;3;0;1;0.0;33.3
KENOR;TMARLIN;KENOR;T.MARLIN;1;0;0;0.0;0.0
KENOSTORM;WLEVESQUE;KENOSTORM;W.LEVESQUE;2;0;1;0.0;50.0
KENPIC;DSANTIAGO;KENPIC;D.SANTIAGO;2;0;1;0.0;50.0
KENPIC;LGROSSO;KENPIC;L.GROSSO;1;0;0;0.0;0.0
KENPIC;OANDIGNE;KENPIC;O.ANDIGNE;1;0;0;0.0;0.0
KENSILVER;JCLAUDIC;KENSILVER;J.CLAUDIC;7;2;5;28.6;71.4
KENSINGTONLANE;CHRISHAYES;KENSINGTON LANE;CHRIS HAYES;1;0;0;0.0;0.0
KENSINGTONLANE;JROSARIO;KENSINGTON LANE;J ROSARIO;1;1;1;100.0;100.0
KENTO;BILLYLOUGHNANE;KENTO;BILLY LOUGHNANE;1;0;1;0.0;100.0
KENTUCKYBLUE;JOSEPHSEE;KENTUCKY BLUE;JOSEPH SEE;1;0;0;0.0;0.0
KENTUCKYRAIN;CIERENFALLON;KENTUCKY RAIN;CIEREN FALLON;1;0;0;0.0;0.0
KENZAL;CDEMURO;KENZAL;C.DEMURO;2;0;0;0.0;0.0
KENZAL;MBRUNELLI;KENZAL;M.BRUNELLI;1;0;0;0.0;0.0
KENZAL;MGRANDIN;KENZAL;M.GRANDIN;2;0;1;0.0;50.0
KENZAL;MWALDHAUSER;KENZAL;M.WALDHAUSER;3;1;2;33.3;66.7
KENZEL;ECORALLO;KENZEL;E.CORALLO;2;0;0;0.0;0.0
KENZEL;MGUYON;KENZEL;M.GUYON;2;0;1;0.0;50.0
KENZEL;SPASQUIER;KENZEL;S.PASQUIER;1;0;0;0.0;0.0
KEPKA;WLADIMIREMILIANOQUINTEROSGONZ;KEPKA;WLADIMIR EMILIANO QUINTEROS GONZ;1;0;0;0.0;0.0
KERDINA;MLAURON;KERDINA;M.LAURON;3;0;1;0.0;33.3
KERDINA;VJANACEK;KERDINA;V.JANACEK;1;0;0;0.0;0.0
