Cheval_clean;Terrain_clean;Cheval;Terrain;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
ISPAHAN;TROIS_ANS_ET_PLUS;ISPAHAN;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
ISPERIA;GAZON;ISPERIA;GAZON;2;0;0;5.0;0.0;0.0
ISRAA;GAZON;ISRAA;GAZON;1;0;0;0.0;0.0;0.0
ISTANBUL;HERBE;ISTANBUL;HERBE;1;0;1;2.0;0.0;100.0
ISTILLDREAM;GAZON;I STILL DREAM;GAZON;3;0;0;11.666666666666666;0.0;0.0
ISTILLHAVEFAITH;HERBE;I STILL HAVE FAITH;HERBE;1;0;0;6.0;0.0;0.0
ISTRIONICO;HERBE;ISTRIONICO;HERBE;1;0;0;5.0;0.0;0.0
ISTWOOD;HERBE;ISTWOOD;HERBE;1;0;0;9.0;0.0;0.0
IT'SALOVETHING;GAZON;IT'S A LOVE THING;GAZON;2;0;0;3.5;0.0;0.0
IT'SEAGLE;HERBE;IT'S EAGLE;HERBE;3;0;2;3.3333333333333335;0.0;66.7
IT'SMYLOOK;CINQ_ANS_ET_PLUS;IT'S MY LOOK;CINQ_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
IT'SONLYAGAME;HERBE;IT'S ONLY A GAME;HERBE;1;0;0;15.0;0.0;0.0
IT'SONLYFUN;HERBE;IT'S ONLY FUN;HERBE;1;0;0;6.0;0.0;0.0
IT'SONLYLOVE;DEUX_ANS;IT'S ONLY LOVE;DEUX_ANS;1;0;0;0.0;0.0;0.0
IT'SONLYLOVE;HERBE;IT'S ONLY LOVE;HERBE;2;0;1;6.0;0.0;50.0
IT'SONLYWORDS;GAZON;IT'S ONLY WORDS;GAZON;1;1;1;1.0;100.0;100.0
IT'SPISTACHIO;HERBE;IT'S PISTACHIO;HERBE;2;1;2;1.5;50.0;100.0
ITAEWON;GAZON;ITAEWON;GAZON;6;2;3;5.5;33.3;50.0
ITAEWON;HERBE;ITAEWON;HERBE;4;0;2;5.25;0.0;50.0
ITALIANSOIREE;HERBE;ITALIAN SOIREE;HERBE;3;0;1;3.6666666666666665;0.0;33.3
ITALIANSYMPHONY;HERBE;ITALIAN SYMPHONY;HERBE;1;0;0;0.0;0.0;0.0
ITALIANWINE;GAZON;ITALIAN WINE;GAZON;1;0;0;8.0;0.0;0.0
ITALO;GAZON;ITALO;GAZON;1;0;0;10.0;0.0;0.0
ITALY;HERBE;ITALY;HERBE;1;0;0;6.0;0.0;0.0
ITAMARATI;GAZON;ITAMARATI;GAZON;2;0;1;8.0;0.0;50.0
ITCHY;GAZON;ITCHY;GAZON;1;0;0;5.0;0.0;0.0
ITEM;HERBE;ITEM;HERBE;1;0;0;9.0;0.0;0.0
ITHINKILOVEYOU;GAZON;ITHINKILOVEYOU;GAZON;1;0;0;8.0;0.0;0.0
ITHINKILOVEYOU;HERBE;ITHINKILOVEYOU;HERBE;1;0;0;10.0;0.0;0.0
ITSATENFROMLEN;HERBE;ITSATENFROMLEN;HERBE;1;0;0;15.0;0.0;0.0
ITSONLYROCKANDROLL;GAZON;ITSONLYROCKANDROLL;GAZON;1;0;1;3.0;0.0;100.0
ITSSATISFACTUAL;HERBE;ITS SATISFACTUAL;HERBE;1;0;0;5.0;0.0;0.0
ITZALOCK;GAZON;ITZA LOCK;GAZON;2;0;2;3.0;0.0;100.0
ITZATEAMSTER;HERBE;ITZA TEAMSTER;HERBE;1;0;0;8.0;0.0;0.0
IVANOV;SIX_ANS_ET_PLUS;IVANOV;SIX_ANS_ET_PLUS;5;1;4;2.6;20.0;80.0
IVANOVKA;HERBE;IVANOVKA;HERBE;2;0;0;6.5;0.0;0.0
IVAWAI;HERBE;IVAWAI;HERBE;2;0;0;6.0;0.0;0.0
IVEYMYLOVE;TROIS_ANS_ET_PLUS;IVEY MY LOVE;TROIS_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
IVORYANDEBONY;HERBE;IVORY AND EBONY;HERBE;1;0;0;9.0;0.0;0.0
IVORYSPRING;GAZON;IVORY SPRING;GAZON;4;3;3;2.25;75.0;75.0
IVORYSPRING;HERBE;IVORY SPRING;HERBE;1;0;0;12.0;0.0;0.0
IVRACHOPE;HERBE;IVRA CHOPE;HERBE;8;1;3;5.25;12.5;37.5
IVYLEAGUE;HERBE;IVY LEAGUE;HERBE;3;0;0;8.0;0.0;0.0
IVYLEAGUE;TROIS_ANS_ET_PLUS;IVY LEAGUE;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
IVYQUEEN;GAZON;IVY QUEEN;GAZON;1;0;0;7.0;0.0;0.0
IWAJUR;HERBE;IWAJUR;HERBE;2;0;0;10.5;0.0;0.0
IWANTMYTIMEWITHYOU;GAZON;IWANTMYTIMEWITHYOU;GAZON;1;0;1;2.0;0.0;100.0
IWANTOBREAKFREE;HERBE;IWANTOBREAK FREE;HERBE;3;0;0;10.666666666666666;0.0;0.0
IWASALWAYS;TROIS_ANS;I WAS ALWAYS;TROIS_ANS;2;0;1;3.5;0.0;50.0
IWISHYOULOVE;GAZON;I WISH YOU LOVE;GAZON;1;0;1;3.0;0.0;100.0
IXIADOJAGUARETE;HERBE;IXIA DO JAGUARETE;HERBE;1;0;0;5.0;0.0;0.0
IXIAS;HERBE;IXIAS;HERBE;4;0;1;4.0;0.0;25.0
IZASTEP;GAZON;IZASTEP;GAZON;2;2;2;1.0;100.0;100.0
IZASTEP;HERBE;IZASTEP;HERBE;3;1;1;5.666666666666667;33.3;33.3
IZAWAY;HERBE;IZAWAY;HERBE;4;0;0;7.25;0.0;0.0
IZEARUNNER;GAZON;IZE A RUNNER;GAZON;1;0;0;5.0;0.0;0.0
IZESTE;TROIS_ANS_ET_PLUS;IZESTE;TROIS_ANS_ET_PLUS;1;0;0;10.0;0.0;0.0
J'AIMEMAREINE;HERBE;J'AIME MA REINE;HERBE;1;0;1;2.0;0.0;100.0
J'AURAISDU;GAZON;J'AURAIS DU;GAZON;7;1;2;5.571428571428571;14.3;28.6
J'AURAISDU;HERBE;J'AURAIS DU;HERBE;6;0;2;6.0;0.0;33.3
J'AURAISDU;QUATRE_ANS_ET_PLUS;J'AURAIS DU;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
J'RAY'SJEWEL;GAZON;J'RAY'S JEWEL;GAZON;1;0;1;2.0;0.0;100.0
J'RAY'SJEWEL;HERBE;J'RAY'S JEWEL;HERBE;1;0;1;3.0;0.0;100.0
JAAMIR;GAZON;JAAMIR;GAZON;1;0;0;13.0;0.0;0.0
JAANKITUKRI;HERBE;JAAN KI TUKRI;HERBE;1;0;0;9.0;0.0;0.0
JABALJAIS;GAZON;JABAL JAIS;GAZON;1;0;0;7.0;0.0;0.0
JABOSS;GAZON;JABOSS;GAZON;1;0;0;4.0;0.0;0.0
JABRACADABRA;HERBE;JABRACADABRA;HERBE;4;3;4;1.25;75.0;100.0
JACK'SGOLDENGOAL;GAZON;JACK'S GOLDEN GOAL;GAZON;2;0;0;0.0;0.0;0.0
JACK'SPROMISE;GAZON;JACK'S PROMISE;GAZON;1;1;1;1.0;100.0;100.0
JACK'SPROMISE;QUATRE_ANS_ET_PLUS;JACK'S PROMISE;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JACKANDJIM;GAZON;JACK AND JIM;GAZON;1;0;0;0.0;0.0;0.0
JACKANDJIM;HERBE;JACK AND JIM;HERBE;1;0;0;0.0;0.0;0.0
JACKCHARLES;GAZON;JACK CHARLES;GAZON;1;0;1;3.0;0.0;100.0
JACKEMJAMES;DEUX_ANS_ET_PLUS;JACKEMJAMES;DEUX_ANS_ET_PLUS;2;0;1;5.5;0.0;50.0
JACKIETHEJOKER;GAZON;JACKIE THE JOKER;GAZON;1;1;1;1.0;100.0;100.0
JACKKEROUAC;QUATRE_ANS_ET_PLUS;JACK KEROUAC;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
JACKKEROUAC;TROIS_ANS_ET_PLUS;JACK KEROUAC;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
JACKNEGRO;TROIS_ANS;JACK NEGRO;TROIS_ANS;2;0;0;3.5;0.0;0.0
JACKO'BOY;HERBE;JACK O'BOY;HERBE;5;0;0;7.4;0.0;0.0
JACKOFTRADES;GAZON;JACK OF TRADES;GAZON;1;0;0;16.0;0.0;0.0
JACKOFTRADES;HERBE;JACK OF TRADES;HERBE;7;0;1;7.714285714285714;0.0;14.3
JACKRABBITSLIMS;TROIS_ANS;JACK RABBIT SLIMS;TROIS_ANS;1;0;1;2.0;0.0;100.0
JACKSON'SDIXIE;GAZON;JACKSON'S DIXIE;GAZON;1;0;0;7.0;0.0;0.0
JACKSONBAILEYS;HERBE;JACKSON BAILEYS;HERBE;1;0;1;3.0;0.0;100.0
JACKSONCANYON;HERBE;JACKSON CANYON;HERBE;1;0;0;4.0;0.0;0.0
JACKSONHABIT;HERBE;JACKSON HABIT;HERBE;2;0;0;9.0;0.0;0.0
JACKSONHEIGHTS;GAZON;JACKSON HEIGHTS;GAZON;1;0;0;4.0;0.0;0.0
JACKSONHEIGHTS;HERBE;JACKSON HEIGHTS;HERBE;1;0;0;0.0;0.0;0.0
JACKVILLA;TROIS_ANS;JACK VILLA;TROIS_ANS;1;0;0;7.0;0.0;0.0
JACQUEMONTII;HERBE;JACQUEMONTII;HERBE;1;0;0;12.0;0.0;0.0
JADDE;SABLE;JADDE;SABLE;1;0;0;4.0;0.0;0.0
JADESJAY;TROIS_ANS_ET_PLUS;JADES JAY;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
JADORLINIJA;GAZON;JADORLINIJA;GAZON;2;0;1;3.5;0.0;50.0
JAEHAERA;TROIS_ANS;JAEHAERA;TROIS_ANS;1;0;0;19.0;0.0;0.0
JAFARD'ESCARAA;HERBE;JAFAR D'ESCAR AA;HERBE;4;0;0;3.75;0.0;0.0
JAFARD'ESCARAA;QUATRE_ANS_ET_PLUS;JAFAR D'ESCAR AA;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JAGDA;GAZON;JAGDA;GAZON;4;0;1;6.5;0.0;25.0
JAGDA;HERBE;JAGDA;HERBE;4;1;2;3.5;25.0;50.0
JAGERMAISTER;GAZON;JAGER MAISTER;GAZON;2;0;0;4.5;0.0;0.0
JAGERMAISTER;QUATRE_ANS_ET_PLUS;JAGER MAISTER;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JAGGEDEDGE;HERBE;JAGGED EDGE;HERBE;1;0;0;0.0;0.0;0.0
JAGGER;DEUX_ANS;JAGGER;DEUX_ANS;1;0;0;5.0;0.0;0.0
JAGUAREPRECIEUSE;GAZON;JAGUARE PRECIEUSE;GAZON;5;1;1;7.6;20.0;20.0
JAGUAREPRECIEUSE;HERBE;JAGUARE PRECIEUSE;HERBE;5;2;2;7.2;40.0;40.0
JAICHWILL;HERBE;JA ICH WILL;HERBE;1;0;0;7.0;0.0;0.0
JAIMINI;TROIS_ANS_ET_PLUS;JAIMINI;TROIS_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JAKAJARO;HERBE;JAKAJARO;HERBE;2;0;1;4.0;0.0;50.0
JAKARTATROISAA;HERBE;JAKARTA TROIS AA;HERBE;3;1;1;2.0;33.3;33.3
JAKARTATROISAA;QUATRE_ANS_ET_PLUS;JAKARTA TROIS AA;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JAKAYADUMAZET;HERBE;JAKAYA DU MAZET;HERBE;2;0;0;8.0;0.0;0.0
JALILA;HERBE;JALILA;HERBE;1;0;0;5.0;0.0;0.0
JALIMBA;QUATRE_ANS_ET_PLUS;JALIMBA;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
JALISCA;GAZON;JALISCA;GAZON;1;0;0;11.0;0.0;0.0
JALISCO;HERBE;JALISCO;HERBE;2;0;0;6.5;0.0;0.0
JALISCO;TROIS_ANS_ET_PLUS;JALISCO;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
JALLAAB;GAZON;JALLAAB;GAZON;1;0;0;7.0;0.0;0.0
JALLADRM;GAZON;JALLAD RM;GAZON;1;0;0;6.0;0.0;0.0
JALMOUD;HERBE;JALMOUD;HERBE;2;0;0;2.5;0.0;0.0
JALONADO;HERBE;JALONADO;HERBE;3;0;0;2.6666666666666665;0.0;0.0
JALONADO;QUATRE_ANS_ET_PLUS;JALONADO;QUATRE_ANS_ET_PLUS;1;0;0;9.0;0.0;0.0
JALONADO;TROIS_ANS_ET_PLUS;JALONADO;TROIS_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
JAMAICANDESTINY;GAZON;JAMAICAN DESTINY;GAZON;2;0;0;5.0;0.0;0.0
JAMAICANSTORM;GAZON;JAMAICAN STORM;GAZON;1;0;0;12.0;0.0;0.0
JAMAL;GAZON;JAMAL;GAZON;2;0;0;5.0;0.0;0.0
JAMAL;HERBE;JAMAL;HERBE;3;0;0;9.0;0.0;0.0
JAMES'SDELIGHT;HERBE;JAMES'S DELIGHT;HERBE;1;0;0;6.0;0.0;0.0
JAMESBRUCE;HERBE;JAMES BRUCE;HERBE;1;0;0;6.0;0.0;0.0
JAMESBRUCE;QUATRE_ANS_ET_PLUS;JAMES BRUCE;QUATRE_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
JAMESIA;HERBE;JAMESIA;HERBE;1;0;0;13.0;0.0;0.0
JAMESJBRADDOCK;HERBE;JAMES J BRADDOCK;HERBE;2;0;1;4.5;0.0;50.0
JAMESPARKWOODS;HERBE;JAMES PARK WOODS;HERBE;1;0;0;7.0;0.0;0.0
JAMESTOWN;HERBE;JAMESTOWN;HERBE;1;0;1;3.0;0.0;100.0
JAMIESOMMERS;GAZON;JAMIE SOMMERS;GAZON;1;0;0;7.0;0.0;0.0
JAMINUS;HERBE;JAMINUS;HERBE;6;0;0;7.166666666666667;0.0;0.0
JAMRASB;GAZON;JAMRA SB;GAZON;1;1;1;1.0;100.0;100.0
JANAH;HERBE;JANAH;HERBE;3;1;2;2.6666666666666665;33.3;66.7
JANANAHAN;TROIS_ANS_ET_PLUS;JANANA HAN;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
JANBRUEGHEL;HERBE;JAN BRUEGHEL;HERBE;2;0;1;3.0;0.0;50.0
JANCIS;HERBE;JANCIS;HERBE;2;0;1;3.5;0.0;50.0
JANEOFTHEJUNGLE;GAZON;JANE OF THE JUNGLE;GAZON;1;0;0;8.0;0.0;0.0
JANGIR;HERBE;JANGIR;HERBE;2;1;1;3.0;50.0;50.0
JANIGRINE;GAZON;JANI GRINE;GAZON;1;0;0;13.0;0.0;0.0
JANNET;HERBE;JANNET;HERBE;2;0;2;2.5;0.0;100.0
JANNIK;HERBE;JANNIK;HERBE;1;1;1;1.0;100.0;100.0
JANNIK;QUATRE_ANS_ET_PLUS;JANNIK;QUATRE_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
JANNIK;TROIS_ANS_ET_PLUS;JANNIK;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
JANSTAR;GAZON;JANSTAR;GAZON;1;0;0;4.0;0.0;0.0
JANSTAR;TROIS_ANS_ET_PLUS;JANSTAR;TROIS_ANS_ET_PLUS;3;0;1;3.6666666666666665;0.0;33.3
JANTARMANTAR;TROIS_ANS_ET_PLUS;JANTAR MANTAR;TROIS_ANS_ET_PLUS;1;0;0;13.0;0.0;0.0
JAPHADAD;GAZON;JAP HADAD;GAZON;1;0;0;9.0;0.0;0.0
JAPONCAN;TROIS_ANS;JAPONCAN;TROIS_ANS;1;0;0;11.0;0.0;0.0
JAPONEITOR;HERBE;JAPONEITOR;HERBE;1;0;0;10.0;0.0;0.0
JAPONEITOR;TROIS_ANS_ET_PLUS;JAPONEITOR;TROIS_ANS_ET_PLUS;2;0;1;4.0;0.0;50.0
JAQUEMATESAR;GAZON;JAQUE MATE SAR;GAZON;1;0;1;2.0;0.0;100.0
JAQUEMATESAR;HERBE;JAQUE MATE SAR;HERBE;1;0;0;5.0;0.0;0.0
JARASH;HERBE;JARASH;HERBE;3;0;1;3.6666666666666665;0.0;33.3
JARDINBLEU;HERBE;JARDIN BLEU;HERBE;6;0;2;4.666666666666667;0.0;33.3
JARDINENARLES;TROIS_ANS;JARDIN EN ARLES;TROIS_ANS;1;0;0;10.0;0.0;0.0
JARDINSECRETO;TROIS_ANS_ET_PLUS;JARDIN SECRETO;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
JARKI;GAZON;JARKI;GAZON;3;0;3;2.3333333333333335;0.0;100.0
JARKI;HERBE;JARKI;HERBE;4;0;1;3.0;0.0;25.0
JARRADEVINO;TROIS_ANS_ET_PLUS;JARRA DE VINO;TROIS_ANS_ET_PLUS;5;0;1;4.4;0.0;20.0
JARRAHALSHAHANIA;GAZON;JARRAH AL SHAHANIA;GAZON;1;0;0;4.0;0.0;0.0
JARRAHALSHAHANIA;HERBE;JARRAH AL SHAHANIA;HERBE;1;0;0;7.0;0.0;0.0
JARUM;TROIS_ANS_ET_PLUS;JARUM;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
JASMINDORE;GAZON;JASMIN DORE;GAZON;1;0;0;5.0;0.0;0.0
JASMINDORE;HERBE;JASMIN DORE;HERBE;8;0;0;8.5;0.0;0.0
JASMINE;GAZON;JASMINE;GAZON;1;0;0;10.0;0.0;0.0
JASMINE;QUATRE_ANS;JASMINE;QUATRE_ANS;1;0;0;10.0;0.0;0.0
JASOUR;HERBE;JASOUR;HERBE;2;0;1;9.5;0.0;50.0
JASPERPARK;DEUX_ANS_ET_PLUS;JASPER PARK;DEUX_ANS_ET_PLUS;4;0;2;4.0;0.0;50.0
JASPERPARK;GAZON;JASPER PARK;GAZON;6;1;4;3.0;16.7;66.7
JAVABUZZ;HERBE;JAVA BUZZ;HERBE;2;0;0;6.0;0.0;0.0
JAVABUZZ;QUATRE_ANS_ET_PLUS;JAVA BUZZ;QUATRE_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
JAVABUZZ;TROIS_ANS_ET_PLUS;JAVA BUZZ;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
JAVARAJA;HERBE;JAVA RAJA;HERBE;1;0;0;5.0;0.0;0.0
JAVIVALETU;GAZON;JAVIVALETU;GAZON;9;1;4;5.555555555555555;11.1;44.4
JAVIVALETU;TROIS_ANS_ET_PLUS;JAVIVALETU;TROIS_ANS_ET_PLUS;1;0;0;15.0;0.0;0.0
JAWIDAALCHAM;HERBE;JAWIDA AL CHAM;HERBE;2;1;2;1.5;50.0;100.0
JAWWAL;HERBE;JAWWAL;HERBE;3;0;1;5.333333333333333;0.0;33.3
JAXX;CINQ_ANS_ET_PLUS;JAXX;CINQ_ANS_ET_PLUS;3;0;0;4.333333333333333;0.0;0.0
JAXX;CINQ_SIX_ANS;JAXX;CINQ_SIX_ANS;1;0;0;5.0;0.0;0.0
JAYANA;GAZON;JAYANA;GAZON;2;0;1;4.0;0.0;50.0
JAYASHREE;DEUX_ANS_ET_PLUS;JAYASHREE;DEUX_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
JAYBEACH;DIRT;JAY BEACH;DIRT;1;0;0;6.0;0.0;0.0
JAYBEACH;QUATRE_ANS;JAY BEACH;QUATRE_ANS;1;0;0;6.0;0.0;0.0
JAYCLEDEGREE;GAZON;JAYCLE DE GREE;GAZON;1;0;0;4.0;0.0;0.0
JAYCLEDEGREE;HERBE;JAYCLE DE GREE;HERBE;5;1;3;3.2;20.0;60.0
JAYHAWK;HERBE;JAYHAWK;HERBE;2;2;2;1.0;100.0;100.0
JAYSOUNDTRACK;CINQ_ANS_ET_PLUS;JAY SOUNDTRACK;CINQ_ANS_ET_PLUS;3;0;0;7.0;0.0;0.0
JAYSOUNDTRACK;GAZON;JAY SOUNDTRACK;GAZON;1;0;0;0.0;0.0;0.0
JAZALOT;DEUX_ANS_ET_PLUS;JAZALOT;DEUX_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
JAZIRA;HERBE;JAZIRA;HERBE;2;0;0;6.0;0.0;0.0
JAZIRATDAHOR;GAZON;JAZIRAT DAHOR;GAZON;1;0;0;12.0;0.0;0.0
JAZL;HERBE;JAZL;HERBE;1;1;1;1.0;100.0;100.0
JAZL;TROIS_ANS;JAZL;TROIS_ANS;1;0;0;0.0;0.0;0.0
JAZZDISFRUTE;DIRT;JAZZ DISFRUTE;DIRT;1;0;1;3.0;0.0;100.0
JAZZDISFRUTE;TROIS_ANS;JAZZ DISFRUTE;TROIS_ANS;2;0;0;7.0;0.0;0.0
JAZZMEN;HERBE;JAZZMEN;HERBE;4;1;1;9.75;25.0;25.0
JAZZNIGHT;GAZON;JAZZ NIGHT;GAZON;1;0;0;4.0;0.0;0.0
JAZZNIGHT;QUATRE_ANS;JAZZ NIGHT;QUATRE_ANS;1;0;0;6.0;0.0;0.0
JAZZROCK;GAZON;JAZZ ROCK;GAZON;2;0;0;6.5;0.0;0.0
JAZZROCK;TROIS_ANS_ET_PLUS;JAZZ ROCK;TROIS_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
JAZZROQUE;GAZON;JAZZ ROQUE;GAZON;3;0;0;3.3333333333333335;0.0;0.0
JAZZROQUE;HERBE;JAZZ ROQUE;HERBE;4;1;1;6.0;25.0;25.0
JAZZRUNNER;TROIS_ANS;JAZZ RUNNER;TROIS_ANS;2;0;0;14.0;0.0;0.0
JAZZSEIVER;TROIS_ANS_ET_PLUS;JAZZ SEIVER;TROIS_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JAZZYBABY;GAZON;JAZZY BABY;GAZON;2;0;2;3.0;0.0;100.0
JBEBEAUTY;QUATRE_ANS;J BE BEAUTY;QUATRE_ANS;2;0;0;7.0;0.0;0.0
JBEGAMBLING;TROIS_ANS;J BE GAMBLING;TROIS_ANS;1;0;0;0.0;0.0;0.0
JBEQUITO;DEUX_ANS;J BE QUITO;DEUX_ANS;1;0;0;7.0;0.0;0.0
JBEQUITO;GAZON;J BE QUITO;GAZON;1;0;0;7.0;0.0;0.0
JCODY;HERBE;J CODY;HERBE;1;0;0;7.0;0.0;0.0
JDAVID;GAZON;J DAVID;GAZON;1;0;0;10.0;0.0;0.0
JEANSANDJEWELLS;HERBE;JEANS AND JEWELLS;HERBE;3;0;0;10.0;0.0;0.0
JEANVALJEAN;HERBE;JEAN VALJEAN;HERBE;1;0;0;5.0;0.0;0.0
JEANYMAY;GAZON;JEANY MAY;GAZON;1;0;0;12.0;0.0;0.0
JEANYMAY;HERBE;JEANY MAY;HERBE;1;0;0;8.0;0.0;0.0
JECTOT;GAZON;JECTOT;GAZON;1;0;0;11.0;0.0;0.0
JEDHIKNIGHT;QUATRE_ANS_ET_PLUS;JEDHI KNIGHT;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JEDIAH;HERBE;JEDIAH;HERBE;1;0;0;5.0;0.0;0.0
JEDISPURS;HERBE;JEDI SPURS;HERBE;1;1;1;1.0;100.0;100.0
JEDROAD;QUATRE_ANS_ET_PLUS;JED ROAD;QUATRE_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
JEFADEJEFAS;HERBE;JEFA DE JEFAS;HERBE;1;0;0;7.0;0.0;0.0
JEFADEJEFAS;TROIS_ANS;JEFA DE JEFAS;TROIS_ANS;1;0;0;8.0;0.0;0.0
JEFEPESADO;CINQ_ANS_ET_PLUS;JEFE PESADO;CINQ_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
JEFEPESADO;SIX_ANS_ET_PLUS;JEFE PESADO;SIX_ANS_ET_PLUS;2;0;0;7.5;0.0;0.0
JEFFKOONS;HERBE;JEFF KOONS;HERBE;2;0;0;5.5;0.0;0.0
JELLYBEANJONES;DEUX_ANS_ET_PLUS;JELLYBEAN JONES;DEUX_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
JELPEPPER;HERBE;JEL PEPPER;HERBE;1;0;0;0.0;0.0;0.0
JEMAAELFNA;DEUX_ANS;JEMAA EL FNA;DEUX_ANS;1;0;0;0.0;0.0;0.0
JEMAAELFNA;HERBE;JEMAA EL FNA;HERBE;1;0;0;9.0;0.0;0.0
JENADRIYAH;GAZON;JENADRIYAH;GAZON;1;0;1;3.0;0.0;100.0
JENILATBRIGHT;HERBE;JENILAT BRIGHT;HERBE;8;0;0;9.375;0.0;0.0
JENIPHILOST;GAZON;JENIPHILOST;GAZON;1;0;0;9.0;0.0;0.0
JENIPHILOST;HERBE;JENIPHILOST;HERBE;2;0;0;10.5;0.0;0.0
JENIZARA;GAZON;JENIZARA;GAZON;1;0;0;8.0;0.0;0.0
JENN'SBELIEFS;GAZON;JENN'S BELIEFS;GAZON;1;0;0;6.0;0.0;0.0
JENNIFERJANE;HERBE;JENNIFER JANE;HERBE;1;1;1;1.0;100.0;100.0
JENNYWADE;HERBE;JENNY WADE;HERBE;1;0;0;10.0;0.0;0.0
JENSCO;TROIS_ANS_ET_PLUS;JENSCO;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
JERICHORIDGE;GAZON;JERICHO RIDGE;GAZON;1;0;0;7.0;0.0;0.0
JERICHORIDGE;HERBE;JERICHO RIDGE;HERBE;2;0;0;7.0;0.0;0.0
JERRYAFTA;HERBE;JERRYAFTA;HERBE;1;0;0;9.0;0.0;0.0
JERRYELMY;HERBE;JERRY ELMY;HERBE;1;0;0;13.0;0.0;0.0
JERRYLEE;HERBE;JERRY LEE;HERBE;2;0;0;12.0;0.0;0.0
JERSEYGEORDIE;GAZON;JERSEYGEORDIE;GAZON;1;0;0;0.0;0.0;0.0
JERSEYMAVERICK;GAZON;JERSEY MAVERICK;GAZON;1;0;0;6.0;0.0;0.0
JERSEYSPARADE;GAZON;JERSEYS PARADE;GAZON;1;0;0;0.0;0.0;0.0
JERUSA;HERBE;JERUSA;HERBE;4;1;1;5.75;25.0;25.0
JERUSA;QUATRE_ANS_ET_PLUS;JERUSA;QUATRE_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
JERUSA;TROIS_ANS_ET_PLUS;JERUSA;TROIS_ANS_ET_PLUS;5;1;1;4.4;20.0;20.0
JESSEJAMES;CINQ_SIX_ANS;JESSE JAMES;CINQ_SIX_ANS;3;0;1;3.6666666666666665;0.0;33.3
JESSELUC;GAZON;JESSE LUC;GAZON;1;0;1;3.0;0.0;100.0
JESSICA'SDREAM;GAZON;JESSICA'S DREAM;GAZON;1;0;0;7.0;0.0;0.0
JESSICA'SDREAM;HERBE;JESSICA'S DREAM;HERBE;1;0;0;6.0;0.0;0.0
JESSICA'SDREAM;TROIS_ANS_ET_PLUS;JESSICA'S DREAM;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
JESSICA'SEYES;HERBE;JESSICA'S EYES;HERBE;1;0;0;6.0;0.0;0.0
JESSICALILY;HERBE;JESSICA LILY;HERBE;1;0;0;8.0;0.0;0.0
JESSLIVERMORE;GAZON;JESS LIVERMORE;GAZON;2;0;0;4.0;0.0;0.0
JESSLIVERMORE;HERBE;JESS LIVERMORE;HERBE;4;1;2;6.75;25.0;50.0
JESTINA;GAZON;JESTINA;GAZON;2;1;2;1.5;50.0;100.0
JESUISCELEBRE;GAZON;JE SUIS CELEBRE;GAZON;1;0;1;2.0;0.0;100.0
JET'AIME;GAZON;JE T'AIME;GAZON;1;0;1;2.0;0.0;100.0
JET'AIME;HERBE;JE T'AIME;HERBE;5;0;2;5.8;0.0;40.0
JETER;TROIS_ANS;JETER;TROIS_ANS;1;0;0;7.0;0.0;0.0
