Hippo;Dist_groupe;Corde;Hippodrome;Distance;Valeur_corde;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
CATTERICK;1400;4;CATTERICK;1400;4;2;0;0;0.0;0.0
CATTERICK;1400;5;CATTERICK;1400;5;2;0;1;0.0;50.0
CATTERICK;1400;6;CATTERICK;1400;6;2;1;1;50.0;50.0
CATTERICK;1400;7;CATTERICK;1400;7;2;0;0;0.0;0.0
CATTERICK;1400;8;CATTERICK;1400;8;1;0;0;0.0;0.0
CATTERICK;1400;9;CATTERICK;1400;9;1;0;0;0.0;0.0
CATTERICK;1400;10;CATTERICK;1400;10;1;0;0;0.0;0.0
CATTERICK;3200;1;CATTERICK;3200;1;1;0;1;0.0;100.0
CATTERICK;3200;2;CATTERICK;3200;2;1;0;0;0.0;0.0
CATTERICK;3200;3;CATTERICK;3200;3;1;1;1;100.0;100.0
CATTERICK;3200;4;CATTERICK;3200;4;1;0;1;0.0;100.0
CAVAILLON;1600;1;CAVAILLON;1600;1;6;0;0;0.0;0.0
CAVAILLON;1600;2;CAVAILLON;1600;2;6;0;1;0.0;16.7
CAVAILLON;1600;3;CAVAILLON;1600;3;6;2;4;33.3;66.7
CAVAILLON;1600;4;CAVAILLON;1600;4;6;1;2;16.7;33.3
CAVAILLON;1600;5;CAVAILLON;1600;5;6;0;2;0.0;33.3
CAVAILLON;1600;6;CAVAILLON;1600;6;6;0;2;0.0;33.3
CAVAILLON;1600;7;CAVAILLON;1600;7;6;0;2;0.0;33.3
CAVAILLON;1600;8;CAVAILLON;1600;8;5;2;3;40.0;60.0
CAVAILLON;1600;9;CAVAILLON;1600;9;5;0;1;0.0;20.0
CAVAILLON;1600;10;CAVAILLON;1600;10;3;1;1;33.3;33.3
CAVAILLON;2200;1;CAVAILLON;2200;1;4;1;3;25.0;75.0
CAVAILLON;2200;2;CAVAILLON;2200;2;4;0;1;0.0;25.0
CAVAILLON;2200;3;CAVAILLON;2200;3;4;0;1;0.0;25.0
CAVAILLON;2200;4;CAVAILLON;2200;4;4;0;0;0.0;0.0
CAVAILLON;2200;5;CAVAILLON;2200;5;4;0;1;0.0;25.0
CAVAILLON;2200;6;CAVAILLON;2200;6;4;2;4;50.0;100.0
CAVAILLON;2200;7;CAVAILLON;2200;7;3;0;1;0.0;33.3
CAVAILLON;2200;8;CAVAILLON;2200;8;2;1;1;50.0;50.0
CAVAILLON;2200;9;CAVAILLON;2200;9;2;0;0;0.0;0.0
CAVAILLON;2800;1;CAVAILLON;2800;1;2;1;1;50.0;50.0
CAVAILLON;2800;2;CAVAILLON;2800;2;2;0;0;0.0;0.0
CAVAILLON;2800;3;CAVAILLON;2800;3;2;0;1;0.0;50.0
CAVAILLON;2800;4;CAVAILLON;2800;4;2;0;1;0.0;50.0
CAVAILLON;2800;5;CAVAILLON;2800;5;2;1;1;50.0;50.0
CAVAILLON;2800;6;CAVAILLON;2800;6;2;0;0;0.0;0.0
CAVAILLON;2800;7;CAVAILLON;2800;7;2;0;1;0.0;50.0
CAVAILLON;2800;8;CAVAILLON;2800;8;1;0;0;0.0;0.0
CAVAILLON;2800;9;CAVAILLON;2800;9;1;0;1;0.0;100.0
CAVAILLON;2800;10;CAVAILLON;2800;10;1;0;0;0.0;0.0
CAVAILLON;2800;11;CAVAILLON;2800;11;1;0;0;0.0;0.0
CAVAILLON;2800;12;CAVAILLON;2800;12;1;0;0;0.0;0.0
CHANTILLY;1000;1;CHANTILLY;1000;1;12;2;3;16.7;25.0
CHANTILLY;1000;2;CHANTILLY;1000;2;12;2;8;16.7;66.7
CHANTILLY;1000;3;CHANTILLY;1000;3;12;0;2;0.0;16.7
CHANTILLY;1000;4;CHANTILLY;1000;4;12;0;1;0.0;8.3
CHANTILLY;1000;5;CHANTILLY;1000;5;12;0;6;0.0;50.0
CHANTILLY;1000;6;CHANTILLY;1000;6;11;1;3;9.1;27.3
CHANTILLY;1000;7;CHANTILLY;1000;7;11;1;3;9.1;27.3
CHANTILLY;1000;8;CHANTILLY;1000;8;11;3;3;27.3;27.3
CHANTILLY;1000;9;CHANTILLY;1000;9;8;0;3;0.0;37.5
CHANTILLY;1000;10;CHANTILLY;1000;10;5;1;1;20.0;20.0
CHANTILLY;1000;11;CHANTILLY;1000;11;5;1;2;20.0;40.0
CHANTILLY;1000;12;CHANTILLY;1000;12;4;0;0;0.0;0.0
CHANTILLY;1000;13;CHANTILLY;1000;13;4;1;1;25.0;25.0
CHANTILLY;1200;1;CHANTILLY;1200;1;37;1;6;2.7;16.2
CHANTILLY;1200;2;CHANTILLY;1200;2;37;8;13;21.6;35.1
CHANTILLY;1200;3;CHANTILLY;1200;3;37;5;14;13.5;37.8
CHANTILLY;1200;4;CHANTILLY;1200;4;36;2;8;5.6;22.2
CHANTILLY;1200;5;CHANTILLY;1200;5;36;7;15;19.4;41.7
CHANTILLY;1200;6;CHANTILLY;1200;6;36;1;10;2.8;27.8
CHANTILLY;1200;7;CHANTILLY;1200;7;35;2;7;5.7;20.0
CHANTILLY;1200;8;CHANTILLY;1200;8;33;1;8;3.0;24.2
CHANTILLY;1200;9;CHANTILLY;1200;9;30;2;8;6.7;26.7
CHANTILLY;1200;10;CHANTILLY;1200;10;27;1;8;3.7;29.6
CHANTILLY;1200;11;CHANTILLY;1200;11;23;4;5;17.4;21.7
CHANTILLY;1200;12;CHANTILLY;1200;12;19;1;4;5.3;21.1
CHANTILLY;1200;13;CHANTILLY;1200;13;17;2;2;11.8;11.8
CHANTILLY;1200;14;CHANTILLY;1200;14;13;0;2;0.0;15.4
CHANTILLY;1200;15;CHANTILLY;1200;15;13;0;1;0.0;7.7
CHANTILLY;1200;16;CHANTILLY;1200;16;11;0;2;0.0;18.2
CHANTILLY;1400;1;CHANTILLY;1400;1;20;1;7;5.0;35.0
CHANTILLY;1400;2;CHANTILLY;1400;2;20;3;5;15.0;25.0
CHANTILLY;1400;3;CHANTILLY;1400;3;20;1;6;5.0;30.0
CHANTILLY;1400;4;CHANTILLY;1400;4;20;2;5;10.0;25.0
CHANTILLY;1400;5;CHANTILLY;1400;5;20;1;7;5.0;35.0
CHANTILLY;1400;6;CHANTILLY;1400;6;20;2;6;10.0;30.0
CHANTILLY;1400;7;CHANTILLY;1400;7;20;3;6;15.0;30.0
CHANTILLY;1400;8;CHANTILLY;1400;8;20;1;3;5.0;15.0
CHANTILLY;1400;9;CHANTILLY;1400;9;18;1;1;5.6;5.6
CHANTILLY;1400;10;CHANTILLY;1400;10;17;2;3;11.8;17.6
CHANTILLY;1400;11;CHANTILLY;1400;11;13;1;4;7.7;30.8
CHANTILLY;1400;12;CHANTILLY;1400;12;10;0;2;0.0;20.0
CHANTILLY;1400;13;CHANTILLY;1400;13;9;0;1;0.0;11.1
CHANTILLY;1400;14;CHANTILLY;1400;14;8;2;2;25.0;25.0
CHANTILLY;1400;15;CHANTILLY;1400;15;6;0;1;0.0;16.7
CHANTILLY;1400;16;CHANTILLY;1400;16;4;0;1;0.0;25.0
CHANTILLY;1600;1;CHANTILLY;1600;1;64;5;17;7.8;26.6
CHANTILLY;1600;2;CHANTILLY;1600;2;64;7;20;10.9;31.2
CHANTILLY;1600;3;CHANTILLY;1600;3;64;9;21;14.1;32.8
CHANTILLY;1600;4;CHANTILLY;1600;4;64;5;20;7.8;31.2
CHANTILLY;1600;5;CHANTILLY;1600;5;63;4;19;6.3;30.2
CHANTILLY;1600;6;CHANTILLY;1600;6;63;6;16;9.5;25.4
CHANTILLY;1600;7;CHANTILLY;1600;7;61;6;13;9.8;21.3
CHANTILLY;1600;8;CHANTILLY;1600;8;57;5;16;8.8;28.1
CHANTILLY;1600;9;CHANTILLY;1600;9;54;2;8;3.7;14.8
CHANTILLY;1600;10;CHANTILLY;1600;10;50;6;14;12.0;28.0
CHANTILLY;1600;11;CHANTILLY;1600;11;42;3;6;7.1;14.3
CHANTILLY;1600;12;CHANTILLY;1600;12;33;2;7;6.1;21.2
CHANTILLY;1600;13;CHANTILLY;1600;13;26;1;6;3.8;23.1
CHANTILLY;1600;14;CHANTILLY;1600;14;21;2;5;9.5;23.8
CHANTILLY;1600;15;CHANTILLY;1600;15;11;1;2;9.1;18.2
CHANTILLY;1600;16;CHANTILLY;1600;16;6;0;2;0.0;33.3
CHANTILLY;1600;17;CHANTILLY;1600;17;1;0;0;0.0;0.0
CHANTILLY;1600;18;CHANTILLY;1600;18;1;0;0;0.0;0.0
CHANTILLY;1800;1;CHANTILLY;1800;1;74;7;19;9.5;25.7
CHANTILLY;1800;2;CHANTILLY;1800;2;74;5;16;6.8;21.6
CHANTILLY;1800;3;CHANTILLY;1800;3;74;8;27;10.8;36.5
CHANTILLY;1800;4;CHANTILLY;1800;4;74;6;14;8.1;18.9
CHANTILLY;1800;5;CHANTILLY;1800;5;74;5;21;6.8;28.4
CHANTILLY;1800;6;CHANTILLY;1800;6;73;6;16;8.2;21.9
CHANTILLY;1800;7;CHANTILLY;1800;7;73;5;20;6.8;27.4
CHANTILLY;1800;8;CHANTILLY;1800;8;67;6;19;9.0;28.4
CHANTILLY;1800;9;CHANTILLY;1800;9;59;6;15;10.2;25.4
CHANTILLY;1800;10;CHANTILLY;1800;10;57;3;10;5.3;17.5
CHANTILLY;1800;11;CHANTILLY;1800;11;52;4;6;7.7;11.5
CHANTILLY;1800;12;CHANTILLY;1800;12;51;5;15;9.8;29.4
CHANTILLY;1800;13;CHANTILLY;1800;13;47;1;8;2.1;17.0
CHANTILLY;1800;14;CHANTILLY;1800;14;41;3;7;7.3;17.1
CHANTILLY;1800;15;CHANTILLY;1800;15;34;2;6;5.9;17.6
CHANTILLY;1800;16;CHANTILLY;1800;16;30;2;3;6.7;10.0
CHANTILLY;1800;17;CHANTILLY;1800;17;1;0;0;0.0;0.0
CHANTILLY;1800;18;CHANTILLY;1800;18;1;0;0;0.0;0.0
CHANTILLY;2000;1;CHANTILLY;2000;1;18;1;4;5.6;22.2
CHANTILLY;2000;2;CHANTILLY;2000;2;18;2;8;11.1;44.4
CHANTILLY;2000;3;CHANTILLY;2000;3;18;4;9;22.2;50.0
CHANTILLY;2000;4;CHANTILLY;2000;4;18;0;4;0.0;22.2
CHANTILLY;2000;5;CHANTILLY;2000;5;18;4;4;22.2;22.2
CHANTILLY;2000;6;CHANTILLY;2000;6;17;1;5;5.9;29.4
CHANTILLY;2000;7;CHANTILLY;2000;7;15;0;0;0.0;0.0
CHANTILLY;2000;8;CHANTILLY;2000;8;12;3;4;25.0;33.3
CHANTILLY;2000;9;CHANTILLY;2000;9;12;0;2;0.0;16.7
CHANTILLY;2000;10;CHANTILLY;2000;10;12;0;1;0.0;8.3
CHANTILLY;2000;11;CHANTILLY;2000;11;11;1;6;9.1;54.5
CHANTILLY;2000;12;CHANTILLY;2000;12;9;0;1;0.0;11.1
CHANTILLY;2000;13;CHANTILLY;2000;13;9;0;3;0.0;33.3
CHANTILLY;2000;14;CHANTILLY;2000;14;9;1;2;11.1;22.2
CHANTILLY;2000;15;CHANTILLY;2000;15;5;1;1;20.0;20.0
CHANTILLY;2000;16;CHANTILLY;2000;16;5;0;0;0.0;0.0
CHANTILLY;2000;17;CHANTILLY;2000;17;1;0;0;0.0;0.0
CHANTILLY;2000;18;CHANTILLY;2000;18;1;0;0;0.0;0.0
CHANTILLY;2200;1;CHANTILLY;2200;1;1;1;1;100.0;100.0
CHANTILLY;2200;2;CHANTILLY;2200;2;1;0;0;0.0;0.0
CHANTILLY;2200;3;CHANTILLY;2200;3;1;0;0;0.0;0.0
CHANTILLY;2200;4;CHANTILLY;2200;4;1;0;1;0.0;100.0
CHANTILLY;2200;5;CHANTILLY;2200;5;1;0;0;0.0;0.0
CHANTILLY;2200;6;CHANTILLY;2200;6;1;0;0;0.0;0.0
CHANTILLY;2200;7;CHANTILLY;2200;7;1;0;1;0.0;100.0
CHANTILLY;2200;8;CHANTILLY;2200;8;1;0;0;0.0;0.0
CHANTILLY;2200;9;CHANTILLY;2200;9;1;0;0;0.0;0.0
CHANTILLY;2400;1;CHANTILLY;2400;1;10;2;5;20.0;50.0
CHANTILLY;2400;2;CHANTILLY;2400;2;10;2;5;20.0;50.0
CHANTILLY;2400;3;CHANTILLY;2400;3;10;1;5;10.0;50.0
CHANTILLY;2400;4;CHANTILLY;2400;4;10;0;3;0.0;30.0
CHANTILLY;2400;5;CHANTILLY;2400;5;9;3;4;33.3;44.4
CHANTILLY;2400;6;CHANTILLY;2400;6;9;0;1;0.0;11.1
CHANTILLY;2400;7;CHANTILLY;2400;7;6;1;2;16.7;33.3
CHANTILLY;2400;8;CHANTILLY;2400;8;5;0;2;0.0;40.0
CHANTILLY;2400;9;CHANTILLY;2400;9;4;0;0;0.0;0.0
CHANTILLY;2400;10;CHANTILLY;2400;10;4;0;1;0.0;25.0
CHANTILLY;2400;11;CHANTILLY;2400;11;3;1;1;33.3;33.3
CHANTILLY;2400;12;CHANTILLY;2400;12;3;0;1;0.0;33.3
CHANTILLY;2400;13;CHANTILLY;2400;13;1;0;0;0.0;0.0
CHANTILLY;2400;14;CHANTILLY;2400;14;1;0;0;0.0;0.0
CHANTILLY;2400;15;CHANTILLY;2400;15;1;0;0;0.0;0.0
CHANTILLY;2400;16;CHANTILLY;2400;16;1;0;0;0.0;0.0
CHANTILLY;2600;1;CHANTILLY;2600;1;11;3;7;27.3;63.6
CHANTILLY;2600;2;CHANTILLY;2600;2;11;2;4;18.2;36.4
CHANTILLY;2600;3;CHANTILLY;2600;3;11;0;3;0.0;27.3
CHANTILLY;2600;4;CHANTILLY;2600;4;11;1;4;9.1;36.4
CHANTILLY;2600;5;CHANTILLY;2600;5;11;4;5;36.4;45.5
CHANTILLY;2600;6;CHANTILLY;2600;6;11;0;2;0.0;18.2
CHANTILLY;2600;7;CHANTILLY;2600;7;11;1;1;9.1;9.1
CHANTILLY;2600;8;CHANTILLY;2600;8;9;0;0;0.0;0.0
CHANTILLY;2600;9;CHANTILLY;2600;9;8;0;3;0.0;37.5
CHANTILLY;2600;10;CHANTILLY;2600;10;7;0;0;0.0;0.0
CHANTILLY;2600;11;CHANTILLY;2600;11;7;0;1;0.0;14.3
CHANTILLY;2600;12;CHANTILLY;2600;12;5;0;2;0.0;40.0
CHANTILLY;2600;13;CHANTILLY;2600;13;4;0;1;0.0;25.0
CHANTILLY;2600;14;CHANTILLY;2600;14;3;0;0;0.0;0.0
CHANTILLY;2600;15;CHANTILLY;2600;15;2;0;0;0.0;0.0
CHANTILLY;2600;16;CHANTILLY;2600;16;2;0;0;0.0;0.0
CHANTILLY;3200;1;CHANTILLY;3200;1;2;0;0;0.0;0.0
CHANTILLY;3200;2;CHANTILLY;3200;2;2;0;0;0.0;0.0
CHANTILLY;3200;3;CHANTILLY;3200;3;2;0;0;0.0;0.0
CHANTILLY;3200;4;CHANTILLY;3200;4;2;0;1;0.0;50.0
CHANTILLY;3200;5;CHANTILLY;3200;5;2;0;1;0.0;50.0
CHANTILLY;3200;6;CHANTILLY;3200;6;2;1;1;50.0;50.0
CHANTILLY;3200;7;CHANTILLY;3200;7;2;0;0;0.0;0.0
CHANTILLY;3200;8;CHANTILLY;3200;8;2;0;1;0.0;50.0
CHANTILLY;3200;9;CHANTILLY;3200;9;2;0;0;0.0;0.0
CHANTILLY;3200;10;CHANTILLY;3200;10;2;0;0;0.0;0.0
CHANTILLY;3200;11;CHANTILLY;3200;11;2;0;1;0.0;50.0
CHANTILLY;3200;12;CHANTILLY;3200;12;2;0;0;0.0;0.0
CHANTILLY;3200;13;CHANTILLY;3200;13;2;1;1;50.0;50.0
CHANTILLY;3200;14;CHANTILLY;3200;14;2;0;0;0.0;0.0
CHANTILLY;3200;15;CHANTILLY;3200;15;1;0;0;0.0;0.0
CHATEAUBRIANT;1000;1;CHATEAUBRIANT;1000;1;1;0;0;0.0;0.0
CHATEAUBRIANT;1000;2;CHATEAUBRIANT;1000;2;1;0;0;0.0;0.0
CHATEAUBRIANT;1000;3;CHATEAUBRIANT;1000;3;1;0;0;0.0;0.0
CHATEAUBRIANT;1000;4;CHATEAUBRIANT;1000;4;1;0;0;0.0;0.0
CHATEAUBRIANT;1000;5;CHATEAUBRIANT;1000;5;1;0;1;0.0;100.0
CHATEAUBRIANT;1000;6;CHATEAUBRIANT;1000;6;1;0;0;0.0;0.0
CHATEAUBRIANT;1000;7;CHATEAUBRIANT;1000;7;1;0;1;0.0;100.0
CHATEAUBRIANT;1000;8;CHATEAUBRIANT;1000;8;1;0;0;0.0;0.0
CHATEAUBRIANT;1000;9;CHATEAUBRIANT;1000;9;1;1;1;100.0;100.0
CHATEAUBRIANT;1800;1;CHATEAUBRIANT;1800;1;9;2;2;22.2;22.2
CHATEAUBRIANT;1800;2;CHATEAUBRIANT;1800;2;9;1;1;11.1;11.1
CHATEAUBRIANT;1800;3;CHATEAUBRIANT;1800;3;9;0;2;0.0;22.2
CHATEAUBRIANT;1800;4;CHATEAUBRIANT;1800;4;9;1;2;11.1;22.2
CHATEAUBRIANT;1800;5;CHATEAUBRIANT;1800;5;9;0;1;0.0;11.1
CHATEAUBRIANT;1800;6;CHATEAUBRIANT;1800;6;9;0;0;0.0;0.0
CHATEAUBRIANT;1800;7;CHATEAUBRIANT;1800;7;8;1;2;12.5;25.0
CHATEAUBRIANT;1800;8;CHATEAUBRIANT;1800;8;8;0;2;0.0;25.0
CHATEAUBRIANT;1800;9;CHATEAUBRIANT;1800;9;8;0;1;0.0;12.5
CHATEAUBRIANT;1800;10;CHATEAUBRIANT;1800;10;8;0;1;0.0;12.5
CHATEAUBRIANT;1800;11;CHATEAUBRIANT;1800;11;7;0;0;0.0;0.0
CHATEAUBRIANT;1800;12;CHATEAUBRIANT;1800;12;5;0;1;0.0;20.0
CHATEAUBRIANT;1800;13;CHATEAUBRIANT;1800;13;5;0;0;0.0;0.0
CHATEAUBRIANT;1800;14;CHATEAUBRIANT;1800;14;2;0;0;0.0;0.0
CHATEAUBRIANT;1800;15;CHATEAUBRIANT;1800;15;1;0;0;0.0;0.0
CHATEAUBRIANT;2600;1;CHATEAUBRIANT;2600;1;6;0;1;0.0;16.7
CHATEAUBRIANT;2600;2;CHATEAUBRIANT;2600;2;6;2;2;33.3;33.3
CHATEAUBRIANT;2600;3;CHATEAUBRIANT;2600;3;6;0;1;0.0;16.7
CHATEAUBRIANT;2600;4;CHATEAUBRIANT;2600;4;6;1;1;16.7;16.7
CHATEAUBRIANT;2600;5;CHATEAUBRIANT;2600;5;6;0;0;0.0;0.0
CHATEAUBRIANT;2600;6;CHATEAUBRIANT;2600;6;6;0;2;0.0;33.3
CHATEAUBRIANT;2600;7;CHATEAUBRIANT;2600;7;6;0;0;0.0;0.0
CHATEAUBRIANT;2600;8;CHATEAUBRIANT;2600;8;6;0;1;0.0;16.7
CHATEAUBRIANT;2600;9;CHATEAUBRIANT;2600;9;6;1;3;16.7;50.0
CHATEAUBRIANT;2600;10;CHATEAUBRIANT;2600;10;5;0;1;0.0;20.0
CHATEAUBRIANT;2600;11;CHATEAUBRIANT;2600;11;5;0;0;0.0;0.0
CHATEAUBRIANT;2600;12;CHATEAUBRIANT;2600;12;5;0;0;0.0;0.0
CHATEAUBRIANT;2600;13;CHATEAUBRIANT;2600;13;3;1;1;33.3;33.3
CHATEAUBRIANT;2600;14;CHATEAUBRIANT;2600;14;3;0;1;0.0;33.3
CHATEAUBRIANT;2600;15;CHATEAUBRIANT;2600;15;3;0;0;0.0;0.0
CHATEAUBRIANT;2600;16;CHATEAUBRIANT;2600;16;2;0;1;0.0;50.0
CHATILLON/CHALARONNE;2000;1;CHATILLON/CHALARONNE;2000;1;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2000;2;CHATILLON/CHALARONNE;2000;2;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2000;3;CHATILLON/CHALARONNE;2000;3;1;0;1;0.0;100.0
CHATILLON/CHALARONNE;2000;4;CHATILLON/CHALARONNE;2000;4;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2000;5;CHATILLON/CHALARONNE;2000;5;1;1;1;100.0;100.0
CHATILLON/CHALARONNE;2000;6;CHATILLON/CHALARONNE;2000;6;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2000;7;CHATILLON/CHALARONNE;2000;7;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2000;8;CHATILLON/CHALARONNE;2000;8;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2000;9;CHATILLON/CHALARONNE;2000;9;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2000;10;CHATILLON/CHALARONNE;2000;10;1;0;1;0.0;100.0
CHATILLON/CHALARONNE;2600;1;CHATILLON/CHALARONNE;2600;1;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;2;CHATILLON/CHALARONNE;2600;2;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;3;CHATILLON/CHALARONNE;2600;3;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;4;CHATILLON/CHALARONNE;2600;4;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;5;CHATILLON/CHALARONNE;2600;5;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;6;CHATILLON/CHALARONNE;2600;6;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;7;CHATILLON/CHALARONNE;2600;7;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;8;CHATILLON/CHALARONNE;2600;8;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;9;CHATILLON/CHALARONNE;2600;9;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;10;CHATILLON/CHALARONNE;2600;10;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;11;CHATILLON/CHALARONNE;2600;11;1;0;0;0.0;0.0
CHATILLON/CHALARONNE;2600;12;CHATILLON/CHALARONNE;2600;12;1;0;0;0.0;0.0
CHELTENHAM;3200;1;CHELTENHAM;3200;1;1;0;1;0.0;100.0
CHELTENHAM;3200;2;CHELTENHAM;3200;2;1;0;0;0.0;0.0
CHELTENHAM;3200;3;CHELTENHAM;3200;3;1;0;0;0.0;0.0
CHELTENHAM;3200;4;CHELTENHAM;3200;4;1;0;0;0.0;0.0
CHELTENHAM;3200;5;CHELTENHAM;3200;5;1;0;0;0.0;0.0
CHELTENHAM;3200;6;CHELTENHAM;3200;6;1;0;0;0.0;0.0
CHELTENHAM;3200;7;CHELTENHAM;3200;7;1;0;0;0.0;0.0
CHELTENHAM;3200;8;CHELTENHAM;3200;8;1;0;0;0.0;0.0
CHELTENHAM;3200;9;CHELTENHAM;3200;9;1;0;0;0.0;0.0
CHELTENHAM;3200;10;CHELTENHAM;3200;10;1;0;0;0.0;0.0
CHELTENHAM;3200;11;CHELTENHAM;3200;11;1;0;0;0.0;0.0
CHELTENHAM;3200;12;CHELTENHAM;3200;12;1;0;0;0.0;0.0
CHELTENHAM;3200;13;CHELTENHAM;3200;13;1;1;1;100.0;100.0
CHELTENHAM;3200;14;CHELTENHAM;3200;14;1;0;0;0.0;0.0
CHELTENHAM;3200;15;CHELTENHAM;3200;15;1;0;0;0.0;0.0
CHELTENHAM;3200;16;CHELTENHAM;3200;16;1;0;0;0.0;0.0
CHELTENHAM;3200;17;CHELTENHAM;3200;17;1;0;0;0.0;0.0
CHELTENHAM;3200;18;CHELTENHAM;3200;18;1;0;0;0.0;0.0
CHELTENHAM;3200;19;CHELTENHAM;3200;19;1;0;0;0.0;0.0
CHELTENHAM;3200;20;CHELTENHAM;3200;20;1;0;0;0.0;0.0
CHELTENHAM;3200;21;CHELTENHAM;3200;21;1;0;0;0.0;0.0
CHELTENHAM;3200;22;CHELTENHAM;3200;22;1;0;1;0.0;100.0
CHOLET;1200;1;CHOLET;1200;1;6;1;2;16.7;33.3
CHOLET;1200;2;CHOLET;1200;2;6;2;4;33.3;66.7
CHOLET;1200;3;CHOLET;1200;3;6;1;2;16.7;33.3
CHOLET;1200;4;CHOLET;1200;4;6;0;2;0.0;33.3
CHOLET;1200;5;CHOLET;1200;5;6;0;1;0.0;16.7
CHOLET;1200;6;CHOLET;1200;6;6;1;2;16.7;33.3
CHOLET;1200;7;CHOLET;1200;7;6;1;3;16.7;50.0
CHOLET;1200;8;CHOLET;1200;8;5;0;0;0.0;0.0
CHOLET;1200;9;CHOLET;1200;9;5;0;1;0.0;20.0
CHOLET;1200;10;CHOLET;1200;10;3;0;1;0.0;33.3
CHOLET;1200;11;CHOLET;1200;11;3;0;0;0.0;0.0
CHOLET;1200;12;CHOLET;1200;12;3;0;0;0.0;0.0
CHOLET;1800;1;CHOLET;1800;1;1;0;1;0.0;100.0
CHOLET;1800;2;CHOLET;1800;2;1;0;0;0.0;0.0
CHOLET;1800;3;CHOLET;1800;3;1;0;0;0.0;0.0
CHOLET;1800;4;CHOLET;1800;4;1;0;0;0.0;0.0
CHOLET;1800;5;CHOLET;1800;5;1;0;0;0.0;0.0
CHOLET;1800;6;CHOLET;1800;6;1;1;1;100.0;100.0
CHOLET;1800;7;CHOLET;1800;7;1;0;0;0.0;0.0
CHOLET;1800;8;CHOLET;1800;8;1;0;0;0.0;0.0
CHOLET;1800;9;CHOLET;1800;9;1;0;0;0.0;0.0
CHOLET;1800;10;CHOLET;1800;10;1;0;1;0.0;100.0
CHOLET;1800;11;CHOLET;1800;11;1;0;0;0.0;0.0
CHOLET;2000;1;CHOLET;2000;1;2;0;0;0.0;0.0
CHOLET;2000;2;CHOLET;2000;2;2;0;0;0.0;0.0
CHOLET;2000;3;CHOLET;2000;3;2;0;0;0.0;0.0
CHOLET;2000;4;CHOLET;2000;4;2;1;1;50.0;50.0
CHOLET;2000;5;CHOLET;2000;5;2;1;2;50.0;100.0
CHOLET;2000;6;CHOLET;2000;6;2;0;0;0.0;0.0
CHOLET;2000;7;CHOLET;2000;7;2;0;2;0.0;100.0
CHOLET;2000;8;CHOLET;2000;8;2;0;0;0.0;0.0
CHOLET;2000;9;CHOLET;2000;9;1;0;0;0.0;0.0
CHOLET;2000;10;CHOLET;2000;10;1;0;1;0.0;100.0
CHOLET;2000;11;CHOLET;2000;11;1;0;0;0.0;0.0
CHOLET;2000;12;CHOLET;2000;12;1;0;0;0.0;0.0
CHOLET;2800;1;CHOLET;2800;1;2;0;0;0.0;0.0
CHOLET;2800;2;CHOLET;2800;2;2;0;0;0.0;0.0
CHOLET;2800;3;CHOLET;2800;3;2;0;0;0.0;0.0
CHOLET;2800;4;CHOLET;2800;4;2;0;1;0.0;50.0
CHOLET;2800;5;CHOLET;2800;5;2;1;1;50.0;50.0
CHOLET;2800;6;CHOLET;2800;6;2;0;1;0.0;50.0
CHOLET;2800;7;CHOLET;2800;7;2;0;1;0.0;50.0
CHOLET;2800;8;CHOLET;2800;8;2;0;0;0.0;0.0
CHOLET;2800;9;CHOLET;2800;9;2;1;2;50.0;100.0
CHOLET;2800;10;CHOLET;2800;10;1;0;0;0.0;0.0
CHOLET;2800;11;CHOLET;2800;11;1;0;0;0.0;0.0
CHURCHILL DOWNS;1000;1;CHURCHILL DOWNS;1000;1;4;0;1;0.0;25.0
CHURCHILL DOWNS;1000;2;CHURCHILL DOWNS;1000;2;4;0;1;0.0;25.0
CHURCHILL DOWNS;1000;3;CHURCHILL DOWNS;1000;3;4;0;1;0.0;25.0
CHURCHILL DOWNS;1000;4;CHURCHILL DOWNS;1000;4;4;0;2;0.0;50.0
CHURCHILL DOWNS;1000;5;CHURCHILL DOWNS;1000;5;4;1;1;25.0;25.0
CHURCHILL DOWNS;1000;6;CHURCHILL DOWNS;1000;6;4;0;1;0.0;25.0
CHURCHILL DOWNS;1000;7;CHURCHILL DOWNS;1000;7;4;0;0;0.0;0.0
